province_name,region,group_code,group_name,revenue,quantity,n_orders,n_customers,agg_level,revenue_pct_province,revenue_pct_region,revenue_pct_national,rank_in_region
Tam Kỳ,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,21300000,19,1,1,province_group,27.65,0.04,0.03,36
Thanh Hoá,Miền Trung,CITYBIKE_P,Xe phổ thông,916274571,707,36,18,province_group,72.51,8.87,1.33,3
Thanh Hoá,Miền Trung,KIDBIKE_1,Xe trẻ em nhóm 1,110536197,95,15,9,province_group,8.75,1.07,0.16,3
Thanh Hoá,Miền Trung,KIDBIKE_2,Xe trẻ em nhóm 2,51379421,76,10,6,province_group,4.07,0.5,0.07,3
Thanh Hoá,Miền Trung,SPORTBIKE_A,Xe thể thao nhôm,6445286,2,1,1,province_group,0.51,0.06,0.01,3
Thanh Hoá,Miền Trung,SPORTBIKE_S,Xe thể thao thép,56122500,38,9,9,province_group,4.44,0.54,0.08,3
Thanh Hoá,Miền Trung,,,122956556,69,11,7,province_group,9.73,1.19,0.18,3
Thanh Hóa,Miền Trung,CITYBIKE_P,Xe phổ thông,2243737264,1486,61,31,province_group,64.99,21.71,3.27,1
Thanh Hóa,Miền Trung,KIDBIKE_1,Xe trẻ em nhóm 1,239560773,189,26,18,province_group,6.94,2.32,0.35,1
Thanh Hóa,Miền Trung,KIDBIKE_2,Xe trẻ em nhóm 2,58420426,68,12,10,province_group,1.69,0.57,0.09,1
Thanh Hóa,Miền Trung,SPORTBIKE_A,Xe thể thao nhôm,94596761,31,7,6,province_group,2.74,0.92,0.14,1
Thanh Hóa,Miền Trung,SPORTBIKE_S,Xe thể thao thép,63458969,32,9,7,province_group,1.84,0.61,0.09,1
Thanh Hóa,Miền Trung,,,752684744,390,36,19,province_group,21.8,7.28,1.1,1
Thái Bình,Miền Bắc,CITYBIKE_P,Xe phổ thông,567234389,422,16,7,province_group,79.84,1.15,0.83,15
Thái Bình,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,29954997,26,7,5,province_group,4.22,0.06,0.04,15
Thái Bình,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,8774996,13,3,3,province_group,1.24,0.02,0.01,15
Thái Bình,Miền Bắc,,,104499981,48,8,3,province_group,14.71,0.21,0.15,15
Thái Nguyên,Miền Bắc,CITYBIKE_P,Xe phổ thông,1115930656,765,19,8,province_group,69.78,2.27,1.63,6
Thái Nguyên,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,119963216,95,9,5,province_group,7.5,0.24,0.17,6
Thái Nguyên,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,85832631,109,5,2,province_group,5.37,0.17,0.13,6
Thái Nguyên,Miền Bắc,SPORTBIKE_A,Xe thể thao nhôm,28226509,10,4,2,province_group,1.76,0.06,0.04,6
Thái Nguyên,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,10015554,6,2,2,province_group,0.63,0.02,0.01,6
Thái Nguyên,Miền Bắc,,,239299655,143,10,6,province_group,14.96,0.49,0.35,6
Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,Miền Bắc,CITYBIKE_P,Xe phổ thông,43000000,35,2,1,province_group,69.64,0.09,0.06,38
Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,9750000,9,2,1,province_group,15.79,0.02,0.01,38
Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,9000000,7,1,1,province_group,14.57,0.02,0.01,38
Thủ Dầu Một,Miền Bắc,CITYBIKE_P,Xe phổ thông,20750000,9,2,1,province_group,100.0,0.04,0.03,57
Thừa Thiên Huế,Miền Trung,CITYBIKE_P,Xe phổ thông,128130152,81,2,1,province_group,38.71,1.24,0.19,7
Thừa Thiên Huế,Miền Trung,KIDBIKE_1,Xe trẻ em nhóm 1,79691638,62,2,1,province_group,24.07,0.77,0.12,7
Thừa Thiên Huế,Miền Trung,SPORTBIKE_S,Xe thể thao thép,9631108,4,1,1,province_group,2.91,0.09,0.01,7
Thừa Thiên Huế,Miền Trung,,,113563311,45,2,1,province_group,34.31,1.1,0.17,7
Tuyên Quang,Miền Bắc,CITYBIKE_P,Xe phổ thông,81733313,54,6,4,province_group,41.02,0.17,0.12,23
Tuyên Quang,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,38251379,31,6,4,province_group,19.2,0.08,0.06,23
Tuyên Quang,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,21569440,39,3,2,province_group,10.82,0.04,0.03,23
Tuyên Quang,Miền Bắc,SPORTBIKE_A,Xe thể thao nhôm,14400000,6,1,1,province_group,7.23,0.03,0.02,23
Tuyên Quang,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,14494440,8,2,2,province_group,7.27,0.03,0.02,23
Tuyên Quang,Miền Bắc,,,28824059,21,3,3,province_group,14.46,0.06,0.04,23
Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,CITYBIKE_P,Xe phổ thông,17840000,15,1,1,province_group,42.11,0.04,0.03,47
Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,10660000,10,1,1,province_group,25.16,0.02,0.02,47
Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,1470000,3,1,1,province_group,3.47,0.0,0.0,47
Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,12400000,10,1,1,province_group,29.27,0.03,0.02,47
Tĩnh Thanh Hoá,Miền Bắc,CITYBIKE_P,Xe phổ thông,40230000,33,1,1,province_group,66.71,0.08,0.06,40
Tĩnh Thanh Hoá,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,5410000,5,1,1,province_group,8.97,0.01,0.01,40
Tĩnh Thanh Hoá,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,5000000,10,1,1,province_group,8.29,0.01,0.01,40
Tĩnh Thanh Hoá,Miền Bắc,SPORTBIKE_A,Xe thể thao nhôm,9667929,3,1,1,province_group,16.03,0.02,0.01,40
Tỉnh Hòa Bình.,Miền Bắc,CITYBIKE_P,Xe phổ thông,2546296,1,1,1,province_group,100.0,0.01,0.0,60
Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Miền Bắc,CITYBIKE_P,Xe phổ thông,17690000,15,1,1,province_group,75.88,0.04,0.03,55
Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Miền Bắc,SPORTBIKE_A,Xe thể thao nhôm,3222643,1,1,1,province_group,13.82,0.01,0.0,55
Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,2400000,2,1,1,province_group,10.29,0.0,0.0,55
Uông Bí,Miền Bắc,CITYBIKE_P,Xe phổ thông,3600000,3,1,1,province_group,11.36,0.01,0.01,50
Uông Bí,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,4200000,4,1,1,province_group,13.26,0.01,0.01,50
Uông Bí,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,5410000,11,1,1,province_group,17.08,0.01,0.01,50
Uông Bí,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,2750000,2,1,1,province_group,8.68,0.01,0.0,50
Uông Bí,Miền Bắc,,,15717734,13,1,1,province_group,49.62,0.03,0.02,50
Vinh,Miền Bắc,CITYBIKE_P,Xe phổ thông,459211053,337,4,2,province_group,56.77,0.93,0.67,11
Vinh,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,321022220,188,6,3,province_group,39.69,0.65,0.47,11
Vinh,Miền Bắc,,,28683328,16,1,1,province_group,3.55,0.06,0.04,11
Vĩnh Phúc,Miền Bắc,CITYBIKE_P,Xe phổ thông,438698783,327,21,13,province_group,79.2,0.89,0.64,17
Vĩnh Phúc,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,42341475,37,7,4,province_group,7.64,0.09,0.06,17
Vĩnh Phúc,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,15520000,32,3,2,province_group,2.8,0.03,0.02,17
Vĩnh Phúc,Miền Bắc,SPORTBIKE_A,Xe thể thao nhôm,32250000,15,3,3,province_group,5.82,0.07,0.05,17
Vĩnh Phúc,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,3900000,3,1,1,province_group,0.7,0.01,0.01,17
Vĩnh Phúc,Miền Bắc,,,21214441,12,3,1,province_group,3.83,0.04,0.03,17
Vĩnh Yên,Miền Bắc,CITYBIKE_P,Xe phổ thông,14390000,12,2,2,province_group,33.23,0.03,0.02,46
Vĩnh Yên,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,13650000,13,2,2,province_group,31.52,0.03,0.02,46
Vĩnh Yên,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,500000,1,1,1,province_group,1.15,0.0,0.0,46
Vĩnh Yên,Miền Bắc,SPORTBIKE_A,Xe thể thao nhôm,2150000,1,1,1,province_group,4.96,0.0,0.0,46
Vĩnh Yên,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,6578500,4,2,2,province_group,15.19,0.01,0.01,46
Vĩnh Yên,Miền Bắc,,,6039559,5,2,2,province_group,13.95,0.01,0.01,46
phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,CITYBIKE_P,Xe phổ thông,91550000,77,2,1,province_group,79.35,0.19,0.13,31
phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,12300000,11,2,1,province_group,10.66,0.02,0.02,31
phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,1000000,2,1,1,province_group,0.87,0.0,0.0,31
phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,SPORTBIKE_A,Xe thể thao nhôm,10526430,4,2,1,province_group,9.12,0.02,0.02,31
Điện Biên,Miền Bắc,CITYBIKE_P,Xe phổ thông,30192214,19,3,3,province_group,39.13,0.06,0.04,35
Điện Biên,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,12146664,10,2,2,province_group,15.74,0.02,0.02,35
Điện Biên,Miền Bắc,SPORTBIKE_A,Xe thể thao nhôm,4300000,2,1,1,province_group,5.57,0.01,0.01,35
Điện Biên,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,6700000,5,1,1,province_group,8.68,0.01,0.01,35
Điện Biên,Miền Bắc,,,23828885,10,2,2,province_group,30.88,0.05,0.03,35
Đà Nẵng,Miền Trung,CITYBIKE_P,Xe phổ thông,315314414,216,17,9,province_group,72.74,3.05,0.46,6
Đà Nẵng,Miền Trung,KIDBIKE_1,Xe trẻ em nhóm 1,35146195,29,8,4,province_group,8.11,0.34,0.05,6
Đà Nẵng,Miền Trung,KIDBIKE_2,Xe trẻ em nhóm 2,943888,1,1,1,province_group,0.22,0.01,0.0,6
Đà Nẵng,Miền Trung,SPORTBIKE_A,Xe thể thao nhôm,5328518,2,2,1,province_group,1.23,0.05,0.01,6
Đà Nẵng,Miền Trung,SPORTBIKE_S,Xe thể thao thép,17515552,11,5,4,province_group,4.04,0.17,0.03,6
Đà Nẵng,Miền Trung,,,59210729,27,8,5,province_group,13.66,0.57,0.09,6
Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,CITYBIKE_P,Xe phổ thông,195790500,161,4,1,province_group,79.99,0.4,0.29,21
Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,6020000,6,2,1,province_group,2.46,0.01,0.01,21
Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,2350000,5,1,1,province_group,0.96,0.0,0.0,21
Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,30400000,24,2,1,province_group,12.42,0.06,0.04,21
Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,,,10205384,8,2,1,province_group,4.17,0.02,0.01,21
Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.,Miền Bắc,CITYBIKE_P,Xe phổ thông,352444443,208,3,1,province_group,100.0,0.72,0.51,19
Đắk Lắk,Miền Trung,CITYBIKE_P,Xe phổ thông,4983333,2,1,1,province_group,100.0,0.05,0.01,10
Đồng Hới,Miền Bắc,CITYBIKE_P,Xe phổ thông,256201047,157,3,1,province_group,87.69,0.52,0.37,20
Đồng Hới,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,20071753,15,2,1,province_group,6.87,0.04,0.03,20
Đồng Hới,Miền Bắc,,,15892032,9,2,1,province_group,5.44,0.03,0.02,20
Đồng Nai,Miền Nam,,,4527778,1,1,1,province_group,100.0,0.1,0.01,2
,,CITYBIKE_P,Xe phổ thông,2493386800,1562,101,73,province_group,57.81,57.81,3.63,
,,KIDBIKE_1,Xe trẻ em nhóm 1,405021613,313,59,47,province_group,9.39,9.39,0.59,
,,KIDBIKE_2,Xe trẻ em nhóm 2,204937960,222,36,29,province_group,4.75,4.75,0.3,
,,SPORTBIKE_A,Xe thể thao nhôm,37870368,14,4,4,province_group,0.88,0.88,0.06,
,,SPORTBIKE_S,Xe thể thao thép,35275000,18,6,6,province_group,0.82,0.82,0.05,
,,,,1136559176,619,90,68,province_group,26.35,26.35,1.66,
Bắc Giang,Miền Bắc,__ALL__,Tất cả nhóm,2839030263,1592,29,10,province,100.0,5.76,4.14,3
Bắc Kạn,Miền Bắc,__ALL__,Tất cả nhóm,56455548,66,3,2,province,100.0,0.11,0.08,41
Bắc Ninh,Miền Bắc,__ALL__,Tất cả nhóm,1967790814,1316,47,23,province,100.0,3.99,2.87,5
Cao Bằng,Miền Bắc,__ALL__,Tất cả nhóm,68250264,39,1,1,province,100.0,0.14,0.1,37
Chí Linh,Miền Bắc,__ALL__,Tất cả nhóm,2212963,1,1,1,province,100.0,0.0,0.0,61
Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh,Miền Bắc,__ALL__,Tất cả nhóm,38840000,31,1,1,province,100.0,0.08,0.06,48
Hoà Bình,Miền Bắc,__ALL__,Tất cả nhóm,24742962,21,2,1,province,100.0,0.05,0.04,52
Hà Giang,Miền Bắc,__ALL__,Tất cả nhóm,115430000,101,3,3,province,100.0,0.23,0.17,30
Hà Nam,Miền Bắc,__ALL__,Tất cả nhóm,765170565,576,18,13,province,100.0,1.55,1.11,13
Hà Nộ,Miền Bắc,__ALL__,Tất cả nhóm,34390000,30,1,1,province,100.0,0.07,0.05,49
Hà Nội,Miền Bắc,__ALL__,Tất cả nhóm,23457691163,16726,610,210,province,100.0,47.61,34.17,1
Hà Tĩnh,Miền Trung,__ALL__,Tất cả nhóm,949596498,659,24,15,province,100.0,9.19,1.38,4
Hòa Bình,Miền Bắc,__ALL__,Tất cả nhóm,159083593,111,6,4,province,100.0,0.32,0.23,24
Hưng Yên,Miền Bắc,__ALL__,Tất cả nhóm,2656116812,1889,75,45,province,100.0,5.39,3.87,4
Hưng yên,Miền Bắc,__ALL__,Tất cả nhóm,48490000,42,2,1,province,100.0,0.1,0.07,44
Hạ Long,Miền Bắc,__ALL__,Tất cả nhóm,118696468,95,2,2,province,100.0,0.24,0.17,28
Hải Dươn,Miền Bắc,__ALL__,Tất cả nhóm,82782643,68,4,1,province,100.0,0.17,0.12,34
Hải Dương,Miền Bắc,__ALL__,Tất cả nhóm,808052667,576,22,12,province,100.0,1.64,1.18,12
Hải Phòng,Miền Bắc,__ALL__,Tất cả nhóm,723965260,535,17,13,province,100.0,1.47,1.05,14
Hội An,Miền Bắc,__ALL__,Tất cả nhóm,53357000,31,2,2,province,100.0,0.11,0.08,42
Khu 2- thị trấn Kim Tân- Thạch Thành - Thanh Hóa,Miền Bắc,__ALL__,Tất cả nhóm,61441481,53,2,1,province,100.0,0.12,0.09,39
Khu 6 – TT Gia Lộc – Huyện Gia Lộc – Hải Dương,Miền Bắc,__ALL__,Tất cả nhóm,363062500,290,6,1,province,100.0,0.74,0.53,18
Lào Cai,Miền Bắc,__ALL__,Tất cả nhóm,124217357,92,6,3,province,100.0,0.25,0.18,26
Lê Hoàn - Thị trấn Thọ Xuân - Huyện Thọ Xuân - Thanh Hoá,Miền Bắc,__ALL__,Tất cả nhóm,606456878,379,7,1,province,100.0,1.23,0.88,16
Lạng Sơn,Miền Bắc,__ALL__,Tất cả nhóm,121901111,106,3,2,province,100.0,0.25,0.18,27
Nam Định,Miền Bắc,__ALL__,Tất cả nhóm,926331599,779,14,7,province,100.0,1.88,1.35,10
Nghệ A,Miền Bắc,__ALL__,Tất cả nhóm,138392643,115,1,1,province,100.0,0.28,0.2,25
Nghệ An,Miền Trung,__ALL__,Tất cả nhóm,2777002804,1980,48,19,province,100.0,26.88,4.05,2
Ninh Bình,Miền Bắc,__ALL__,Tất cả nhóm,3521142103,2313,59,18,province,100.0,7.15,5.13,2
Phan Thiết,Miền Bắc,__ALL__,Tất cả nhóm,4055556,2,1,1,province,100.0,0.01,0.01,59
Phú Quốc,Miền Bắc,__ALL__,Tất cả nhóm,214953705,90,2,1,province,100.0,0.44,0.31,22
Phú Thọ,Miền Bắc,__ALL__,Tất cả nhóm,1246295002,792,41,29,province,100.0,2.53,1.82,7
Phố Kiểu - Yên Trường - Yên Định - Thanh Hoá,Miền Bắc,__ALL__,Tất cả nhóm,22550000,16,1,1,province,100.0,0.05,0.03,56
Phủ Lý,Miền Bắc,__ALL__,Tất cả nhóm,100172198,61,3,1,province,100.0,0.2,0.15,32
Quảng Nam,Miền Trung,__ALL__,Tất cả nhóm,725057174,434,9,2,province,100.0,7.02,1.06,5
Quảng Ngãi,Miền Trung,__ALL__,Tất cả nhóm,82101102,61,4,3,province,100.0,0.79,0.12,9
Quảng Ninh,Miền Bắc,__ALL__,Tất cả nhóm,1009382544,614,23,20,province,100.0,2.05,1.47,9
Quảng NinhSố,Miền Bắc,__ALL__,Tất cả nhóm,13870000,13,1,1,province,100.0,0.03,0.02,58
Quảng Trị,Miền Trung,__ALL__,Tất cả nhóm,313288471,206,11,6,province,100.0,3.03,0.46,8
Sơn La,Miền Bắc,__ALL__,Tất cả nhóm,52190000,45,2,2,province,100.0,0.11,0.08,43
Sầm Sơn,Miền Bắc,__ALL__,Tất cả nhóm,117056538,80,3,1,province,100.0,0.24,0.17,29
TP Huế,Miền Bắc,__ALL__,Tất cả nhóm,45522665,33,2,1,province,100.0,0.09,0.07,45
TP Hưng Yên,Miền Bắc,__ALL__,Tất cả nhóm,27978500,22,1,1,province,100.0,0.06,0.04,51
TP Hải Dương,Miền Bắc,__ALL__,Tất cả nhóm,24000000,20,1,1,province,100.0,0.05,0.03,53
TP Hải Phòng,Miền Bắc,__ALL__,Tất cả nhóm,1078208060,689,32,13,province,100.0,2.19,1.57,8
TP Đà Nẵng,Miền Bắc,__ALL__,Tất cả nhóm,86292586,54,7,5,province,100.0,0.18,0.13,33
TP. Hồ Chí Minh,Miền Nam,__ALL__,Tất cả nhóm,4724671175,2474,125,3,province,100.0,99.9,6.88,1
TT Hương Sơn- Phú Bình- Thái Nguyên,Miền Bắc,__ALL__,Tất cả nhóm,23350000,20,1,1,province,100.0,0.05,0.03,54
Tam Kỳ,Miền Bắc,__ALL__,Tất cả nhóm,77025542,56,2,1,province,100.0,0.16,0.11,36
Thanh Hoá,Miền Trung,__ALL__,Tất cả nhóm,1263714531,987,39,18,province,100.0,12.23,1.84,3
Thanh Hóa,Miền Trung,__ALL__,Tất cả nhóm,3452458937,2196,63,31,province,100.0,33.41,5.03,1
Thái Bình,Miền Bắc,__ALL__,Tất cả nhóm,710464363,509,16,7,province,100.0,1.44,1.04,15
Thái Nguyên,Miền Bắc,__ALL__,Tất cả nhóm,1599268221,1128,21,8,province,100.0,3.25,2.33,6
Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,Miền Bắc,__ALL__,Tất cả nhóm,61750000,51,2,1,province,100.0,0.13,0.09,38
Thủ Dầu Một,Miền Bắc,__ALL__,Tất cả nhóm,20750000,9,2,1,province,100.0,0.04,0.03,57
Thừa Thiên Huế,Miền Trung,__ALL__,Tất cả nhóm,331016209,192,3,1,province,100.0,3.2,0.48,7
Tuyên Quang,Miền Bắc,__ALL__,Tất cả nhóm,199272631,159,6,4,province,100.0,0.4,0.29,23
Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,__ALL__,Tất cả nhóm,42370000,38,1,1,province,100.0,0.09,0.06,47
Tĩnh Thanh Hoá,Miền Bắc,__ALL__,Tất cả nhóm,60307929,51,1,1,province,100.0,0.12,0.09,40
Tỉnh Hòa Bình.,Miền Bắc,__ALL__,Tất cả nhóm,2546296,1,1,1,province,100.0,0.01,0.0,60
Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Miền Bắc,__ALL__,Tất cả nhóm,23312643,18,1,1,province,100.0,0.05,0.03,55
Uông Bí,Miền Bắc,__ALL__,Tất cả nhóm,31677734,33,1,1,province,100.0,0.06,0.05,50
Vinh,Miền Bắc,__ALL__,Tất cả nhóm,808916601,541,7,3,province,100.0,1.64,1.18,11
Vĩnh Phúc,Miền Bắc,__ALL__,Tất cả nhóm,553924699,426,21,13,province,100.0,1.12,0.81,17
Vĩnh Yên,Miền Bắc,__ALL__,Tất cả nhóm,43308059,36,2,2,province,100.0,0.09,0.06,46
phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,__ALL__,Tất cả nhóm,115376430,94,2,1,province,100.0,0.23,0.17,31
Điện Biên,Miền Bắc,__ALL__,Tất cả nhóm,77167763,46,3,3,province,100.0,0.16,0.11,35
Đà Nẵng,Miền Trung,__ALL__,Tất cả nhóm,433459296,286,17,9,province,100.0,4.2,0.63,6
Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,__ALL__,Tất cả nhóm,244765884,204,4,1,province,100.0,0.5,0.36,21
Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.,Miền Bắc,__ALL__,Tất cả nhóm,352444443,208,3,1,province,100.0,0.72,0.51,19
Đắk Lắk,Miền Trung,__ALL__,Tất cả nhóm,4983333,2,1,1,province,100.0,0.05,0.01,10
Đồng Hới,Miền Bắc,__ALL__,Tất cả nhóm,292164832,181,3,1,province,100.0,0.59,0.43,20
Đồng Nai,Miền Nam,__ALL__,Tất cả nhóm,4527778,1,1,1,province,100.0,0.1,0.01,2
,,__ALL__,Tất cả nhóm,4313050917,2748,118,82,province,100.0,100.0,6.28,
__REGION__,Miền Bắc,CITYBIKE_P,Xe phổ thông,27595208710,19433,1007,478,region_group,,56.01,40.2,
__REGION__,Miền Bắc,KIDBIKE_1,Xe trẻ em nhóm 1,5925050605,4916,599,324,region_group,,12.03,8.63,
__REGION__,Miền Bắc,KIDBIKE_2,Xe trẻ em nhóm 2,1664695727,2380,317,176,region_group,,3.38,2.43,
__REGION__,Miền Bắc,SPORTBIKE_A,Xe thể thao nhôm,2038146784,742,168,98,region_group,,4.14,2.97,
__REGION__,Miền Bắc,SPORTBIKE_S,Xe thể thao thép,2570552365,1482,245,148,region_group,,5.22,3.74,
__REGION__,Miền Bắc,,,9472531890,5360,560,259,region_group,,19.23,13.8,
__REGION__,Miền Nam,CITYBIKE_P,Xe phổ thông,1406842982,724,92,3,region_group,,29.75,2.05,
__REGION__,Miền Nam,KIDBIKE_1,Xe trẻ em nhóm 1,563939432,338,64,2,region_group,,11.92,0.82,
__REGION__,Miền Nam,KIDBIKE_2,Xe trẻ em nhóm 2,691010865,618,74,2,region_group,,14.61,1.01,
__REGION__,Miền Nam,SPORTBIKE_A,Xe thể thao nhôm,146428334,42,2,1,region_group,,3.1,0.21,
__REGION__,Miền Nam,SPORTBIKE_S,Xe thể thao thép,434740469,169,32,2,region_group,,9.19,0.63,
__REGION__,Miền Nam,,,1486236871,584,73,3,region_group,,31.43,2.17,
__REGION__,Miền Trung,CITYBIKE_P,Xe phổ thông,6953291898,4853,205,100,region_group,,67.29,10.13,
__REGION__,Miền Trung,KIDBIKE_1,Xe trẻ em nhóm 1,863826304,712,97,62,region_group,,8.36,1.26,
__REGION__,Miền Trung,KIDBIKE_2,Xe trẻ em nhóm 2,222876060,284,38,29,region_group,,2.16,0.32,
__REGION__,Miền Trung,SPORTBIKE_A,Xe thể thao nhôm,222133008,76,23,18,region_group,,2.15,0.32,
__REGION__,Miền Trung,SPORTBIKE_S,Xe thể thao thép,268128002,146,36,31,region_group,,2.59,0.39,
__REGION__,Miền Trung,,,1802423083,932,105,61,region_group,,17.44,2.63,
__REGION__,,CITYBIKE_P,Xe phổ thông,2493386800,1562,101,73,region_group,,57.81,3.63,
__REGION__,,KIDBIKE_1,Xe trẻ em nhóm 1,405021613,313,59,47,region_group,,9.39,0.59,
__REGION__,,KIDBIKE_2,Xe trẻ em nhóm 2,204937960,222,36,29,region_group,,4.75,0.3,
__REGION__,,SPORTBIKE_A,Xe thể thao nhôm,37870368,14,4,4,region_group,,0.88,0.06,
__REGION__,,SPORTBIKE_S,Xe thể thao thép,35275000,18,6,6,region_group,,0.82,0.05,
__REGION__,,,,1136559176,619,90,68,region_group,,26.35,1.66,
__REGION__,Miền Bắc,__ALL__,Tất cả nhóm,49266186081,34313,1164,511,region,,100.0,71.77,
__REGION__,Miền Nam,__ALL__,Tất cả nhóm,4729198953,2475,126,4,region,,100.0,6.89,
__REGION__,Miền Trung,__ALL__,Tất cả nhóm,10332678355,7003,219,105,region,,100.0,15.05,
__REGION__,,__ALL__,Tất cả nhóm,4313050917,2748,118,82,region,,100.0,6.28,
__NATIONAL__,__ALL__,CITYBIKE_P,Xe phổ thông,38448730390,26572,1405,654,national_group,,,56.01,
__NATIONAL__,__ALL__,KIDBIKE_1,Xe trẻ em nhóm 1,7757837954,6279,819,435,national_group,,,11.3,
__NATIONAL__,__ALL__,KIDBIKE_2,Xe trẻ em nhóm 2,2783520612,3504,465,236,national_group,,,4.06,
__NATIONAL__,__ALL__,SPORTBIKE_A,Xe thể thao nhôm,2444578494,874,197,121,national_group,,,3.56,
__NATIONAL__,__ALL__,SPORTBIKE_S,Xe thể thao thép,3308695836,1815,319,187,national_group,,,4.82,
__NATIONAL__,__ALL__,,,13897751020,7495,828,391,national_group,,,20.25,
__NATIONAL__,__ALL__,__ALL__,Tất cả nhóm,68641114306,46539,1627,702,national,,,100.0,
