product_code,product_name,group_code,group_name,line_name,color,revenue_total,quantity_total,n_orders_total,n_customers_total,revenue_2025,quantity_2025,n_orders_2025,revenue_2026,quantity_2026,n_orders_2026,revenue_2026_ann,yoy_revenue_pct,avg_unit_price,revenue_rank,pareto_cum_pct,pareto_class,revenue_share_in_group_pct,bcg_quadrant
1000260020220000,Xe đạp Thống Nhất TE Spaceboy 12 Xanh dương,KIDBIKE_2,Xe trẻ em nhóm 2,Xe Spaceboy 12,Xanh dương,280669161,373,102,69,148273424,227,67.0,132395737,146,35.0,794374422,435.75,752464,73,77.89,B (70-90%),10.08,Bò sữa
1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,KIDBIKE_2,Xe trẻ em nhóm 2,Xe Love 12,Hồng,185495352,201,64,28,92816203,109,39.0,92679149,92,25.0,556074894,499.11,922862,98,86.49,B (70-90%),6.66,Bò sữa
1000250020050000,Xe đạp Thống Nhất TE Robot 16 Cam,KIDBIKE_2,Xe trẻ em nhóm 2,Xe Robot 16,Cam,153469687,173,83,46,52073054,75,36.0,101396633,98,47.0,608379798,1068.32,887108,111,89.59,B (70-90%),5.51,Ngôi sao
1000240020220000,Xe đạp Thống Nhất TE Bunny 16 Xanh dương,KIDBIKE_2,Xe trẻ em nhóm 2,Xe Bunny 16,Xanh dương,149086883,192,80,55,51912496,88,31.0,97174387,104,49.0,583046322,1023.13,776494,114,90.24,C (90-100%),5.36,Dấu hỏi
1000220020220000,Xe đạp Thống Nhất TE Love 16 Xanh dương,KIDBIKE_2,Xe trẻ em nhóm 2,Xe Love 16,Xanh dương,143550264,142,45,16,51809998,58,21.0,91740266,84,24.0,550441596,962.42,1010917,115,90.45,C (90-100%),5.16,Dấu hỏi
1000250020220000,Xe đạp Thống Nhất TE Robot 16 Xanh dương,KIDBIKE_2,Xe trẻ em nhóm 2,Xe Robot 16,Xanh dương,130661333,173,80,59,61573056,94,37.0,69088277,79,43.0,414529662,573.23,755268,122,91.84,C (90-100%),4.69,Con chó
1000220020090000,Xe đạp Thống Nhất TE Love 16 Hồng,KIDBIKE_2,Xe trẻ em nhóm 2,Xe Love 16,Hồng,75418028,105,42,31,43504165,68,27.0,31913863,37,15.0,191483178,340.15,718267,145,95.18,C (90-100%),2.71,Con chó
000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,KIDBIKE_2,Xe trẻ em nhóm 2,Xe Bunny 16,Kem,70014403,96,52,46,23500000,47,19.0,46514403,49,33.0,279086418,1087.6,729317,148,95.49,C (90-100%),2.52,Dấu hỏi
000116002023000,Xe đạp thống nhất TE Love 16 Kem,KIDBIKE_2,Xe trẻ em nhóm 2,Xe Love 16,Kem,40638331,58,28,23,5000000,10,7.0,35638331,48,21.0,213829986,4176.6,700661,185,98.5,C (90-100%),1.46,Dấu hỏi
1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,SPORTBIKE_A,Xe thể thao nhôm,Xe Road RPD 700C,Đen,501888337,178,61,33,501888337,178,61.0,0,0,0.0,0,-100.0,2819597,39,58.87,A (top 70%),20.53,Ngôi sao
1000300050200000,Xe đạp Thống Nhất MTB SPD 27.5 (xanh da trời),SPORTBIKE_A,Xe thể thao nhôm,Xe MTB SPD 27.5,trời,488659169,166,60,35,488659169,166,60.0,0,0,0.0,0,-100.0,2943730,41,60.3,A (top 70%),19.99,Ngôi sao
1000310050080000,Xe đạp Thống Nhất Road RPD 700C Ghi,SPORTBIKE_A,Xe thể thao nhôm,Xe Road RPD 700C,Ghi,248844060,105,46,36,122550000,57,29.0,126294060,48,17.0,757764360,518.33,2369943,85,82.48,B (70-90%),10.18,Ngôi sao
1000300050010000,Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),SPORTBIKE_A,Xe thể thao nhôm,Xe MTB SPD 27.5,Đen,247494445,107,58,46,242966667,106,57.0,4527778,1,1.0,27166668,-88.82,2313032,87,83.2,B (70-90%),10.12,Ngôi sao
100029005001000,Xe đạp Thống Nhất Touring Blade 700C Đen,SPORTBIKE_A,Xe thể thao nhôm,Xe Touring Blade 700C,Đen,184335181,57,36,29,184335181,57,36.0,0,0,0.0,0,-100.0,3233951,99,86.76,B (70-90%),7.54,Ngôi sao
100029005020000,Xe đạp Thống Nhất Touring Blade 700C Xanh,SPORTBIKE_A,Xe thể thao nhôm,Xe Touring Blade 700C,Xanh,161702312,48,30,24,161702312,48,30.0,0,0,0.0,0,-100.0,3368798,103,87.74,B (70-90%),6.61,Ngôi sao
1000300050080000,Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi),SPORTBIKE_A,Xe thể thao nhôm,Xe MTB SPD 27.5,Ghi,157861112,69,44,31,157861112,69,44.0,0,0,0.0,0,-100.0,2287842,110,89.36,B (70-90%),6.46,Ngôi sao
1000310050200000,Xe đạp Thống Nhất Road RPD 700C Xanh da trời,SPORTBIKE_A,Xe thể thao nhôm,Xe Road RPD 700C,trời,115398719,41,17,16,91420388,32,12.0,23978331,9,5.0,143869986,57.37,2814603,127,92.75,C (90-100%),4.72,Ngôi sao
1000350050220000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Ghi",SPORTBIKE_A,Xe thể thao nhôm,Xe MTB Cyber 27.5 2024,Ghi,94480656,31,23,20,94480656,31,23.0,0,0,0.0,0,-100.0,3047763,135,93.96,C (90-100%),3.86,Ngôi sao
100035005001000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Đen",SPORTBIKE_A,Xe thể thao nhôm,Xe MTB Cyber 27.5 2024,Đen,63680288,21,15,14,63680288,21,15.0,0,0,0.0,0,-100.0,3032395,162,96.85,C (90-100%),2.6,Dấu hỏi
1010020010050000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Cam",SPORTBIKE_A,Xe thể thao nhôm,"Xe GRX AT 27,5_2.0",Cam,63500000,20,8,8,63500000,20,8.0,0,0,0.0,0,-100.0,3175000,163,96.94,C (90-100%),2.6,Dấu hỏi
1010020000050000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Cam",SPORTBIKE_A,Xe thể thao nhôm,"Xe GRX AT 27,5_2.0",Cam,42253703,7,5,4,42253703,7,5.0,0,0,0.0,0,-100.0,6036243,184,98.44,C (90-100%),1.73,Dấu hỏi
1010020010080000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Ghi",SPORTBIKE_A,Xe thể thao nhôm,"Xe GRX AT 27,5_2.0",Ghi,21600000,9,6,5,21600000,9,6.0,0,0,0.0,0,-100.0,2400000,203,99.26,C (90-100%),0.88,Dấu hỏi
1010020010220000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Xanh dương",SPORTBIKE_A,Xe thể thao nhôm,"Xe GRX AT 27,5_2.0",Xanh dương,20600000,6,5,5,20600000,6,5.0,0,0,0.0,0,-100.0,3433333,206,99.35,C (90-100%),0.84,Dấu hỏi
100028005008000,Xe đạp Thống Nhất MTB Cyper 27.5 Ghi,SPORTBIKE_A,Xe thể thao nhôm,Xe MTB Cyber 27.5,Ghi,18323104,6,4,4,18323104,6,4.0,0,0,0.0,0,-100.0,3053851,213,99.55,C (90-100%),0.75,Dấu hỏi
1010020000080000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Ghi",SPORTBIKE_A,Xe thể thao nhôm,"Xe GRX AT 27,5_2.0",Ghi,9890741,2,2,2,9890741,2,2.0,0,0,0.0,0,-100.0,4945370,231,99.9,C (90-100%),0.4,Dấu hỏi
100028005020000,Xe đạp Thống Nhất MTB Cyper 27.5 Xanh,SPORTBIKE_A,Xe thể thao nhôm,Xe MTB Cyber 27.5,Xanh,4066667,1,1,1,4066667,1,1.0,0,0,0.0,0,-100.0,4066667,241,99.98,C (90-100%),0.17,Dấu hỏi
000335002001000,Xe đạp Thống Nhất Super 24 Đen,SPORTBIKE_S,Xe thể thao thép,Xe Super 24,Đen,718213012,358,135,84,336265644,185,76.0,381947368,173,59.0,2291684208,581.51,2006182,24,46.04,A (top 70%),21.71,Ngôi sao
000335002013000,Xe đạp Thống Nhất Super 24 Xanh,SPORTBIKE_S,Xe thể thao thép,Xe Super 24,Xanh,290653504,202,85,65,197682408,154,53.0,92971096,48,32.0,557826576,182.18,1438879,71,77.06,B (70-90%),8.78,Ngôi sao
000231003002000,Xe đạp Thống Nhất M2601 Trắng,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Trắng,204113606,84,21,4,204113606,84,21.0,0,0,0.0,0,-100.0,2429924,92,84.79,B (70-90%),6.17,Ngôi sao
000329002004001,Xe đạp Thống Nhất MTB 26-07 Tem đỏ,SPORTBIKE_S,Xe thể thao thép,Xe MTB 26-07,Tem đỏ,202222222,78,1,1,202222222,78,1.0,0,0,0.0,0,-100.0,2592593,93,85.09,B (70-90%),6.11,Ngôi sao
000329002005000,Xe đạp Thống Nhất MTB 26-07 Tem cam,SPORTBIKE_S,Xe thể thao thép,Xe MTB 26-07,Tem cam,199629629,77,1,1,199629629,77,1.0,0,0,0.0,0,-100.0,2592593,94,85.38,B (70-90%),6.03,Ngôi sao
000333002001000,Xe đạp Thống Nhất Super 26 đen,SPORTBIKE_S,Xe thể thao thép,Xe Super 26,đen,195981018,150,69,56,195981018,150,69.0,0,0,0.0,0,-100.0,1306540,95,85.66,B (70-90%),5.92,Ngôi sao
000335002004000,Xe đạp Thống Nhất Super 24 Đỏ,SPORTBIKE_S,Xe thể thao thép,Xe Super 24,Đỏ,160701006,107,64,61,84900462,70,38.0,75800544,37,26.0,454803264,435.69,1501879,106,88.44,B (70-90%),4.86,Ngôi sao
000333002022000,Xe đạp Thống Nhất Super 26 xanh,SPORTBIKE_S,Xe thể thao thép,Xe Super 26,xanh,160120740,119,64,53,157818518,118,63.0,2302222,1,1.0,13813332,-91.25,1345552,107,88.67,B (70-90%),4.84,Ngôi sao
000217004022000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Xanh dương,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro,Xanh dương,150564907,82,18,7,150564907,82,18.0,0,0,0.0,0,-100.0,1836157,112,89.81,B (70-90%),4.55,Ngôi sao
000324000180000,Xe đạp Thống Nhất MTB 26-05_2023 Đen mờ,SPORTBIKE_S,Xe thể thao thép,Xe MTB 26-05_2023,mờ,110216378,70,35,27,78929166,57,28.0,31287212,13,7.0,187723272,137.84,1574520,129,93.07,C (90-100%),3.33,Ngôi sao
000231003022000,Xe đạp Thống Nhất M2601 Xanh dương,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Xanh dương,102376943,41,17,16,102376943,41,17.0,0,0,0.0,0,-100.0,2496999,132,93.53,C (90-100%),3.09,Ngôi sao
000217004008000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro,Ghi,86927870,51,9,6,83696389,50,8.0,3231481,1,1.0,19388886,-76.83,1704468,138,94.35,C (90-100%),2.63,Ngôi sao
000413002001000,Xe đạp Thống Nhất Highway 27.5 Đen bóng,SPORTBIKE_S,Xe thể thao thép,Xe Highway 27.5,bóng,85821943,45,30,26,46202314,31,18.0,39619629,14,12.0,237717774,414.51,1907154,139,94.47,C (90-100%),2.59,Ngôi sao
000324000100000,Xe đạp Thống Nhất MTB 26-05_2023 Xanh rêu,SPORTBIKE_S,Xe thể thao thép,Xe MTB 26-05_2023,rêu,84405084,53,23,21,60341203,43,16.0,24063881,10,7.0,144383286,139.28,1592549,141,94.72,C (90-100%),2.55,Ngôi sao
000413002022000,Xe đạp Thống Nhất Highway 27.5 Xanh dương,SPORTBIKE_S,Xe thể thao thép,Xe Highway 27.5,Xanh dương,81416572,42,28,24,47256943,30,18.0,34159629,12,10.0,204957774,333.71,1938490,143,94.96,C (90-100%),2.46,Ngôi sao
000217004005000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Cam,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro,Cam,67255278,45,7,4,67255278,45,7.0,0,0,0.0,0,-100.0,1494562,154,96.09,C (90-100%),2.03,Ngôi sao
000231003002001,Xe đạp Thống Nhất M2601 Shimano Trắng (tem tím),SPORTBIKE_S,Xe thể thao thép,Xe M2601 Shimano,tím,66462500,25,14,13,66462500,25,14.0,0,0,0.0,0,-100.0,2658500,157,96.38,C (90-100%),2.01,Ngôi sao
000324000040000,Xe đạp Thống Nhất MTB 26-05_2023 Đỏ đun,SPORTBIKE_S,Xe thể thao thép,Xe MTB 26-05_2023,Đỏ đun,45996849,30,10,10,36379630,26,7.0,9617219,4,3.0,57703314,58.61,1533228,176,97.93,C (90-100%),1.39,Dấu hỏi
000231003022001,Xe đạp Thống Nhất M2601 Shimano Xanh (tem trắng),SPORTBIKE_S,Xe thể thao thép,Xe M2601 Shimano,trắng,42536000,16,9,9,42536000,16,9.0,0,0,0.0,0,-100.0,2658500,182,98.31,C (90-100%),1.29,Dấu hỏi
000231003005001,Xe đạp Thống Nhất M2601 Shimano Đen (tem cam),SPORTBIKE_S,Xe thể thao thép,Xe M2601 Shimano,cam,42536000,16,8,8,42536000,16,8.0,0,0,0.0,0,-100.0,2658500,183,98.38,C (90-100%),1.29,Dấu hỏi
000231003023001,Xe đạp Thống Nhất M2601 Shimano Đen (tem xanh),SPORTBIKE_S,Xe thể thao thép,Xe M2601 Shimano,xanh,31902000,12,6,6,31902000,12,6.0,0,0,0.0,0,-100.0,2658500,192,98.87,C (90-100%),0.96,Dấu hỏi
000217004008001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro Shimano,Ghi,23335000,10,8,7,23335000,10,8.0,0,0,0.0,0,-100.0,2333500,197,99.06,C (90-100%),0.71,Dấu hỏi
000413002003000,Xe đạp Thống Nhất Highway 27.5 Đỏ đun,SPORTBIKE_S,Xe thể thao thép,Xe Highway 27.5,Đỏ đun,23200000,16,6,5,23200000,16,6.0,0,0,0.0,0,-100.0,1450000,198,99.09,C (90-100%),0.7,Dấu hỏi
000413002018000,Xe đạp Thống Nhất Highway 27.5 Đen mờ,SPORTBIKE_S,Xe thể thao thép,Xe Highway 27.5,mờ,23002315,15,5,4,23002315,15,5.0,0,0,0.0,0,-100.0,1533488,200,99.16,C (90-100%),0.7,Dấu hỏi
000231003023000,Xe đạp Thống Nhất M2601 Đen Tem Xanh,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Xanh,16800000,14,13,13,16800000,14,13.0,0,0,0.0,0,-100.0,1200000,215,99.6,C (90-100%),0.51,Dấu hỏi
000314002005000,Xe đạp Thống Nhất MTB 24-04 Tem cam,SPORTBIKE_S,Xe thể thao thép,Xe MTB 24-04,Tem cam,16500462,13,3,3,16500462,13,3.0,0,0,0.0,0,-100.0,1269266,217,99.65,C (90-100%),0.5,Dấu hỏi
000231003005000,Xe đạp Thống Nhất M2601 Đen Tem cam,SPORTBIKE_S,Xe thể thao thép,Xe M2601,Tem cam,14401388,11,11,11,14401388,11,11.0,0,0,0.0,0,-100.0,1309217,219,99.69,C (90-100%),0.44,Dấu hỏi
000218004009001,Xe đạp Thống Nhất GN 06-27 2.0 Pro BLACKPINK,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro,BLACKPINK,12150000,9,1,1,12150000,9,1.0,0,0,0.0,0,-100.0,1350000,224,99.79,C (90-100%),0.37,Dấu hỏi
000314002020000,Xe đạp Thống Nhất MTB 24-04 Tem Xanh da trời,SPORTBIKE_S,Xe thể thao thép,Xe MTB 24-04,trời,12053425,5,2,2,12053425,5,2.0,0,0,0.0,0,-100.0,2410685,225,99.81,C (90-100%),0.36,Dấu hỏi
000218004005000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro,Cam,11448796,5,4,4,11448796,5,4.0,0,0,0.0,0,-100.0,2289759,226,99.82,C (90-100%),0.35,Dấu hỏi
000218004008000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro,Ghi,11400648,8,6,6,11400648,8,6.0,0,0,0.0,0,-100.0,1425081,227,99.84,C (90-100%),0.34,Dấu hỏi
000218004008001,Xe đạp Thống Nhất GN 06-27 2.0 Pro Shimano Ghi,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-27 2.0 Pro Shimano,Ghi,7195500,3,2,2,7195500,3,2.0,0,0,0.0,0,-100.0,2398500,233,99.92,C (90-100%),0.22,Dấu hỏi
000217004022001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Xanh,SPORTBIKE_S,Xe thể thao thép,Xe GN 06-26 2.0 Pro Shimano,Xanh,4667000,2,2,2,4667000,2,2.0,0,0,0.0,0,-100.0,2333500,237,99.96,C (90-100%),0.14,Dấu hỏi
000314002019000,Xe đạp Thống Nhất MTB 24-04 Tem vàng,SPORTBIKE_S,Xe thể thao thép,Xe MTB 24-04,vàng,2488241,1,1,1,2488241,1,1.0,0,0,0.0,0,-100.0,2488241,244,99.99,C (90-100%),0.08,Dấu hỏi
