customer_code,customer_name,province_name,region,first_order_date,last_order_date_q1_2025,cohort_month,recency_days,n_orders_q1_2025,revenue_q1_2025,quantity_q1_2025,avg_order_value_q1_2025,n_product_groups_q1_2025,trend_slope,groups_bought,churn_label,rfm_r,rfm_f,rfm_m,rfm_segment,churn_prob,churn_split,churn_priority,roc_auc_test,n_orders_q1_2026,revenue_q1_2026,quantity_q1_2026
KH-00084,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,2025-02-14,2025-02-14,2025-02,45,1,17860000,15,17860000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,1,2,1,Có nguy cơ rời bỏ,0.851,train,Cao,0.8046,0.0,0,0.0
KH-00085,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hà Nội,Miền Bắc,2025-02-14,2025-03-27,2025-02,4,2,46780000,40,23390000.0,2,-740000.0,CITYBIKE_P|SPORTBIKE_S,1,4,4,3,Khách hàng trung thành,0.9818,train,Cao,0.8046,0.0,0,0.0
KH-00086,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,2025-02-14,2025-03-24,2025-02,7,3,110019361,95,36673120.0,4,42724213.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,3,5,5,Cần theo dõi,0.9664,train,Cao,0.8046,0.0,0,0.0
KH-00087,CỬA HÀNG XE ĐẠP SÁN LẠP,Nghệ An,Miền Trung,2025-02-14,2025-02-14,2025-02,45,1,24200000,20,24200000.0,1,0.0,KIDBIKE_1,1,1,2,2,Có nguy cơ rời bỏ,0.9719,train,Cao,0.8046,0.0,0,0.0
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,Nghệ An,Miền Trung,2025-02-14,2025-03-31,2025-02,0,4,125882643,108,31470661.0,4,49897357.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,0,5,5,5,Khách hàng tiêu biểu,0.2973,train,Thấp,0.8046,3.0,203398015,135.0
KH-00089,HỘ KINH DOANH TOÀN THẮNG,Nghệ A,Miền Bắc,2025-02-14,2025-02-14,2025-02,45,1,138392643,115,138392643.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,1,2,5,Có nguy cơ rời bỏ,0.7011,test,Cao,0.8046,0.0,0,0.0
KH-00090,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Thanh Hoá,Miền Trung,2025-02-15,2025-02-15,2025-02,44,1,8518519,4,8518519.0,1,0.0,CITYBIKE_P,1,1,2,1,Có nguy cơ rời bỏ,0.9663,train,Cao,0.8046,0.0,0,0.0
KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,2025-02-17,2025-03-28,2025-02,3,7,2688609631,2291,384087090.0,5,2405571585.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,0,4,5,5,Khách hàng tiêu biểu,0.0186,train,Thấp,0.8046,22.0,2290250000,1970.0
KH-00092,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,2025-02-17,2025-03-31,2025-02,0,3,51482643,40,17160881.0,2,22962643.0,CITYBIKE_P|SPORTBIKE_A,1,5,5,3,Khách hàng trung thành,0.9852,test,Cao,0.8046,0.0,0,0.0
KH-00093,CÔNG TY CỔ PHẦN PHÚC AN,Hà Nội,Miền Bắc,2025-02-17,2025-03-25,2025-02,6,4,112430000,102,28107500.0,4,45290000.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,3,5,5,Cần theo dõi,0.9135,train,Cao,0.8046,0.0,0,0.0
KH-00094,HỘ KINH DOANH SÁN LẠP,Phú Thọ,Miền Bắc,2025-02-17,2025-03-31,2025-02,0,2,41790000,36,20895000.0,3,-4870000.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,5,4,3,Khách hàng trung thành,0.9893,train,Cao,0.8046,0.0,0,0.0
KH-00095,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,2025-02-17,2025-02-17,2025-02,42,1,34730000,30,34730000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,1,2,3,Có nguy cơ rời bỏ,0.9846,train,Cao,0.8046,0.0,0,0.0
KH-00096,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,2025-02-17,2025-03-18,2025-02,13,2,52127000,42,26063500.0,3,3447000.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,2,4,3,Cần chăm sóc đặc biệt,0.9576,train,Cao,0.8046,0.0,0,0.0
KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,2025-02-17,2025-03-31,2025-02,0,8,199350113,167,24918764.0,5,-64741097.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,5,5,5,Khách hàng tiêu biểu,0.9703,train,Cao,0.8046,0.0,0,0.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,Nghệ An,Miền Trung,2025-02-17,2025-03-18,2025-02,13,3,302480000,260,100826667.0,2,-1080000.0,CITYBIKE_P|KIDBIKE_1,1,2,5,5,Cần chăm sóc đặc biệt,0.1136,test,Thấp,0.8046,0.0,0,0.0
KH-00099,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,2025-02-17,2025-02-17,2025-02,42,1,43710000,39,43710000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,1,2,3,Có nguy cơ rời bỏ,0.9673,train,Cao,0.8046,0.0,0,0.0
KH-00100,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hà Nội,Miền Bắc,2025-02-17,2025-03-22,2025-02,9,3,87295102,83,29098367.0,4,10156058.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,3,5,4,Cần theo dõi,0.9727,train,Cao,0.8046,0.0,0,0.0
KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hà Nội,Miền Bắc,2025-02-17,2025-03-24,2025-02,7,3,35420000,29,11806667.0,3,33060000.0,CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S,1,3,5,3,Cần theo dõi,0.9881,train,Cao,0.8046,0.0,0,0.0
KH-00102,CỬA HÀNG XE ĐẠP AN PHÁT,Bắc Ninh,Miền Bắc,2025-02-17,2025-02-17,2025-02,42,1,69700000,60,69700000.0,1,0.0,CITYBIKE_P,1,1,2,4,Có nguy cơ rời bỏ,0.9642,train,Cao,0.8046,0.0,0,0.0
KH-00103,CÔNG TY CỔ PHẦN AN PHÁT,Bắc Giang,Miền Bắc,2025-02-19,2025-02-19,2025-02,40,1,18680556,10,18680556.0,1,0.0,CITYBIKE_P,1,1,2,2,Có nguy cơ rời bỏ,0.9132,train,Cao,0.8046,0.0,0,0.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,Thanh Hóa,Miền Trung,2025-02-19,2025-03-25,2025-02,6,3,226215286,185,75405095.0,3,95544714.0,CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S,1,3,5,5,Cần theo dõi,0.9287,train,Cao,0.8046,0.0,0,0.0
KH-00105,CỬA HÀNG XE ĐẠP PHÚC AN,Bắc Ninh,Miền Bắc,2025-02-19,2025-02-19,2025-02,40,1,34910000,30,34910000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,1,2,3,Có nguy cơ rời bỏ,0.9245,train,Cao,0.8046,0.0,0,0.0
KH-00106,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Thanh Hóa,Miền Trung,2025-02-19,2025-02-19,2025-02,40,1,88360000,70,88360000.0,2,0.0,CITYBIKE_P|SPORTBIKE_S,1,1,2,4,Có nguy cơ rời bỏ,0.9211,train,Cao,0.8046,0.0,0,0.0
KH-00107,CÔNG TY TNHH LONG PHÚ,Bắc Ninh,Miền Bắc,2025-02-19,2025-03-28,2025-02,3,3,82830000,70,27610000.0,2,39310000.0,CITYBIKE_P|KIDBIKE_1,1,4,5,4,Khách hàng tiêu biểu,0.9777,train,Cao,0.8046,0.0,0,0.0
KH-00108,HỘ KINH DOANH LÊ ANH,Hà Nội,Miền Bắc,2025-02-19,2025-02-19,2025-02,40,1,35900000,30,35900000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,1,2,3,Có nguy cơ rời bỏ,0.9538,test,Cao,0.8046,0.0,0,0.0
KH-00109,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,2025-02-19,2025-03-31,2025-02,0,3,80790000,68,26930000.0,3,56990000.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,5,5,4,Khách hàng tiêu biểu,0.9804,train,Cao,0.8046,0.0,0,0.0
KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-02-19,2025-03-24,2025-02,7,2,57900000,49,28950000.0,3,18400000.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,3,4,4,Cần theo dõi,0.9892,train,Cao,0.8046,0.0,0,0.0
KH-00111,DOANH NGHIỆP TW MẶT TRỜI,Hà Nội,Miền Bắc,2025-02-19,2025-03-27,2025-02,4,2,72628500,59,36314250.0,4,20548500.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,4,4,4,Khách hàng tiêu biểu,0.973,train,Cao,0.8046,0.0,0,0.0
KH-00112,HỘ KINH DOANH TÚ ANH,Khu 2- thị trấn Kim Tân- Thạch Thành - Thanh Hóa,Miền Bắc,2025-02-19,2025-03-19,2025-02,12,2,61441481,53,30720740.0,3,-8918519.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,2,4,4,Cần chăm sóc đặc biệt,0.9701,train,Cao,0.8046,0.0,0,0.0
KH-00113,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hoá,Miền Trung,2025-02-19,2025-02-19,2025-02,40,1,17790000,15,17790000.0,1,0.0,CITYBIKE_P,0,1,2,1,Có nguy cơ rời bỏ,0.6829,train,Cao,0.8046,1.0,23649439,15.0
KH-00114,CỬA HÀNG XE ĐẠP NGỌC ANH,Phố Kiểu - Yên Trường - Yên Định - Thanh Hoá,Miền Bắc,2025-02-19,2025-02-19,2025-02,40,1,22550000,16,22550000.0,3,0.0,CITYBIKE_P|KIDBIKE_2|SPORTBIKE_A,1,1,2,2,Có nguy cơ rời bỏ,0.9539,train,Cao,0.8046,0.0,0,0.0
KH-00115,CÔNG TY CỔ PHẦN YÊN BÌNH,Thanh Hóa,Miền Trung,2025-02-19,2025-03-31,2025-02,0,2,52250000,50,26125000.0,3,-12470000.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,5,4,3,Khách hàng trung thành,0.9893,train,Cao,0.8046,0.0,0,0.0
KH-00116,HỘ KINH DOANH TOÀN THẮNG,Hưng Yên,Miền Bắc,2025-02-19,2025-02-19,2025-02,40,1,57090000,50,57090000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,1,2,4,Có nguy cơ rời bỏ,0.9354,test,Cao,0.8046,0.0,0,0.0
KH-00117,HỘ KINH DOANH YÊN BÌNH,Hưng yên,Miền Bắc,2025-02-19,2025-03-31,2025-02,0,2,48490000,42,24245000.0,2,570000.0,CITYBIKE_P|KIDBIKE_1,1,5,4,3,Khách hàng trung thành,0.9453,test,Cao,0.8046,0.0,0,0.0
KH-00118,HỘ KINH DOANH HÙNG CƯỜNG,Nam Định,Miền Bắc,2025-02-20,2025-02-20,2025-02,39,1,7361111,3,7361111.0,1,0.0,CITYBIKE_P,1,1,2,1,Có nguy cơ rời bỏ,0.9509,train,Cao,0.8046,0.0,0,0.0
KH-00119,DOANH NGHIỆP TW MẶT TRỜI,Hà Nội,Miền Bắc,2025-02-20,2025-03-25,2025-02,6,2,53513597,45,26756798.0,4,-3231519.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,3,4,4,Cần theo dõi,0.9753,train,Cao,0.8046,0.0,0,0.0
KH-00120,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,2025-02-20,2025-03-25,2025-02,6,2,77920143,67,38960072.0,5,16434857.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,3,4,4,Cần theo dõi,0.9572,test,Cao,0.8046,0.0,0,0.0
KH-00121,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,2025-02-20,2025-02-20,2025-02,39,1,25527929,19,25527929.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,1,2,2,Có nguy cơ rời bỏ,0.9826,train,Cao,0.8046,0.0,0,0.0
KH-00122,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,2025-02-20,2025-02-20,2025-02,39,1,28520000,30,28520000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,1,2,2,Có nguy cơ rời bỏ,0.9826,train,Cao,0.8046,0.0,0,0.0
KH-00123,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,2025-02-20,2025-02-20,2025-02,39,1,17390000,20,17390000.0,2,0.0,CITYBIKE_P|KIDBIKE_2,1,1,2,1,Có nguy cơ rời bỏ,0.9635,train,Cao,0.8046,0.0,0,0.0
KH-00124,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Thanh Hoá,Miền Trung,2025-02-20,2025-02-20,2025-02,39,1,36220000,30,36220000.0,2,0.0,CITYBIKE_P|SPORTBIKE_S,1,1,2,3,Có nguy cơ rời bỏ,0.9387,train,Cao,0.8046,0.0,0,0.0
KH-00125,HỘ KINH DOANH BÌNH MINH,Thanh Hóa,Miền Trung,2025-02-20,2025-02-20,2025-02,39,1,21860000,17,21860000.0,1,0.0,CITYBIKE_P,1,1,2,2,Có nguy cơ rời bỏ,0.9663,train,Cao,0.8046,0.0,0,0.0
KH-00126,HỘ KINH DOANH HOÀ BÌNH,Thanh Hoá,Miền Trung,2025-02-20,2025-03-24,2025-02,7,3,106170000,97,35390000.0,4,30230000.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,3,5,5,Cần theo dõi,0.9791,train,Cao,0.8046,0.0,0,0.0
KH-00127,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nam,Miền Bắc,2025-02-20,2025-02-20,2025-02,39,1,48240000,40,48240000.0,1,0.0,CITYBIKE_P,1,1,2,3,Có nguy cơ rời bỏ,0.9548,train,Cao,0.8046,0.0,0,0.0
KH-00128,HỘ KINH DOANH TÂY BẮC,Thanh Hóa,Miền Trung,2025-02-20,2025-02-20,2025-02,39,1,46560000,40,46560000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,1,2,3,Có nguy cơ rời bỏ,0.928,train,Cao,0.8046,0.0,0,0.0
KH-00129,CÔNG TY CỔ PHẦN LÊ ANH,Tĩnh Thanh Hoá,Miền Bắc,2025-02-20,2025-02-20,2025-02,39,1,60307929,51,60307929.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,1,2,4,Có nguy cơ rời bỏ,0.9744,train,Cao,0.8046,0.0,0,0.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Thanh Hoá,Miền Trung,2025-02-20,2025-03-31,2025-02,0,5,191180000,160,38236000.0,3,117980000.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,5,5,5,Khách hàng tiêu biểu,0.9544,train,Cao,0.8046,0.0,0,0.0
KH-00131,CÔNG TY TNHH QUANG VINH,Hà Nam,Miền Bắc,2025-02-20,2025-02-20,2025-02,39,1,35090000,30,35090000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,1,2,3,Có nguy cơ rời bỏ,0.9709,train,Cao,0.8046,0.0,0,0.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Nghệ An,Miền Trung,2025-02-20,2025-03-28,2025-02,3,4,341650000,287,85412500.0,4,194170000.0,CITYBIKE_P|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,4,5,5,Khách hàng tiêu biểu,0.9423,train,Cao,0.8046,0.0,0,0.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,2025-02-20,2025-03-14,2025-02,17,4,55861481,59,13965370.0,2,-49861481.0,CITYBIKE_P|KIDBIKE_2,0,2,5,4,Cần chăm sóc đặc biệt,0.5173,test,Trung bình,0.8046,3.0,137844678,89.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,Quảng Nam,Miền Trung,2025-02-21,2025-03-31,2025-02,0,3,236678935,149,78892978.0,2,-20540447.0,CITYBIKE_P|SPORTBIKE_A,0,5,5,5,Khách hàng tiêu biểu,0.1951,train,Thấp,0.8046,5.0,470267127,281.0
KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,2025-02-22,2025-02-22,2025-02,37,1,34180000,30,34180000.0,3,0.0,CITYBIKE_P|KIDBIKE_2|SPORTBIKE_S,1,2,2,2,Có nguy cơ rời bỏ,0.985,train,Cao,0.8046,0.0,0,0.0
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,2025-02-22,2025-02-22,2025-02,37,1,42370000,38,42370000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,2,2,3,Có nguy cơ rời bỏ,0.9621,test,Cao,0.8046,0.0,0,0.0
KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Hà Nam,Miền Bắc,2025-02-22,2025-02-22,2025-02,37,1,36580000,29,36580000.0,3,0.0,CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S,1,2,2,3,Có nguy cơ rời bỏ,0.9679,train,Cao,0.8046,0.0,0,0.0
KH-00138,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Thái Bình,Miền Bắc,2025-02-22,2025-02-22,2025-02,37,1,52850000,50,52850000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,2,2,3,Có nguy cơ rời bỏ,0.9744,train,Cao,0.8046,0.0,0,0.0
KH-00139,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,2025-02-22,2025-03-31,2025-02,0,3,124298146,83,41432715.0,3,-22847574.0,CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S,1,5,5,5,Khách hàng tiêu biểu,0.924,train,Cao,0.8046,0.0,0,0.0
KH-00140,CÔNG TY TNHH XÂY DỰNG,Hải Dương,Miền Bắc,2025-02-22,2025-03-21,2025-02,10,3,98910000,82,32970000.0,5,17390000.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,3,5,5,Cần theo dõi,0.9791,train,Cao,0.8046,0.0,0,0.0
KH-00141,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,Hải Phòng,Miền Bắc,2025-02-22,2025-02-22,2025-02,37,1,108820000,120,108820000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,2,2,5,Có nguy cơ rời bỏ,0.9368,train,Cao,0.8046,0.0,0,0.0
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,2025-02-22,2025-03-31,2025-02,0,4,66548500,54,16637125.0,5,39648500.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,5,5,4,Khách hàng tiêu biểu,0.9665,train,Cao,0.8046,0.0,0,0.0
KH-00143,DOANH NGHIỆP TW TÂY BẮC,Vĩnh Phúc,Miền Bắc,2025-02-22,2025-02-22,2025-02,37,1,29700000,20,29700000.0,2,0.0,CITYBIKE_P|SPORTBIKE_A,1,2,2,2,Có nguy cơ rời bỏ,0.9633,train,Cao,0.8046,0.0,0,0.0
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,Vĩnh Yên,Miền Bắc,2025-02-22,2025-02-22,2025-02,37,1,22418078,20,22418078.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,2,2,2,Có nguy cơ rời bỏ,0.9826,train,Cao,0.8046,0.0,0,0.0
KH-00145,HỘ KINH DOANH PHÚ THỊNH,Quảng Ngãi,Miền Trung,2025-02-22,2025-02-22,2025-02,37,1,22940000,20,22940000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,2,2,2,Có nguy cơ rời bỏ,0.9826,train,Cao,0.8046,0.0,0,0.0
KH-00146,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,2025-02-22,2025-02-22,2025-02,37,1,18640000,14,18640000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,2,2,2,Có nguy cơ rời bỏ,0.9826,train,Cao,0.8046,0.0,0,0.0
KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,Miền Bắc,2025-02-22,2025-03-29,2025-02,2,3,176398243,146,58799414.0,5,46488159.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,0,5,5,5,Khách hàng tiêu biểu,0.1484,train,Thấp,0.8046,5.0,290326127,204.0
KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,Miền Bắc,2025-02-22,2025-03-27,2025-02,4,4,82782643,68,20695661.0,4,39937357.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,4,5,4,Khách hàng tiêu biểu,0.9135,train,Cao,0.8046,0.0,0,0.0
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,Miền Bắc,2025-02-22,2025-03-21,2025-02,10,2,66287929,51,33143964.0,5,-5247929.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,3,4,4,Cần theo dõi,0.9748,train,Cao,0.8046,0.0,0,0.0
KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,Miền Bắc,2025-02-22,2025-02-22,2025-02,37,1,14582643,9,14582643.0,2,0.0,CITYBIKE_P|SPORTBIKE_A,1,2,2,1,Có nguy cơ rời bỏ,0.9635,train,Cao,0.8046,0.0,0,0.0
KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,Miền Trung,2025-02-22,2025-03-20,2025-02,11,2,130261924,91,65130962.0,3,45661924.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,2,4,5,Cần chăm sóc đặc biệt,0.9433,train,Cao,0.8046,0.0,0,0.0
KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,Miền Trung,2025-02-22,2025-03-31,2025-02,0,3,89045116,79,29681705.0,3,11385116.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,5,5,4,Khách hàng tiêu biểu,0.9766,train,Cao,0.8046,0.0,0,0.0
KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,Miền Trung,2025-02-22,2025-02-22,2025-02,37,1,33900000,32,33900000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,2,2,2,Có nguy cơ rời bỏ,0.985,train,Cao,0.8046,0.0,0,0.0
KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,Miền Trung,2025-02-22,2025-03-31,2025-02,0,3,80000000,70,26666667.0,1,32720000.0,CITYBIKE_P,1,5,5,4,Khách hàng tiêu biểu,0.9759,test,Cao,0.8046,0.0,0,0.0
KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,Miền Bắc,2025-02-22,2025-03-28,2025-02,3,4,140009520,126,35002380.0,5,59885286.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,4,5,5,Khách hàng tiêu biểu,0.8724,train,Cao,0.8046,0.0,0,0.0
KH-00156,DOANH NGHIỆP TW VIỆT ANH,Thanh Hoá,Miền Trung,2025-02-22,2025-02-22,2025-02,37,1,21250000,18,21250000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,2,2,2,Có nguy cơ rời bỏ,0.9826,train,Cao,0.8046,0.0,0,0.0
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,2025-02-25,2025-02-25,2025-02,34,1,7018519,2,7018519.0,2,0.0,CITYBIKE_P|SPORTBIKE_A,0,2,2,1,Có nguy cơ rời bỏ,0.3278,train,Trung bình,0.8046,51.0,245120380,83.0
KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Thái Bình,Miền Bắc,2025-02-25,2025-02-25,2025-02,34,1,23040000,19,23040000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,2,2,2,Có nguy cơ rời bỏ,0.9663,train,Cao,0.8046,0.0,0,0.0
KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Thủ Dầu Một,Miền Bắc,2025-02-25,2025-03-07,2025-02,24,2,20750000,9,10375000.0,1,11527778.0,CITYBIKE_P,1,2,4,2,Cần chăm sóc đặc biệt,0.9789,train,Cao,0.8046,0.0,0,0.0
KH-00160,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Hà Nội,Miền Bắc,2025-02-26,2025-02-26,2025-02,33,1,2768519,1,2768519.0,1,0.0,CITYBIKE_P,1,2,2,1,Có nguy cơ rời bỏ,0.9804,train,Cao,0.8046,0.0,0,0.0
KH-00161,CÔNG TY TNHH THIÊN AN,Hà Nội,Miền Bắc,2025-02-26,2025-03-27,2025-02,4,3,182845338,103,60948446.0,5,140450908.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,4,5,5,Khách hàng tiêu biểu,0.9827,test,Cao,0.8046,0.0,0,0.0
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,2025-02-26,2025-03-22,2025-02,9,2,17880000,15,8940000.0,2,-3140000.0,CITYBIKE_P|KIDBIKE_1,0,3,4,1,Cần theo dõi,0.4197,train,Trung bình,0.8046,1.0,23001103,15.0
KH-00163,HỘ KINH DOANH XUÂN MAI,Hà Nội,Miền Bắc,2025-02-26,2025-03-31,2025-02,0,4,82695483,70,20673871.0,4,34663635.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,5,5,4,Khách hàng tiêu biểu,0.9191,train,Cao,0.8046,0.0,0,0.0
KH-00164,HỘ KINH DOANH XÂY DỰNG,Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,Miền Bắc,2025-02-26,2025-03-21,2025-02,10,2,61750000,51,30875000.0,3,10250000.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,3,4,4,Cần theo dõi,0.9877,train,Cao,0.8046,0.0,0,0.0
