product_code,product_name,color,line_name,group_code,group_name,so_don,tong_sl,tong_dt,gia_min,gia_max,gia_tb,so_dai_ly,so_tinh,dt_per_don,rank,cumulative_pct,abc
100035005001000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Đen",Đen,Xe MTB Cyber 27.5 2024,SPORTBIKE_A,Xe thể thao nhôm,15,21.0,63680288.0,3003787.0,3304166.67,3023812.3699999996,14,7,4245353.0,116,97.94,C
1010020010050000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Cam",Cam,"Xe GRX AT 27,5_2.0",SPORTBIKE_A,Xe thể thao nhôm,8,20.0,63500000.0,2400000.0,5500000.0,2787500.0,8,5,7937500.0,117,98.06,C
000124002024000,Xe đạp Thống Nhất Neo 2004 Tím,Tím,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,18,52.0,60771388.0,750000.0,1775277.78,1156635.772222222,14,8,3376188.0,118,98.17,C
000304002004000,Xe đạp Thống Nhất MTB 20-04 Tem đỏ,Tem đỏ,Xe MTB 20-04,KIDBIKE_1,Xe trẻ em nhóm 1,6,37.0,59798606.0,1100000.0,2407407.0,1891666.5999999999,3,3,9966434.0,119,98.28,C
000124002004000,Xe đạp Thống Nhất Neo 2004 Đỏ tươi,Đỏ tươi,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,6,41.0,56668886.0,1050000.0,1493888.0,1267499.8,5,3,9444814.0,120,98.38,C
000122002022000,Xe đạp Thống Nhất Bubbles 20 Xanh,Xanh,Xe Neo 20-02 Bubble,KIDBIKE_1,Xe trẻ em nhóm 1,22,35.0,46375274.0,1050000.0,1561389.0,1358371.0909090908,9,7,2107967.0,121,98.47,C
000304002019000,Xe đạp Thống Nhất MTB 20-04 Tem Vàng,Vàng,Xe MTB 20-04,KIDBIKE_1,Xe trẻ em nhóm 1,2,30.0,46074070.0,1100000.0,2407407.0,1753703.5,2,2,23037035.0,122,98.55,C
000324000040000,Xe đạp Thống Nhất MTB 26-05_2023 Đỏ đun,Đỏ đun,Xe MTB 26-05_2023,SPORTBIKE_S,Xe thể thao thép,10,30.0,45996849.0,1300000.0,3879629.63,1888907.163,10,7,4599685.0,123,98.64,C
000216002003000,Xe đạp Thống Nhất GN 06-24 Đỏ đun,Đỏ đun,Xe GN 06-24,CITYBIKE_P,Xe phổ thông,12,32.0,44050458.0,1100000.0,1802314.8,1315007.5666666667,12,8,3670872.0,124,98.72,C
000231003005001,Xe đạp Thống Nhất M2601 Shimano Đen (tem cam),cam,Xe M2601 Shimano,SPORTBIKE_S,Xe thể thao thép,8,16.0,42536000.0,2658500.0,2658500.0,2658500.0,8,3,5317000.0,125,98.79,C
000231003022001,Xe đạp Thống Nhất M2601 Shimano Xanh (tem trắng),trắng,Xe M2601 Shimano,SPORTBIKE_S,Xe thể thao thép,9,16.0,42536000.0,2658500.0,2658500.0,2658500.0,9,5,4726222.0,126,98.87,C
1010020000050000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Cam",Cam,"Xe GRX AT 27,5_2.0",SPORTBIKE_A,Xe thể thao nhôm,5,7.0,42253703.0,2400000.0,7490740.74,5454444.444,4,1,8450741.0,127,98.95,C
000116002023000,Xe đạp thống nhất TE Love 16 Kem,Kem,Xe Love 16,KIDBIKE_2,Xe trẻ em nhóm 2,28,58.0,40638331.0,500000.0,943888.0,669622.9642857143,23,15,1451369.0,128,99.02,C
000122002019000,Xe đạp Thống Nhất Bubbles 20 Vàng chanh,chanh,Xe Neo 20-02 Bubble,KIDBIKE_1,Xe trẻ em nhóm 1,19,30.0,39373604.0,1050000.0,1561389.0,1354985.105263158,12,7,2072295.0,129,99.1,C
000131002007000,Xe đạp Thống Nhất GN 06 20 Coban,Coban,Xe GN 06 20,KIDBIKE_1,Xe trẻ em nhóm 1,5,29.0,36427500.0,1050000.0,1418796.3,1212370.336,4,4,7285500.0,130,99.16,C
000123002009000,Xe đạp Thống Nhất Neo 20-03 Hồng,Hồng,Xe Neo 20-03,KIDBIKE_1,Xe trẻ em nhóm 1,4,27.0,31929723.0,1050000.0,1561388.89,1433541.6675,2,2,7982431.0,131,99.22,C
000231003023001,Xe đạp Thống Nhất M2601 Shimano Đen (tem xanh),xanh,Xe M2601 Shimano,SPORTBIKE_S,Xe thể thao thép,6,12.0,31902000.0,2658500.0,2658500.0,2658500.0,6,4,5317000.0,132,99.28,C
000217004008001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Ghi,Ghi,Xe GN 06-26 2.0 Pro Shimano,SPORTBIKE_S,Xe thể thao thép,8,10.0,23335000.0,2333500.0,2333500.0,2333500.0,7,3,2916875.0,133,99.32,C
000413002003000,Xe đạp Thống Nhất Highway 27.5 Đỏ đun,Đỏ đun,Xe Highway 27.5,SPORTBIKE_S,Xe thể thao thép,6,16.0,23200000.0,1450000.0,1450000.0,1450000.0,5,3,3866667.0,134,99.36,C
000123002004000,Xe đạp Thống Nhất Neo 20-03 Đỏ tươi,Đỏ tươi,Xe Neo 20-03,KIDBIKE_1,Xe trẻ em nhóm 1,3,22.0,23100000.0,1050000.0,1050000.0,1050000.0,3,2,7700000.0,135,99.41,C
000413002018000,Xe đạp Thống Nhất Highway 27.5 Đen mờ,mờ,Xe Highway 27.5,SPORTBIKE_S,Xe thể thao thép,5,15.0,23002315.0,1450000.0,2702314.81,1700462.962,4,2,4600463.0,136,99.45,C
000304002005000,Xe đạp Thống Nhất MTB 20-04 Tem cam,Tem cam,Xe MTB 20-04,KIDBIKE_1,Xe trẻ em nhóm 1,1,20.0,22000000.0,1100000.0,1100000.0,1100000.0,1,1,22000000.0,137,99.49,C
1010020010080000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Ghi",Ghi,"Xe GRX AT 27,5_2.0",SPORTBIKE_A,Xe thể thao nhôm,6,9.0,21600000.0,2400000.0,2400000.0,2400000.0,5,3,3600000.0,138,99.53,C
000123002002000,Xe đạp Thống Nhất Neo 20-03 Trắng,Trắng,Xe Neo 20-03,KIDBIKE_1,Xe trẻ em nhóm 1,1,20.0,21000000.0,1050000.0,1050000.0,1050000.0,1,1,21000000.0,139,99.57,C
1010020010220000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Xanh dương",Xanh dương,"Xe GRX AT 27,5_2.0",SPORTBIKE_A,Xe thể thao nhôm,5,6.0,20600000.0,2400000.0,5500000.0,3020000.0,5,4,4120000.0,140,99.6,C
100028005008000,Xe đạp Thống Nhất MTB Cyper 27.5 Ghi,Ghi,Xe MTB Cyber 27.5,SPORTBIKE_A,Xe thể thao nhôm,4,6.0,18323104.0,3003787.0,3304166.67,3078882.1375,4,3,4580776.0,141,99.64,C
000490002004000,Xe đạp đôi Thống Nhất 26 Đỏ tươi,Đỏ tươi,Xe đạp đôi 26,CITYBIKE_P,Xe phổ thông,7,12.0,18198611.0,1400000.0,2798611.0,1599801.5714285714,7,4,2599802.0,142,99.67,C
000231003023000,Xe đạp Thống Nhất M2601 Đen Tem Xanh,Xanh,Xe M2601,SPORTBIKE_S,Xe thể thao thép,13,14.0,16800000.0,1200000.0,1200000.0,1200000.0,13,9,1292308.0,143,99.7,C
000490002007000,Xe đạp đôi Thống Nhất 26 Coban,Coban,Xe đạp đôi 26,CITYBIKE_P,Xe phổ thông,6,10.0,16797222.0,1400000.0,2798611.0,1633101.8333333333,6,4,2799537.0,144,99.73,C
000314002005000,Xe đạp Thống Nhất MTB 24-04 Tem cam,Tem cam,Xe MTB 24-04,SPORTBIKE_S,Xe thể thao thép,3,13.0,16500462.0,1200000.0,2100462.0,1500154.0,3,2,5500154.0,145,99.76,C
000231003005000,Xe đạp Thống Nhất M2601 Đen Tem cam,Tem cam,Xe M2601,SPORTBIKE_S,Xe thể thao thép,11,11.0,14401388.0,1200000.0,2401388.0,1309217.0909090908,11,7,1309217.0,146,99.79,C
000490002009000,Xe đạp đôi Thống Nhất 26 Hồng,Hồng,Xe đạp đôi 26,CITYBIKE_P,Xe phổ thông,6,10.0,14000000.0,1400000.0,1400000.0,1400000.0,5,5,2333333.0,147,99.81,C
000218004009001,Xe đạp Thống Nhất GN 06-27 2.0 Pro BLACKPINK,BLACKPINK,Xe GN 06-27 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,1,9.0,12150000.0,1350000.0,1350000.0,1350000.0,1,1,12150000.0,148,99.84,C
000314002020000,Xe đạp Thống Nhất MTB 24-04 Tem Xanh da trời,trời,Xe MTB 24-04,SPORTBIKE_S,Xe thể thao thép,2,5.0,12053425.0,2100462.0,2488240.74,2294351.37,2,2,6026712.0,149,99.86,C
000218004005000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam,Cam,Xe GN 06-27 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,4,5.0,11448796.0,1320000.0,3324074.07,2031180.5175,4,3,2862199.0,150,99.88,C
000218004008000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Ghi,Ghi,Xe GN 06-27 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,6,8.0,11400648.0,1320000.0,2160648.0,1460108.0,6,4,1900108.0,151,99.9,C
1010020000080000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Ghi",Ghi,"Xe GRX AT 27,5_2.0",SPORTBIKE_A,Xe thể thao nhôm,2,2.0,9890741.0,2400000.0,7490740.74,4945370.37,2,1,4945370.0,152,99.92,C
000114002000000,Xe đạp Thống Nhất TE 16-04,16-04,Xe TE 16-04,KIDBIKE_1,Xe trẻ em nhóm 1,3,9.0,9000000.0,1000000.0,1000000.0,1000000.0,3,3,3000000.0,153,99.93,C
000218004008001,Xe đạp Thống Nhất GN 06-27 2.0 Pro Shimano Ghi,Ghi,Xe GN 06-27 2.0 Pro Shimano,SPORTBIKE_S,Xe thể thao thép,2,3.0,7195500.0,2398500.0,2398500.0,2398500.0,2,2,3597750.0,154,99.95,C
000304002020000,Xe đạp Thống Nhất MTB 20-04 Tem Xanh da trời,trời,Xe MTB 20-04,KIDBIKE_1,Xe trẻ em nhóm 1,1,3.0,5881944.0,1960648.15,1960648.15,1960648.15,1,1,5881944.0,155,99.96,C
000131002004000,Xe đạp Thống Nhất GN 06 20 Đỏ tươi,Đỏ tươi,Xe GN 06 20,KIDBIKE_1,Xe trẻ em nhóm 1,2,5.0,5693056.0,1050000.0,1197685.19,1123842.595,2,2,2846528.0,156,99.97,C
000217004022001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Xanh,Xanh,Xe GN 06-26 2.0 Pro Shimano,SPORTBIKE_S,Xe thể thao thép,2,2.0,4667000.0,2333500.0,2333500.0,2333500.0,2,1,2333500.0,157,99.98,C
100028005020000,Xe đạp Thống Nhất MTB Cyper 27.5 Xanh,Xanh,Xe MTB Cyber 27.5,SPORTBIKE_A,Xe thể thao nhôm,1,1.0,4066667.0,4066666.67,4066666.67,4066666.67,1,1,4066667.0,158,99.98,C
000230002001000,Xe đạp Thống Nhất M 27-01 Đen,Đen,Xe M 27-01,CITYBIKE_P,Xe phổ thông,1,3.0,3750000.0,1250000.0,1250000.0,1250000.0,1,1,3750000.0,159,99.99,C
000230002027000,Xe đạp Thống Nhất M 27-01 Xanh nước biển,Xanh nước biển,Xe M 27-01,CITYBIKE_P,Xe phổ thông,1,2.0,2500000.0,1250000.0,1250000.0,1250000.0,1,1,2500000.0,160,100.0,C
000314002019000,Xe đạp Thống Nhất MTB 24-04 Tem vàng,vàng,Xe MTB 24-04,SPORTBIKE_S,Xe thể thao thép,1,1.0,2488241.0,2488240.74,2488240.74,2488240.74,1,1,2488241.0,161,100.0,C
