customer_code,customer_name,province_name,region,ngay_dau,tong_dt,so_don,segment,cohort_month,cohort_year
KH-00176,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,2025-03-07,1472222.0,1,Đã mất,2025-03,2025
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2025-03-10,7388889.0,1,Đã mất,2025-03,2025
KH-00178,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,2025-03-10,2212963.0,1,Đã mất,2025-03,2025
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-10,4240741.0,1,Đã mất,2025-03,2025
KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Thanh Hoá,Miền Trung,2025-03-14,182675520.0,4,Champions,2025-03,2025
KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,2025-03-14,331016209.0,3,Loyal,2025-03,2025
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,Sơn La,Miền Bắc,2025-03-14,13140000.0,1,Đã mất,2025-03,2025
KH-00183,DOANH NGHIỆP TW LONG PHÚ,Bắc Giang,Miền Bắc,2025-03-14,20000000.0,1,Đã mất,2025-03,2025
KH-00185,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Tỉnh Hòa Bình.,Miền Bắc,2025-03-17,2546296.0,1,Đã mất,2025-03,2025
KH-00186,HỘ KINH DOANH XÂY DỰNG,Vĩnh Phúc,Miền Bắc,2025-03-17,67567129.0,4,Có tiềm năng,2025-03,2025
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,Hoà Bình,Miền Bắc,2025-03-17,24742962.0,2,Trung bình,2025-03,2025
KH-00190,HỘ KINH DOANH XÂY DỰNG,Hà Nội,Miền Bắc,2025-03-18,54567000.0,3,Không thể mất,2025-03,2025
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,2025-03-18,68267826.0,2,Ngủ đông,2025-03,2025
KH-00187,HỘ KINH DOANH NGỌC ANH,Hà Nội,Miền Bắc,2025-03-18,2768519.0,1,Đã mất,2025-03,2025
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hóa,Miền Trung,2025-03-18,75574075.0,2,Ngủ đông,2025-03,2025
KH-00201,HỘ KINH DOANH XUÂN MAI,Hải Dương,Miền Bắc,2025-03-19,54234212.0,1,Đã mất,2025-03,2025
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Phú Thọ,Miền Bắc,2025-03-19,2305556.0,1,Đã mất,2025-03,2025
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,Hà Nội,Miền Bắc,2025-03-19,57790000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,2025-03-19,56517000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,Thanh Hoá,Miền Trung,2025-03-19,64070000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,2025-03-19,161705220.0,4,Nguy cơ rời bỏ,2025-03,2025
KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Hà Nội,Miền Bắc,2025-03-19,143952962.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,Bắc Ninh,Miền Bắc,2025-03-19,51900000.0,3,Nguy cơ rời bỏ,2025-03,2025
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,2025-03-19,38790000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,Hà Nội,Miền Bắc,2025-03-19,227427256.0,3,Champions,2025-03,2025
KH-00193,CÔNG TY TNHH TÚ ANH,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,2025-03-19,244765884.0,4,Có tiềm năng,2025-03,2025
KH-00192,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,2025-03-19,47910000.0,3,Có tiềm năng,2025-03,2025
KH-00191,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hưng Yên,Miền Bắc,2025-03-19,2768519.0,1,Đã mất,2025-03,2025
KH-00216,HỘ KINH DOANH NGỌC ANH,Hà Nam,Miền Bắc,2025-03-20,61070000.0,1,Đã mất,2025-03,2025
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,Thái Bình,Miền Bắc,2025-03-20,428521619.0,8,Champions,2025-03,2025
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,Hải Dương,Miền Bắc,2025-03-20,70285917.0,2,Trung bình,2025-03,2025
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,Hà Tĩnh,Miền Trung,2025-03-20,31530000.0,1,Đã mất,2025-03,2025
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,Nam Định,Miền Bắc,2025-03-20,74017929.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00221,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hưng Yên,Miền Bắc,2025-03-20,59460000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-20,42161481.0,2,Trung bình,2025-03,2025
KH-00215,DOANH NGHIỆP TW LÊ ANH,Hà Tĩnh,Miền Trung,2025-03-20,37160000.0,2,Trung bình,2025-03,2025
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Ninh Bình,Miền Bắc,2025-03-20,239920519.0,5,Loyal,2025-03,2025
KH-00214,DOANH NGHIỆP TW QUANG VINH,Hải Dương,Miền Bắc,2025-03-20,81983500.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,Bắc Giang,Miền Bắc,2025-03-20,101357296.0,3,Nguy cơ rời bỏ,2025-03,2025
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-03-20,99322643.0,4,Nguy cơ rời bỏ,2025-03,2025
KH-00210,DOANH NGHIỆP TW SÁN LẠP,Uông Bí,Miền Bắc,2025-03-20,31677734.0,1,Đã mất,2025-03,2025
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,TP Hải Phòng,Miền Bắc,2025-03-20,52103683.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-03-20,121615286.0,5,Nguy cơ rời bỏ,2025-03,2025
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,2025-03-20,30030000.0,2,Ngủ đông,2025-03,2025
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,Hạ Long,Miền Bắc,2025-03-20,58740000.0,1,Đã mất,2025-03,2025
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,Nam Định,Miền Bắc,2025-03-20,24907407.0,1,Đã mất,2025-03,2025
KH-00213,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,2025-03-20,2305556.0,1,Đã mất,2025-03,2025
KH-00238,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,2025-03-21,33546143.0,1,Trung bình,2025-03,2025
KH-00236,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nội,Miền Bắc,2025-03-21,35880000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00237,DOANH NGHIỆP TW LÊ ANH,Tuyên Quang,Miền Bắc,2025-03-21,59932962.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00239,HỘ KINH DOANH THANH BÌNH,Hội An,Miền Bắc,2025-03-21,34357000.0,1,Trung bình,2025-03,2025
KH-00235,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Nam Định,Miền Bắc,2025-03-21,87420000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00244,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Phú Thọ,Miền Bắc,2025-03-21,33400000.0,1,Trung bình,2025-03,2025
KH-00241,HỘ KINH DOANH PHÚ THỊNH,Thái Nguyên,Miền Bắc,2025-03-21,88600000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00242,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Bắc Kạn,Miền Bắc,2025-03-21,36320000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00243,HỘ KINH DOANH VĨNH PHÁT,Hà Nam,Miền Bắc,2025-03-21,35150000.0,1,Trung bình,2025-03,2025
KH-00240,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Sơn La,Miền Bắc,2025-03-21,39050000.0,1,Trung bình,2025-03,2025
KH-00234,CÔNG TY TNHH KHẢI HOÀN,Thái Bình,Miền Bắc,2025-03-21,24220000.0,1,Trung bình,2025-03,2025
KH-00226,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hà Nội,Miền Bắc,2025-03-21,26040000.0,1,Trung bình,2025-03,2025
KH-00232,HỘ KINH DOANH HOÀ BÌNH,Hội An,Miền Bắc,2025-03-21,19000000.0,1,Trung bình,2025-03,2025
KH-00231,CÔNG TY CỔ PHẦN THANH BÌNH,Hưng Yên,Miền Bắc,2025-03-21,107772500.0,3,Nguy cơ rời bỏ,2025-03,2025
KH-00230,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,2025-03-21,20440000.0,1,Trung bình,2025-03,2025
KH-00229,DOANH NGHIỆP TW TRÍ ĐỨC,Bắc Giang,Miền Bắc,2025-03-21,33980000.0,1,Trung bình,2025-03,2025
KH-00228,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,2025-03-21,18000000.0,1,Trung bình,2025-03,2025
KH-00227,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Bắc Ninh,Miền Bắc,2025-03-21,40920000.0,1,Trung bình,2025-03,2025
KH-00225,CÔNG TY TNHH TÂY BẮC,Hà Nam,Miền Bắc,2025-03-21,84160000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00224,DOANH NGHIỆP TW ĐÔNG NAM,Ninh Bình,Miền Bắc,2025-03-21,36150000.0,1,Trung bình,2025-03,2025
KH-00223,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,2025-03-21,33720000.0,1,Trung bình,2025-03,2025
KH-00233,DOANH NGHIỆP TW CHI THÀNH,Thái Bình,Miền Bắc,2025-03-21,22840000.0,1,Trung bình,2025-03,2025
KH-00252,CÔNG TY TNHH TÂY BẮC,Hà Nội,Miền Bắc,2025-03-22,59107574.0,1,Trung bình,2025-03,2025
KH-00251,HỘ KINH DOANH KHẢI HOÀN,Hưng Yên,Miền Bắc,2025-03-22,119020000.0,3,Nguy cơ rời bỏ,2025-03,2025
KH-00250,DOANH NGHIỆP TW XUÂN MAI,Hà Nội,Miền Bắc,2025-03-22,95971481.0,4,Có tiềm năng,2025-03,2025
KH-00249,HỘ KINH DOANH PHÚC AN,Thanh Hóa,Miền Trung,2025-03-22,37560000.0,1,Trung bình,2025-03,2025
KH-00247,HỘ KINH DOANH NGỌC ANH,Hưng Yên,Miền Bắc,2025-03-22,126890000.0,1,Trung bình,2025-03,2025
KH-00246,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2025-03-22,38184000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00245,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-22,2120370.0,1,Trung bình,2025-03,2025
KH-00248,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Nghệ An,Miền Trung,2025-03-22,100482859.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00262,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,2025-03-24,64270000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00267,CÔNG TY CỔ PHẦN HÙNG CƯỜNG,Nam Định,Miền Bắc,2025-03-24,85460000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00266,CỬA HÀNG XE ĐẠP TÂN TIẾN,Nam Định,Miền Bắc,2025-03-24,83590000.0,1,Trung bình,2025-03,2025
KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,2025-03-24,115376430.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00264,DOANH NGHIỆP TW NGỌC ANH,Thanh Hoá,Miền Trung,2025-03-24,131871676.0,3,Nguy cơ rời bỏ,2025-03,2025
KH-00263,DOANH NGHIỆP TW TRƯỜNG THỊNH,Thanh Hoá,Miền Trung,2025-03-24,35790000.0,1,Trung bình,2025-03,2025
KH-00261,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,2025-03-24,49160000.0,1,Trung bình,2025-03,2025
KH-00255,CÔNG TY TNHH PHÚ THỊNH,Hải Dương,Miền Bắc,2025-03-24,58060000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00259,DOANH NGHIỆP TW MINH PHƯƠNG,Hà Nội,Miền Bắc,2025-03-24,35050000.0,1,Trung bình,2025-03,2025
KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Hà Nội,Miền Bắc,2025-03-24,39361481.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00257,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,2025-03-24,39541481.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00256,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,2025-03-24,151660000.0,6,Có tiềm năng,2025-03,2025
KH-00254,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nam,Miền Bắc,2025-03-24,43942860.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00253,CÔNG TY TNHH YÊN BÌNH,Hà Nội,Miền Bắc,2025-03-24,7490741.0,1,Trung bình,2025-03,2025
KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,Hà Nội,Miền Bắc,2025-03-24,66020000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00278,CÔNG TY TNHH QUANG VINH,Hà Nội,Miền Bắc,2025-03-25,47790000.0,1,Ngủ đông,2025-03,2025
KH-00284,HỘ KINH DOANH NGỌC ANH,Hưng Yên,Miền Bắc,2025-03-25,57562772.0,2,Có tiềm năng,2025-03,2025
KH-00283,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2025-03-25,54240000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00282,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,2025-03-25,51690000.0,3,Nguy cơ rời bỏ,2025-03,2025
KH-00285,CÔNG TY TNHH ĐÔNG NAM,Hà Nội,Miền Bắc,2025-03-25,55041000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00281,CỬA HÀNG XE ĐẠP PHÚC AN,Thanh Hoá,Miền Trung,2025-03-25,42075286.0,1,Ngủ đông,2025-03,2025
KH-00280,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Hà Nam,Miền Bắc,2025-03-25,22480000.0,1,Ngủ đông,2025-03,2025
KH-00279,CỬA HÀNG XE ĐẠP CHI THÀNH,Hà Nam,Miền Bắc,2025-03-25,17170000.0,1,Ngủ đông,2025-03,2025
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,Vinh,Miền Bắc,2025-03-25,232490000.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00271,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Hà Nội,Miền Bắc,2025-03-25,20030000.0,1,Trung bình,2025-03,2025
KH-00275,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Thái Nguyên,Miền Bắc,2025-03-25,35890000.0,1,Ngủ đông,2025-03,2025
KH-00274,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Vĩnh Phúc,Miền Bắc,2025-03-25,18170000.0,1,Ngủ đông,2025-03,2025
KH-00273,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,Vĩnh Phúc,Miền Bắc,2025-03-25,44730000.0,1,Ngủ đông,2025-03,2025
KH-00272,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Vĩnh Phúc,Miền Bắc,2025-03-25,43920000.0,2,Có tiềm năng,2025-03,2025
KH-00270,DOANH NGHIỆP TW TÚ ANH,Phú Thọ,Miền Bắc,2025-03-25,57290000.0,1,Trung bình,2025-03,2025
KH-00269,HỘ KINH DOANH AN PHÁT,Phú Thọ,Miền Bắc,2025-03-25,52678500.0,1,Trung bình,2025-03,2025
KH-00268,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2025-03-25,58140000.0,1,Trung bình,2025-03,2025
KH-00276,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,2025-03-25,68110000.0,2,Có tiềm năng,2025-03,2025
KH-00291,CÔNG TY TNHH VĨNH PHÁT,Hà Nam,Miền Bắc,2025-03-26,24000000.0,1,Ngủ đông,2025-03,2025
KH-00290,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hưng Yên,Miền Bắc,2025-03-26,14702643.0,1,Ngủ đông,2025-03,2025
KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,2025-03-26,64680000.0,3,Nguy cơ rời bỏ,2025-03,2025
KH-00292,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,2025-03-26,28127001.0,1,Ngủ đông,2025-03,2025
KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Vĩnh Phúc,Miền Bắc,2025-03-26,4611111.0,1,Ngủ đông,2025-03,2025
KH-00286,DOANH NGHIỆP TW VIỆT ANH,Hà Nội,Miền Bắc,2025-03-26,2398148.0,1,Ngủ đông,2025-03,2025
KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Nghệ An,Miền Trung,2025-03-26,87212952.0,4,Loyal,2025-03,2025
KH-00299,CỬA HÀNG XE ĐẠP VIỆT ANH,Hà Tĩnh,Miền Trung,2025-03-27,24430000.0,1,Ngủ đông,2025-03,2025
KH-00297,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-03-27,20650000.0,1,Ngủ đông,2025-03,2025
KH-00296,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,2025-03-27,23580000.0,1,Ngủ đông,2025-03,2025
KH-00298,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,2025-03-27,96307574.0,2,Nguy cơ rời bỏ,2025-03,2025
KH-00294,HỘ KINH DOANH SÁN LẠP,Hải Phòng,Miền Bắc,2025-03-27,2305556.0,1,Ngủ đông,2025-03,2025
KH-00293,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,2025-03-27,20277778.0,1,Ngủ đông,2025-03,2025
KH-00295,DOANH NGHIỆP TW XÂY DỰNG,Hà Nội,Miền Bắc,2025-03-27,34400000.0,1,Ngủ đông,2025-03,2025
KH-00310,HỘ KINH DOANH VẠN LỢI,Quảng Ninh,Miền Bắc,2025-03-28,34770000.0,1,Ngủ đông,2025-03,2025
KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,Hà Nội,Miền Bắc,2025-03-28,17550000.0,1,Ngủ đông,2025-03,2025
KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,2025-03-28,42392500.0,1,Ngủ đông,2025-03,2025
KH-00315,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Vĩnh Yên,Miền Bắc,2025-03-28,20889981.0,1,Ngủ đông,2025-03,2025
KH-00314,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Hải Phòng,Miền Bắc,2025-03-28,70640000.0,1,Ngủ đông,2025-03,2025
KH-00313,DOANH NGHIỆP TW BÌNH MINH,Hà Nội,Miền Bắc,2025-03-28,18730000.0,1,Ngủ đông,2025-03,2025
KH-00311,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Quảng Ninh,Miền Bắc,2025-03-28,39960000.0,1,Ngủ đông,2025-03,2025
KH-00309,CÔNG TY CỔ PHẦN PHÚC AN,Hải Dương,Miền Bắc,2025-03-28,21610000.0,1,Ngủ đông,2025-03,2025
KH-00312,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,2025-03-28,46750000.0,1,Ngủ đông,2025-03,2025
KH-00307,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,2025-03-28,29517574.0,1,Ngủ đông,2025-03,2025
KH-00306,CÔNG TY TNHH HOÀ BÌNH,Vĩnh Phúc,Miền Bắc,2025-03-28,16430000.0,1,Ngủ đông,2025-03,2025
KH-00308,CÔNG TY TNHH THIÊN AN,Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh,Miền Bắc,2025-03-28,38840000.0,1,Ngủ đông,2025-03,2025
KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,2025-03-28,32170000.0,2,Có tiềm năng,2025-03,2025
KH-00304,DOANH NGHIỆP TW TÚ ANH,Hà Nội,Miền Bắc,2025-03-28,17710000.0,1,Ngủ đông,2025-03,2025
KH-00303,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,2025-03-28,12980000.0,1,Ngủ đông,2025-03,2025
KH-00302,CÔNG TY TNHH XÂY DỰNG,Hà Giang,Miền Bắc,2025-03-28,36910000.0,1,Ngủ đông,2025-03,2025
KH-00301,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Hải Phòng,Miền Bắc,2025-03-28,64940000.0,1,Ngủ đông,2025-03,2025
KH-00319,CỬA HÀNG XE ĐẠP QUANG VINH,TP Hưng Yên,Miền Bắc,2025-03-29,27978500.0,1,Ngủ đông,2025-03,2025
KH-00318,HỘ KINH DOANH BÌNH MINH,Hòa Bình,Miền Bắc,2025-03-29,30680000.0,1,Ngủ đông,2025-03,2025
KH-00333,DOANH NGHIỆP TW ĐÔNG NAM,Thanh Hoá,Miền Trung,2025-03-31,22970000.0,1,Trung bình,2025-03,2025
KH-00332,DOANH NGHIỆP TW TOÀN THẮNG,Hà Nội,Miền Bắc,2025-03-31,24510000.0,1,Trung bình,2025-03,2025
KH-00331,HỘ KINH DOANH ĐẠI DƯƠNG,Hà Giang,Miền Bắc,2025-03-31,16960000.0,1,Trung bình,2025-03,2025
KH-00330,CÔNG TY TNHH THIÊN AN,Hà Giang,Miền Bắc,2025-03-31,61560000.0,1,Trung bình,2025-03,2025
KH-00329,HỘ KINH DOANH TRÍ ĐỨC,Hà Nội,Miền Bắc,2025-03-31,21666667.0,1,Trung bình,2025-03,2025
KH-00328,CÔNG TY CỔ PHẦN PHÚC AN,Vĩnh Phúc,Miền Bắc,2025-03-31,37780000.0,1,Trung bình,2025-03,2025
KH-00327,CÔNG TY TNHH MẶT TRỜI,Vĩnh Phúc,Miền Bắc,2025-03-31,55970000.0,1,Trung bình,2025-03,2025
KH-00326,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Quảng NinhSố,Miền Bắc,2025-03-31,13870000.0,1,Trung bình,2025-03,2025
KH-00325,HỘ KINH DOANH THANH BÌNH,Hạ Long,Miền Bắc,2025-03-31,59956468.0,1,Trung bình,2025-03,2025
KH-00324,CÔNG TY CỔ PHẦN ĐÔNG NAM,Quảng Ninh,Miền Bắc,2025-03-31,34180000.0,1,Trung bình,2025-03,2025
KH-00323,CÔNG TY CỔ PHẦN PHÚ THỊNH,Nghệ An,Miền Trung,2025-03-31,10850000.0,1,Trung bình,2025-03,2025
KH-00322,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Hải Phòng,Miền Bắc,2025-03-31,16380000.0,1,Trung bình,2025-03,2025
KH-00321,CỬA HÀNG XE ĐẠP VIỆT ANH,Hải Phòng,Miền Bắc,2025-03-31,22250000.0,1,Trung bình,2025-03,2025
KH-00320,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,2025-03-31,18020000.0,1,Trung bình,2025-03,2025
KH-00334,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,2026-01-06,244805554.0,2,Có tiềm năng,2026-01,2026
KH-00335,CÔNG TY CỔ PHẦN THUỶ TIÊN,Hà Nội,Miền Bắc,2026-01-06,3870371.0,1,Trung bình,2026-01,2026
KH-00336,CÔNG TY CỔ PHẦN LONG PHÚ,Bắc Ninh,Miền Bắc,2026-01-08,4537038.0,2,Có tiềm năng,2026-01,2026
KH-00352,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,2026-01-12,88007574.0,1,Trung bình,2026-01,2026
KH-00350,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,2026-01-12,180163850.0,3,Champions,2026-01,2026
KH-00349,HỘ KINH DOANH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2026-01-12,370238430.0,5,Champions,2026-01,2026
KH-00348,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Thanh Hóa,Miền Trung,2026-01-12,69311102.0,3,Champions,2026-01,2026
KH-00347,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Vĩnh Phúc,Miền Bắc,2026-01-12,107256459.0,3,Champions,2026-01,2026
KH-00346,DOANH NGHIỆP TW TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,2026-01-12,77197938.0,3,Champions,2026-01,2026
KH-00345,DOANH NGHIỆP TW PHÚ THỊNH,Phú Thọ,Miền Bắc,2026-01-12,14872220.0,1,Trung bình,2026-01,2026
KH-00351,CÔNG TY TNHH AN PHÁT,Bắc Ninh,Miền Bắc,2026-01-12,39405545.0,1,Trung bình,2026-01,2026
KH-00343,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Thanh Hóa,Miền Trung,2026-01-12,157208843.0,2,Champions,2026-01,2026
KH-00342,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,2026-01-12,368069456.0,5,Champions,2026-01,2026
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,Ninh Bình,Miền Bắc,2026-01-12,1019915422.0,5,Champions,2026-01,2026
KH-00340,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,2026-01-12,74108412.0,3,Có tiềm năng,2026-01,2026
KH-00339,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-12,70037390.0,2,Champions,2026-01,2026
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-12,595704823.0,14,Champions,2026-01,2026
