province_name,region,product_code,product_name,tong_sl,tong_dt
Nam Định,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,22.0,27500000.0
Nam Định,Miền Bắc,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,6.0,7500000.0
Nam Định,Miền Bắc,1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,3.0,6450000.0
Nghệ An,Miền Trung,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,28.0,33707770.0
Nghệ An,Miền Trung,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,13.0,14994442.0
Nghệ An,Miền Trung,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,19.0,22597217.0
Nghệ An,Miền Trung,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,7.0,8233331.0
Nghệ An,Miền Trung,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,16.0,18894440.0
Nghệ An,Miền Trung,000207004000000,Xe đạp Thống Nhất 219-05-26,44.0,58394438.0
Nghệ An,Miền Trung,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,11.0,13622221.0
Nghệ An,Miền Trung,000214004000000,Xe đạp Thống Nhất GN 05-26,3.0,4619443.0
Nghệ An,Miền Trung,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,61.0,79219435.0
Nghệ An,Miền Trung,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,59.0,86213865.0
Nghệ An,Miền Trung,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,102.0,139841643.0
Nghệ An,Miền Trung,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,105.0,149224967.0
Nghệ An,Miền Trung,000224002002000,Xe đạp Thống Nhất New 24 Trắng,12.0,13560000.0
Nghệ An,Miền Trung,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,88.0,115770544.0
Nghệ An,Miền Trung,000224002023000,Xe đạp Thống Nhất New 24 Kem,170.0,226461088.0
Nghệ An,Miền Trung,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,30.0,38575000.0
Nghệ An,Miền Trung,000225002002000,Xe đạp Thống Nhất New 26 Trắng,17.0,22732222.0
Nghệ An,Miền Trung,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,75.0,106277776.0
Nghệ An,Miền Trung,000225002023000,Xe đạp Thống Nhất New 26 Kem,164.0,232944995.0
Nghệ An,Miền Trung,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,62.0,86001665.0
Nghệ An,Miền Trung,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,7.0,8400000.0
Nghệ An,Miền Trung,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,11.0,15686110.0
Nghệ An,Miền Trung,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,15.0,21480554.0
Nghệ An,Miền Trung,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,24.0,33772220.0
Nghệ An,Miền Trung,000230002023000,Xe đạp Thống Nhất LD 26 Kem,14.0,25386662.0
Nghệ An,Miền Trung,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,9.0,15756664.0
Nghệ An,Miền Trung,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,7.0,12102220.0
Nghệ An,Miền Trung,000335002001000,Xe đạp Thống Nhất Super 24 Đen,13.0,27517768.0
Nghệ An,Miền Trung,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",39.0,56644432.0
Nghệ An,Miền Trung,1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,2.0,4300000.0
Ninh Bình,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,39.0,48974985.0
Ninh Bình,Miền Bắc,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,37.0,45707764.0
Ninh Bình,Miền Bắc,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,16.0,18898329.0
Ninh Bình,Miền Bắc,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,19.0,22455087.0
Ninh Bình,Miền Bắc,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,16.0,18926848.0
Ninh Bình,Miền Bắc,000207004000000,Xe đạp Thống Nhất 219-05-26,94.0,138552739.0
Ninh Bình,Miền Bắc,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,80.0,114763864.0
Ninh Bình,Miền Bắc,000214004000000,Xe đạp Thống Nhất GN 05-26,24.0,34711104.0
Ninh Bình,Miền Bắc,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,64.0,96266640.0
Ninh Bình,Miền Bắc,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,61.0,92499972.0
Ninh Bình,Miền Bắc,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,127.0,200408262.0
Ninh Bình,Miền Bắc,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,67.0,105927741.0
Ninh Bình,Miền Bắc,000224002002000,Xe đạp Thống Nhất New 24 Trắng,13.0,17692776.0
Ninh Bình,Miền Bắc,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,54.0,82686640.0
Ninh Bình,Miền Bắc,000224002023000,Xe đạp Thống Nhất New 24 Kem,76.0,116032752.0
Ninh Bình,Miền Bắc,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,29.0,42697768.0
Ninh Bình,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,35.0,55166666.0
Ninh Bình,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,125.0,198049994.0
Ninh Bình,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,158.0,250987213.0
Ninh Bình,Miền Bắc,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,49.0,72883887.0
Ninh Bình,Miền Bắc,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,12.0,17824998.0
Ninh Bình,Miền Bắc,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,8.0,11588888.0
Ninh Bình,Miền Bắc,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,4.0,4800000.0
Ninh Bình,Miền Bắc,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,41.0,64902769.0
Ninh Bình,Miền Bắc,000230002023000,Xe đạp Thống Nhất LD 26 Kem,45.0,81252760.0
Ninh Bình,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,83.0,123724430.0
Ninh Bình,Miền Bắc,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,79.0,107763328.0
Ninh Bình,Miền Bắc,000335002001000,Xe đạp Thống Nhất Super 24 Đen,5.0,7810000.0
Ninh Bình,Miền Bắc,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",22.0,31883326.0
Phú Thọ,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,18.0,21630551.0
Phú Thọ,Miền Bắc,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,13.0,15571108.0
Phú Thọ,Miền Bắc,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,13.0,15543330.0
Phú Thọ,Miền Bắc,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,15.0,17826386.0
Phú Thọ,Miền Bắc,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,9.0,10691202.0
Phú Thọ,Miền Bắc,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,3.0,3783333.0
Phú Thọ,Miền Bắc,000214004000000,Xe đạp Thống Nhất GN 05-26,15.0,21666662.0
Phú Thọ,Miền Bắc,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,3.0,4288888.0
Phú Thọ,Miền Bắc,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,3.0,4633332.0
Phú Thọ,Miền Bắc,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,16.0,23841660.0
Phú Thọ,Miền Bắc,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,8.0,12461107.0
Phú Thọ,Miền Bắc,000224002002000,Xe đạp Thống Nhất New 24 Trắng,5.0,6952776.0
Phú Thọ,Miền Bắc,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,14.0,19700552.0
Phú Thọ,Miền Bắc,000224002023000,Xe đạp Thống Nhất New 24 Kem,15.0,19116664.0
Phú Thọ,Miền Bắc,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,6.0,8096664.0
Phú Thọ,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,9.0,12420000.0
Phú Thọ,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,22.0,28196111.0
Phú Thọ,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,27.0,37218333.0
Phú Thọ,Miền Bắc,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,16.0,23830000.0
Phú Thọ,Miền Bắc,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,2.0,3394444.0
Phú Thọ,Miền Bắc,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,4.0,6788888.0
Phú Thọ,Miền Bắc,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,1.0,1697222.0
Phú Thọ,Miền Bắc,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,8.0,13577776.0
Phú Thọ,Miền Bắc,000230002023000,Xe đạp Thống Nhất LD 26 Kem,6.0,10852220.0
Phú Thọ,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,13.0,22968329.0
Phú Thọ,Miền Bắc,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,4.0,6676110.0
Phú Thọ,Miền Bắc,000335002001000,Xe đạp Thống Nhất Super 24 Đen,11.0,20495552.0
Phú Thọ,Miền Bắc,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",27.0,41699988.0
Phú Thọ,Miền Bắc,1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,6.0,12900000.0
Quảng Nam,Miền Trung,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,7.0,9271108.0
Quảng Nam,Miền Trung,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,2.0,2648888.0
Quảng Nam,Miền Trung,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,1.0,1324444.0
Quảng Nam,Miền Trung,000207004000000,Xe đạp Thống Nhất 219-05-26,6.0,9197219.0
Quảng Nam,Miền Trung,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,5.0,8027775.0
Quảng Nam,Miền Trung,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,3.0,4816665.0
Quảng Nam,Miền Trung,000224002002000,Xe đạp Thống Nhất New 24 Trắng,10.0,15619440.0
Quảng Nam,Miền Trung,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,19.0,29697860.0
Quảng Nam,Miền Trung,000224002023000,Xe đạp Thống Nhất New 24 Kem,20.0,31266748.0
Quảng Nam,Miền Trung,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,7.0,10982216.0
Quảng Nam,Miền Trung,000225002002000,Xe đạp Thống Nhất New 26 Trắng,46.0,74587673.0
Quảng Nam,Miền Trung,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,28.0,45302768.0
Quảng Nam,Miền Trung,000225002023000,Xe đạp Thống Nhất New 26 Kem,56.0,90909711.0
Quảng Nam,Miền Trung,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,31.0,50313977.0
Quảng Nam,Miền Trung,000230002023000,Xe đạp Thống Nhất LD 26 Kem,10.0,17994440.0
Quảng Nam,Miền Trung,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,23.0,41567769.0
Quảng Ninh,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,19.0,25136658.0
Quảng Ninh,Miền Bắc,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,10.0,13119439.0
Quảng Ninh,Miền Bắc,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,16.0,21149437.0
Quảng Ninh,Miền Bắc,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,3.0,3539814.0
Quảng Ninh,Miền Bắc,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,5.0,5893517.0
Quảng Ninh,Miền Bắc,000207004000000,Xe đạp Thống Nhất 219-05-26,21.0,31061102.0
Quảng Ninh,Miền Bắc,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,4.0,5266666.0
Quảng Ninh,Miền Bắc,000214004000000,Xe đạp Thống Nhất GN 05-26,2.0,2500000.0
Quảng Ninh,Miền Bắc,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,12.0,18449994.0
Quảng Ninh,Miền Bắc,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,9.0,13844440.0
Quảng Ninh,Miền Bắc,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,8.0,12077774.0
Quảng Ninh,Miền Bắc,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,2.0,3211110.0
Quảng Ninh,Miền Bắc,000224002002000,Xe đạp Thống Nhất New 24 Trắng,25.0,34763880.0
Quảng Ninh,Miền Bắc,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,31.0,41104992.0
Quảng Ninh,Miền Bắc,000224002023000,Xe đạp Thống Nhất New 24 Kem,39.0,52283880.0
Quảng Ninh,Miền Bắc,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,13.0,18626104.0
Quảng Ninh,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,10.0,12250000.0
Quảng Ninh,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,15.0,20808333.0
Quảng Ninh,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,26.0,34674444.0
Quảng Ninh,Miền Bắc,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,6.0,8430000.0
Quảng Ninh,Miền Bắc,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,6.0,10141665.0
Quảng Ninh,Miền Bắc,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,3.0,3600000.0
Quảng Ninh,Miền Bắc,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,1.0,1697222.0
Quảng Ninh,Miền Bắc,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,19.0,32219440.0
Quảng Ninh,Miền Bắc,000230002023000,Xe đạp Thống Nhất LD 26 Kem,23.0,41692770.0
Quảng Ninh,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,5.0,7348888.0
Quảng Ninh,Miền Bắc,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,5.0,6799444.0
Quảng Ninh,Miền Bắc,000335002001000,Xe đạp Thống Nhất Super 24 Đen,10.0,20256104.0
TP Hải Phòng,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,17.0,22390547.0
TP Hải Phòng,Miền Bắc,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,6.0,7863330.0
TP Hải Phòng,Miền Bắc,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,12.0,15233328.0
TP Hải Phòng,Miền Bắc,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,4.0,4679628.0
TP Hải Phòng,Miền Bắc,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,3.0,3509721.0
TP Hải Phòng,Miền Bắc,000207004000000,Xe đạp Thống Nhất 219-05-26,20.0,30694434.0
TP Hải Phòng,Miền Bắc,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,4.0,5891665.0
TP Hải Phòng,Miền Bắc,000214004000000,Xe đạp Thống Nhất GN 05-26,3.0,4591665.0
TP Hải Phòng,Miền Bắc,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,11.0,16947217.0
TP Hải Phòng,Miền Bắc,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,20.0,30694434.0
TP Hải Phòng,Miền Bắc,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,30.0,47288872.0
TP Hải Phòng,Miền Bắc,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,21.0,32908322.0
TP Hải Phòng,Miền Bắc,000224002002000,Xe đạp Thống Nhất New 24 Trắng,7.0,10926664.0
TP Hải Phòng,Miền Bắc,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,9.0,13172776.0
TP Hải Phòng,Miền Bắc,000224002023000,Xe đạp Thống Nhất New 24 Kem,14.0,21867216.0
TP Hải Phòng,Miền Bắc,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,5.0,7363888.0
TP Hải Phòng,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,17.0,26671110.0
TP Hải Phòng,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,11.0,17804999.0
TP Hải Phòng,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,43.0,68773330.0
TP Hải Phòng,Miền Bắc,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,11.0,17804999.0
TP Hải Phòng,Miền Bắc,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,8.0,13466664.0
TP Hải Phòng,Miền Bắc,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,6.0,10113887.0
TP Hải Phòng,Miền Bắc,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,7.0,11783331.0
TP Hải Phòng,Miền Bắc,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,24.0,40552771.0
TP Hải Phòng,Miền Bắc,000230002023000,Xe đạp Thống Nhất LD 26 Kem,24.0,43228323.0
TP Hải Phòng,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,11.0,19313885.0
TP Hải Phòng,Miền Bắc,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,2.0,3049444.0
TP Hải Phòng,Miền Bắc,000335002001000,Xe đạp Thống Nhất Super 24 Đen,6.0,12699440.0
TP Hải Phòng,Miền Bắc,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",1.0,1530555.0
TP Hải Phòng,Miền Bắc,1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,1.0,2150000.0
TP. Hồ Chí Minh,Miền Nam,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,79.0,123349728.0
TP. Hồ Chí Minh,Miền Nam,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,14.0,21859446.0
TP. Hồ Chí Minh,Miền Nam,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,17.0,26543613.0
TP. Hồ Chí Minh,Miền Nam,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,12.0,17025552.0
TP. Hồ Chí Minh,Miền Nam,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,17.0,24119532.0
TP. Hồ Chí Minh,Miền Nam,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,4.0,8851852.0
TP. Hồ Chí Minh,Miền Nam,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,89.0,164345086.0
TP. Hồ Chí Minh,Miền Nam,000224002002000,Xe đạp Thống Nhất New 24 Trắng,29.0,53451096.0
TP. Hồ Chí Minh,Miền Nam,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,2.0,3693148.0
TP. Hồ Chí Minh,Miền Nam,000224002023000,Xe đạp Thống Nhất New 24 Kem,14.0,25816198.0
TP. Hồ Chí Minh,Miền Nam,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,3.0,5531758.0
TP. Hồ Chí Minh,Miền Nam,000225002002000,Xe đạp Thống Nhất New 26 Trắng,149.0,285348508.0
TP. Hồ Chí Minh,Miền Nam,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,17.0,32288238.0
TP. Hồ Chí Minh,Miền Nam,000225002023000,Xe đạp Thống Nhất New 26 Kem,40.0,76221754.0
TP. Hồ Chí Minh,Miền Nam,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,8.0,15244350.0
TP. Hồ Chí Minh,Miền Nam,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,30.0,60744441.0
TP. Hồ Chí Minh,Miền Nam,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,23.0,46688887.0
TP. Hồ Chí Minh,Miền Nam,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,52.0,104581480.0
TP. Hồ Chí Minh,Miền Nam,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,139.0,278014808.0
TP. Hồ Chí Minh,Miền Nam,000230002023000,Xe đạp Thống Nhất LD 26 Kem,14.0,29844626.0
TP. Hồ Chí Minh,Miền Nam,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,2.0,4152778.0
TP. Hồ Chí Minh,Miền Nam,000335002001000,Xe đạp Thống Nhất Super 24 Đen,97.0,241359360.0
TP. Hồ Chí Minh,Miền Nam,1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,21.0,73214167.0
Thanh Hoá,Miền Trung,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,10.0,11323332.0
Thanh Hoá,Miền Trung,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,4.0,5023332.0
Thanh Hoá,Miền Trung,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,9.0,10273332.0
Thanh Hoá,Miền Trung,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,10.0,12000000.0
Thanh Hoá,Miền Trung,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,8.0,9600000.0
Thanh Hoá,Miền Trung,000207004000000,Xe đạp Thống Nhất 219-05-26,28.0,37552773.0
Thanh Hoá,Miền Trung,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,26.0,32136108.0
Thanh Hoá,Miền Trung,000214004000000,Xe đạp Thống Nhất GN 05-26,10.0,13088888.0
Thanh Hoá,Miền Trung,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,19.0,23461110.0
Thanh Hoá,Miền Trung,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,9.0,12494442.0
Thanh Hoá,Miền Trung,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,18.0,23183332.0
Thanh Hoá,Miền Trung,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,10.0,14249997.0
Thanh Hoá,Miền Trung,000224002002000,Xe đạp Thống Nhất New 24 Trắng,15.0,17827776.0
Thanh Hoá,Miền Trung,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,21.0,26363328.0
Thanh Hoá,Miền Trung,000224002023000,Xe đạp Thống Nhất New 24 Kem,40.0,48669440.0
Thanh Hoá,Miền Trung,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,16.0,19368888.0
Thanh Hoá,Miền Trung,000225002002000,Xe đạp Thống Nhất New 26 Trắng,20.0,23600000.0
Thanh Hoá,Miền Trung,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,25.0,34000000.0
Thanh Hoá,Miền Trung,000225002023000,Xe đạp Thống Nhất New 26 Kem,39.0,50520000.0
Thanh Hoá,Miền Trung,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,13.0,15340000.0
Thanh Hoá,Miền Trung,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,15.0,19974999.0
Thanh Hoá,Miền Trung,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,7.0,9394444.0
Thanh Hoá,Miền Trung,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,13.0,18086110.0
Thanh Hoá,Miền Trung,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,35.0,49872218.0
Thanh Hoá,Miền Trung,000230002023000,Xe đạp Thống Nhất LD 26 Kem,11.0,19877218.0
Thanh Hoá,Miền Trung,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,12.0,15000000.0
Thanh Hoá,Miền Trung,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,13.0,16250000.0
Thanh Hoá,Miền Trung,000335002001000,Xe đạp Thống Nhất Super 24 Đen,6.0,7200000.0
Thanh Hoá,Miền Trung,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",65.0,86211108.0
Thanh Hóa,Miền Trung,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,41.0,54868596.0
Thanh Hóa,Miền Trung,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,21.0,27125546.0
Thanh Hóa,Miền Trung,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,26.0,33501100.0
Thanh Hóa,Miền Trung,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,13.0,15426386.0
Thanh Hóa,Miền Trung,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,8.0,9474998.0
Thanh Hóa,Miền Trung,000207004000000,Xe đạp Thống Nhất 219-05-26,29.0,43444432.0
Thanh Hóa,Miền Trung,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,27.0,37355549.0
Thanh Hóa,Miền Trung,000214004000000,Xe đạp Thống Nhất GN 05-26,23.0,34205546.0
Thanh Hóa,Miền Trung,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,16.0,24241659.0
Thanh Hóa,Miền Trung,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,19.0,29136101.0
Thanh Hóa,Miền Trung,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,45.0,70194420.0
Thanh Hóa,Miền Trung,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,34.0,51933317.0
Thanh Hóa,Miền Trung,000224002002000,Xe đạp Thống Nhất New 24 Trắng,19.0,27558880.0
Thanh Hóa,Miền Trung,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,43.0,65923312.0
Thanh Hóa,Miền Trung,000224002023000,Xe đạp Thống Nhất New 24 Kem,136.0,204468848.0
Thanh Hóa,Miền Trung,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,36.0,52816096.0
Thanh Hóa,Miền Trung,000225002002000,Xe đạp Thống Nhất New 26 Trắng,42.0,63167313.0
Thanh Hóa,Miền Trung,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,77.0,119382220.0
Thanh Hóa,Miền Trung,000225002023000,Xe đạp Thống Nhất New 26 Kem,140.0,213755548.0
Thanh Hóa,Miền Trung,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,44.0,65619998.0
Thanh Hóa,Miền Trung,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,12.0,16886110.0
Thanh Hóa,Miền Trung,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,11.0,16155554.0
Thanh Hóa,Miền Trung,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,16.0,29772219.0
Thanh Hóa,Miền Trung,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,62.0,96142582.0
