customer_code,customer_name,province_name,region,ngay_dau,ngay_cuoi,so_don,tong_sl,tong_dt,so_nhom_sp,so_sku,don_tb_sl,don_tb_tien,recency,lifespan,R,F,M,rfm_score,rfm_sum,segment,clv_est,dt_tb_don,rank_dt,cumul_pct
KH-00484,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Bắc Ninh,Miền Bắc,2026-01-27,2026-02-26,2,81.0,128189783.0,3,32,2.3142857142857145,3662565.2285714285,3,30,5,4,5,545,14,Champions,1559642360.0,64094892.0,103,63.39
KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,2026-01-30,2026-01-31,5,73.0,127875525.0,2,32,1.140625,1998055.078125,29,1,4,5,5,455,14,Loyal,46674566625.0,25575105.0,104,63.59
KH-00247,HỘ KINH DOANH NGỌC ANH,Hưng Yên,Miền Bắc,2025-03-22,2025-03-22,1,108.0,126890000.0,3,19,5.684210526315789,6678421.052631579,344,0,2,1,5,215,8,Trung bình,46314850000.0,126890000.0,105,63.78
KH-00477,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-26,2026-02-26,2,79.0,126257935.0,3,27,2.6333333333333333,4208597.833333333,3,31,5,4,5,545,14,Champions,1486585364.0,63128968.0,106,63.98
KH-00444,CÔNG TY TNHH THƯƠNG MẠI SÁN LẠP,Hà Nội,Miền Bắc,2026-01-24,2026-02-27,2,74.0,125997747.0,3,40,1.48,2519954.94,2,34,5,4,5,545,14,Champions,1352622872.0,62998874.0,107,64.17
KH-00469,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Nghệ An,Miền Trung,2026-01-26,2026-02-27,2,73.0,125293492.0,4,37,1.8717948717948718,3212653.641025641,2,32,5,4,5,545,14,Champions,1429128893.0,62646746.0,108,64.37
KH-00049,CÔNG TY CỔ PHẦN THUỶ TIÊN,Bắc Ninh,Miền Bắc,2025-02-07,2026-02-26,5,54.0,125206740.0,4,27,1.6875,3912710.625,3,384,5,5,5,555,15,Champions,119011615.0,25041348.0,109,64.56
KH-00466,HỘ KINH DOANH HÙNG CƯỜNG,Quảng Ninh,Miền Bắc,2026-01-26,2026-02-24,2,77.0,124908761.0,3,26,1.9743589743589745,3202788.7435897435,5,29,5,4,5,545,14,Champions,1572127509.0,62454380.0,110,64.76
KH-00020,DOANH NGHIỆP TW TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2025-01-11,2025-01-11,1,60.0,124583332.0,1,2,30.0,62291666.0,414,0,1,1,5,115,7,Đã mất,45472916180.0,124583332.0,111,64.95
KH-00139,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,2025-02-22,2025-03-31,3,83.0,124298146.0,3,39,1.4310344827586208,2143071.4827586208,335,37,3,4,5,345,12,Có tiềm năng,1226184413.0,41432715.0,112,65.15
KH-00390,HỘ KINH DOANH ĐẠI LỢI,Hà Nội,Miền Bắc,2026-01-19,2026-02-13,2,76.0,123865987.0,3,39,1.4074074074074074,2293814.574074074,16,25,5,4,5,545,14,Champions,1808443410.0,61932994.0,113,65.34
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-03-20,2025-03-25,5,99.0,121615286.0,4,32,2.2,2702561.9111111113,341,5,2,5,5,255,12,Nguy cơ rời bỏ,8877915878.0,24323057.0,114,65.53
KH-00441,CỬA HÀNG XE ĐẠP NGỌC ANH,Hà Tĩnh,Miền Trung,2026-01-24,2026-02-27,3,79.0,121261822.0,2,16,2.925925925925926,4491178.592592592,2,34,5,5,5,555,15,Champions,1301781324.0,40420607.0,115,65.72
KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Thanh Hóa,Miền Trung,2026-01-23,2026-02-05,2,72.0,121008860.0,4,37,1.894736842105263,3184443.6842105263,24,13,4,4,5,445,13,Loyal,3397556454.0,60504430.0,116,65.9
KH-00529,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Nghệ An,Miền Trung,2026-01-28,2026-01-28,1,75.0,120795166.0,2,27,2.7777777777777777,4473895.037037037,32,0,4,2,5,425,11,Trung bình,44090235590.0,120795166.0,117,66.09
KH-00353,CỬA HÀNG XE ĐẠP THANH BÌNH,Hà Nội,Miền Bắc,2026-01-13,2026-02-26,4,73.0,120052383.0,3,28,1.9210526315789473,3159273.236842105,3,44,5,5,5,555,15,Champions,995889086.0,30013096.0,118,66.28
KH-00062,CÔNG TY CỔ PHẦN YÊN BÌNH,Lạng Sơn,Miền Bắc,2025-02-10,2025-03-31,2,105.0,119540000.0,5,47,1.9811320754716981,2255471.6981132077,335,49,3,3,5,335,11,Trung bình,890451020.0,59770000.0,119,66.46
KH-00396,CÔNG TY CỔ PHẦN VIỆT ANH,Bắc Ninh,Miền Bắc,2026-01-19,2026-02-13,2,82.0,119042822.0,3,19,3.727272727272727,5411037.363636363,16,25,5,4,5,545,14,Champions,1738025201.0,59521411.0,120,66.65
KH-00251,HỘ KINH DOANH KHẢI HOÀN,Hưng Yên,Miền Bắc,2025-03-22,2025-03-28,3,109.0,119020000.0,3,24,3.0277777777777777,3306111.111111111,338,6,2,5,5,255,12,Nguy cơ rời bỏ,7240383333.0,39673333.0,121,66.83
KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Hưng Yên,Miền Bắc,2026-01-26,2026-02-24,3,80.0,118397370.0,3,22,2.1621621621621623,3199928.918918919,5,29,5,5,5,555,15,Champions,1490173795.0,39465790.0,122,67.02
KH-00357,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Sầm Sơn,Miền Bắc,2026-01-13,2026-02-26,3,80.0,117056538.0,3,34,2.2222222222222223,3251570.5,3,44,5,5,5,555,15,Champions,971037190.0,39018846.0,123,67.2
KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,2026-01-23,2026-02-09,3,73.0,116915536.0,4,27,1.972972972972973,3159879.3513513515,20,17,4,5,5,455,14,Loyal,2510245332.0,38971845.0,124,67.38
KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,2025-03-24,2025-03-25,2,94.0,115376430.0,4,38,2.088888888888889,2563920.6666666665,341,1,2,4,4,244,10,Nguy cơ rời bỏ,42112396950.0,57688215.0,125,67.56
KH-00495,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,2026-01-27,2026-02-27,3,65.0,113821086.0,2,24,2.2413793103448274,3924865.0344827585,2,31,5,5,4,554,14,Champions,1340151496.0,37940362.0,126,67.74
KH-00568,DOANH NGHIỆP TW NGỌC ANH,TP Hải Phòng,Miền Bắc,2026-01-30,2026-02-24,2,72.0,113385524.0,3,21,2.88,4535420.96,5,25,5,4,4,544,13,Champions,1655428650.0,56692762.0,127,67.91
KH-00483,HỘ KINH DOANH VẠN LỢI,Bắc Ninh,Miền Bắc,2026-01-27,2026-02-27,2,71.0,113284416.0,2,27,2.1515151515151514,3432861.090909091,2,31,5,4,4,544,13,Champions,1333832640.0,56642208.0,128,68.09
KH-00093,CÔNG TY CỔ PHẦN PHÚC AN,Hà Nội,Miền Bắc,2025-02-17,2025-03-25,4,102.0,112430000.0,4,36,1.6721311475409837,1843114.7540983607,341,36,2,5,4,254,11,Nguy cơ rời bỏ,1139915278.0,28107500.0,129,68.26
KH-00403,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Thanh Hóa,Miền Trung,2026-01-22,2026-02-26,2,74.0,112403036.0,2,17,3.3636363636363638,5109228.909090909,3,35,5,4,4,544,13,Champions,1172203090.0,56201518.0,130,68.44
KH-00427,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,2026-01-24,2026-01-24,1,50.0,110648148.0,1,1,50.0,110648148.0,36,0,3,2,4,324,9,Trung bình,40386574020.0,110648148.0,131,68.61
KH-00086,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,2025-02-14,2025-03-24,3,95.0,110019361.0,4,35,2.0652173913043477,2391725.2391304346,342,38,2,4,4,244,10,Nguy cơ rời bỏ,1056764915.0,36673120.0,132,68.78
KH-00363,HỘ KINH DOANH ĐẠI LỢI,Hải Phòng,Miền Bắc,2026-01-16,2026-01-28,3,64.0,109147287.0,4,24,2.4615384615384617,4197972.576923077,32,12,4,5,4,454,13,Loyal,3319896646.0,36382429.0,133,68.95
KH-00141,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,Hải Phòng,Miền Bắc,2025-02-22,2025-02-22,1,120.0,108820000.0,3,40,3.0,2720500.0,372,0,1,1,4,114,6,Đã mất,39719300000.0,108820000.0,134,69.12
KH-00231,CÔNG TY CỔ PHẦN THANH BÌNH,Hưng Yên,Miền Bắc,2025-03-21,2025-03-27,3,92.0,107772500.0,5,38,2.090909090909091,2449375.0,339,6,2,5,4,254,11,Nguy cơ rời bỏ,6556160417.0,35924167.0,135,69.29
KH-00347,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Vĩnh Phúc,Miền Bắc,2026-01-12,2026-02-26,3,68.0,107256459.0,2,25,1.8888888888888888,2979346.0833333335,3,45,5,5,4,554,14,Champions,869969056.0,35752153.0,136,69.46
KH-00551,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,Phú Thọ,Miền Bắc,2026-01-29,2026-02-04,2,54.0,106954977.0,3,25,2.16,4278199.08,25,6,4,4,4,444,12,Loyal,6506427768.0,53477488.0,137,69.62
KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,2025-01-20,2025-02-21,2,86.0,106679035.0,2,21,3.185185185185185,3951075.3703703703,373,32,1,3,4,134,8,Ngủ đông,1216807743.0,53339518.0,138,69.79
KH-00486,CÔNG TY TNHH VẠN LỢI,Bắc Ninh,Miền Bắc,2026-01-27,2026-02-12,2,59.0,106184231.0,2,16,2.5652173913043477,4616705.695652174,17,16,5,4,4,544,13,Champions,2422327770.0,53092116.0,139,69.95
KH-00126,HỘ KINH DOANH HOÀ BÌNH,Thanh Hoá,Miền Trung,2025-02-20,2025-03-24,3,97.0,106170000.0,4,30,3.129032258064516,3424838.709677419,342,32,2,4,4,244,10,Nguy cơ rời bỏ,1211001562.0,35390000.0,140,70.12
KH-00497,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Hưng Yên,Miền Bắc,2026-01-27,2026-02-10,3,68.0,105593859.0,2,18,3.238095238095238,5028279.0,19,14,5,5,4,554,14,Champions,2752982752.0,35197953.0,141,70.28
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,Bắc Giang,Miền Bắc,2025-03-20,2025-03-29,3,65.0,101357296.0,4,23,1.8571428571428572,2895922.742857143,337,9,2,5,4,254,11,Nguy cơ rời bỏ,4110601449.0,33785765.0,142,70.44
KH-00393,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,Thanh Hóa,Miền Trung,2026-01-19,2026-01-28,2,60.0,101101636.0,2,40,1.3636363636363635,2297764.4545454546,32,9,4,4,4,444,12,Loyal,4100233016.0,50550818.0,143,70.6
KH-00447,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,2026-01-24,2026-02-26,3,61.0,100676644.0,3,33,1.4523809523809523,2397062.9523809524,3,33,5,5,4,554,14,Champions,1113544699.0,33558881.0,144,70.75
KH-00248,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Nghệ An,Miền Trung,2025-03-22,2025-03-28,2,73.0,100482859.0,4,27,2.212121212121212,3044935.121212121,338,6,2,3,4,234,9,Nguy cơ rời bỏ,6112707256.0,50241430.0,145,70.91
KH-00405,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Thanh Hóa,Miền Trung,2026-01-22,2026-01-22,1,56.0,100248865.0,3,20,2.8,5012443.25,38,0,3,2,4,324,9,Trung bình,36590835725.0,100248865.0,146,71.07
KH-00489,CÔNG TY CỔ PHẦN ĐÔNG NAM,Phủ Lý,Miền Bắc,2026-01-27,2026-02-27,3,61.0,100172198.0,1,23,1.6944444444444444,2782561.0555555555,2,31,5,5,4,554,14,Champions,1179446847.0,33390733.0,147,71.22
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-03-20,2025-03-22,4,84.0,99322643.0,5,36,1.6470588235294117,1947502.8039215687,344,2,2,5,4,254,11,Nguy cơ rời bỏ,18126382348.0,24830661.0,148,71.38
KH-00140,CÔNG TY TNHH XÂY DỰNG,Hải Dương,Miền Bắc,2025-02-22,2025-03-21,3,82.0,98910000.0,5,32,1.7083333333333333,2060625.0,345,27,2,4,4,244,10,Nguy cơ rời bỏ,1337116667.0,32970000.0,149,71.53
KH-00565,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hải Phòng,Miền Bắc,2026-01-30,2026-01-30,1,64.0,98196457.0,2,28,2.2857142857142856,3507016.3214285714,30,0,4,3,4,434,11,Loyal,35841706805.0,98196457.0,150,71.68
KH-00513,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,2026-01-28,2026-02-10,3,63.0,98181923.0,3,25,2.3333333333333335,3636367.5185185187,19,13,5,5,4,554,14,Champions,2756646300.0,32727308.0,151,71.83
KH-00356,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Thanh Hóa,Miền Trung,2026-01-13,2026-01-28,2,60.0,96440808.0,3,21,2.608695652173913,4193078.6086956523,32,15,4,4,4,444,12,Loyal,2346726328.0,48220404.0,152,71.98
KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hưng Yên,Miền Bắc,2026-01-27,2026-01-27,1,51.0,96427756.0,2,45,1.1333333333333333,2142839.0222222223,33,0,3,2,4,324,9,Trung bình,35196130940.0,96427756.0,153,72.13
KH-00298,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,2025-03-27,2025-03-28,2,71.0,96307574.0,4,31,1.868421052631579,2534409.8421052634,338,1,2,4,4,244,10,Nguy cơ rời bỏ,35152264510.0,48153787.0,154,72.28
KH-00250,DOANH NGHIỆP TW XUÂN MAI,Hà Nội,Miền Bắc,2025-03-22,2025-03-31,4,87.0,95971481.0,5,38,1.6111111111111112,1777249.648148148,335,9,3,5,4,354,12,Có tiềm năng,3892176729.0,23992870.0,155,72.43
KH-00521,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Ninh Bình,Miền Bắc,2026-01-28,2026-02-12,2,57.0,94796087.0,2,28,1.3571428571428572,2257049.6904761903,17,15,5,4,4,544,13,Champions,2306704784.0,47398044.0,156,72.58
KH-00016,DOANH NGHIỆP TW VIỆT ANH,Quảng Trị,Miền Trung,2025-01-10,2025-03-26,4,78.0,93910000.0,2,24,2.3636363636363638,2845757.5757575757,340,75,2,5,4,254,11,Nguy cơ rời bỏ,457028667.0,23477500.0,157,72.73
KH-00562,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Hà Nội,Miền Bắc,2026-01-30,2026-02-04,2,51.0,93588502.0,3,21,2.4285714285714284,4456595.333333333,25,5,4,4,4,444,12,Loyal,6831960646.0,46794251.0,158,72.87
KH-00556,DOANH NGHIỆP TW THIÊN AN,Hà Nội,Miền Bắc,2026-01-29,2026-02-27,5,67.0,93325151.0,4,25,2.310344827586207,3218108.6551724137,2,29,5,5,4,554,14,Champions,1174609659.0,18665030.0,159,73.02
KH-00461,CÔNG TY TNHH THUỶ TIÊN,Hải Dương,Miền Bắc,2026-01-26,2026-02-06,2,40.0,90740740.0,1,2,13.333333333333334,30246913.333333332,23,11,4,4,4,444,12,Loyal,3010942736.0,45370370.0,160,73.16
KH-00407,DOANH NGHIỆP TW LONG PHÚ,Đà Nẵng,Miền Trung,2026-01-22,2026-02-10,3,48.0,90396643.0,4,24,1.1428571428571428,2152301.023809524,19,19,5,5,4,554,14,Champions,1736567089.0,30132214.0,161,73.3
KH-00503,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,2026-01-28,2026-02-26,2,58.0,89774988.0,2,11,4.142857142857143,6412499.142857143,3,29,5,4,4,544,13,Champions,1129926573.0,44887494.0,162,73.44
KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,Miền Trung,2025-02-22,2025-03-31,3,79.0,89045116.0,3,25,2.46875,2782659.875,335,37,3,4,4,344,11,Có tiềm năng,878418036.0,29681705.0,163,73.58
KH-00009,CỬA HÀNG XE ĐẠP THIÊN AN,Hà Nội,Miền Bắc,2025-01-09,2026-02-09,2,40.0,88888888.0,1,2,20.0,44444444.0,20,396,4,3,4,434,11,Loyal,81930414.0,44444444.0,164,73.71
KH-00241,HỘ KINH DOANH PHÚ THỊNH,Thái Nguyên,Miền Bắc,2025-03-21,2025-03-25,2,75.0,88600000.0,1,7,6.818181818181818,8054545.454545454,341,4,2,3,4,234,9,Nguy cơ rời bỏ,8084750000.0,44300000.0,165,73.85
KH-00106,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Thanh Hóa,Miền Trung,2025-02-19,2025-02-19,1,70.0,88360000.0,2,11,6.363636363636363,8032727.2727272725,375,0,1,1,4,114,6,Đã mất,32251400000.0,88360000.0,166,73.99
KH-00352,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,2026-01-12,2026-01-12,1,54.0,88007574.0,1,12,4.153846153846154,6769813.384615385,48,0,3,2,4,324,9,Trung bình,32122764510.0,88007574.0,167,74.13
KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,Lào Cai,Miền Bắc,2026-01-19,2026-02-24,4,69.0,87726720.0,3,29,1.7692307692307692,2249403.076923077,5,36,5,5,4,554,14,Champions,889451467.0,21931680.0,168,74.26
KH-00235,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Nam Định,Miền Bắc,2025-03-21,2025-03-21,2,70.0,87420000.0,2,18,2.8,3496800.0,345,0,2,3,4,234,9,Nguy cơ rời bỏ,31908300000.0,43710000.0,169,74.4
KH-00100,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hà Nội,Miền Bắc,2025-02-17,2025-03-22,3,83.0,87295102.0,4,23,3.1923076923076925,3357503.923076923,344,33,2,4,4,244,10,Nguy cơ rời bỏ,965536734.0,29098367.0,170,74.53
KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Nghệ An,Miền Trung,2025-03-26,2026-02-05,4,62.0,87212952.0,2,33,1.6756756756756757,2357106.810810811,24,316,4,5,4,454,13,Loyal,100736479.0,21803238.0,171,74.67
KH-00021,HỘ KINH DOANH XÂY DỰNG,Hà Nội,Miền Bắc,2025-01-11,2025-01-11,1,40.0,87037037.0,1,1,40.0,87037037.0,414,0,1,1,4,114,6,Đã mất,31768518505.0,87037037.0,172,74.81
KH-00267,CÔNG TY CỔ PHẦN HÙNG CƯỜNG,Nam Định,Miền Bắc,2025-03-24,2025-03-25,2,70.0,85460000.0,2,12,4.117647058823529,5027058.823529412,341,1,2,4,4,244,10,Nguy cơ rời bỏ,31192900000.0,42730000.0,173,74.94
KH-00225,CÔNG TY TNHH TÂY BẮC,Hà Nam,Miền Bắc,2025-03-21,2025-03-28,2,70.0,84160000.0,3,27,1.8918918918918919,2274594.5945945946,338,7,2,3,4,234,9,Nguy cơ rời bỏ,4388342857.0,42080000.0,174,75.07
KH-00266,CỬA HÀNG XE ĐẠP TÂN TIẾN,Nam Định,Miền Bắc,2025-03-24,2025-03-24,1,70.0,83590000.0,2,31,2.2580645161290325,2696451.6129032257,342,0,2,1,4,214,7,Trung bình,30510350000.0,83590000.0,175,75.2
KH-00492,HỘ KINH DOANH ĐÔNG NAM,Thanh Hóa,Miền Trung,2026-01-27,2026-02-04,2,55.0,83486647.0,2,27,1.71875,2608957.71875,25,8,4,4,4,444,12,Loyal,3809078269.0,41743324.0,176,75.33
KH-00107,CÔNG TY TNHH LONG PHÚ,Bắc Ninh,Miền Bắc,2025-02-19,2025-03-28,3,70.0,82830000.0,2,15,4.375,5176875.0,338,37,2,4,4,244,10,Nguy cơ rời bỏ,817106757.0,27610000.0,177,75.46
KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,Miền Bắc,2025-02-22,2025-03-27,4,68.0,82782643.0,4,25,1.9428571428571428,2365218.3714285716,339,33,2,5,4,254,11,Nguy cơ rời bỏ,915626203.0,20695661.0,178,75.59
KH-00163,HỘ KINH DOANH XUÂN MAI,Hà Nội,Miền Bắc,2025-02-26,2025-03-31,4,70.0,82695483.0,4,31,1.7073170731707317,2016963.0,335,33,3,5,4,354,12,Có tiềm năng,914662160.0,20673871.0,179,75.72
KH-00406,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hưng Yên,Miền Bắc,2026-01-22,2026-01-22,1,50.0,82642778.0,2,21,2.380952380952381,3935370.380952381,38,0,3,2,4,324,9,Trung bình,30164613970.0,82642778.0,180,75.84
KH-00436,CÔNG TY TNHH XÂY DỰNG,Hưng Yên,Miền Bắc,2026-01-24,2026-02-10,2,56.0,82538029.0,2,20,2.5454545454545454,3751728.590909091,19,17,5,4,4,544,13,Champions,1772140034.0,41269014.0,181,75.97
KH-00455,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Tĩnh,Miền Trung,2026-01-24,2026-01-24,1,49.0,82253317.0,2,18,2.45,4112665.85,36,0,3,2,4,324,9,Trung bình,30022460705.0,82253317.0,182,76.1
KH-00214,DOANH NGHIỆP TW QUANG VINH,Hải Dương,Miền Bắc,2025-03-20,2025-03-25,2,70.0,81983500.0,3,17,3.3333333333333335,3903976.1904761903,341,5,2,3,4,234,9,Nguy cơ rời bỏ,5984795500.0,40991750.0,183,76.23
KH-00369,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,2026-01-16,2026-02-12,3,58.0,81778027.0,4,25,1.9333333333333333,2725934.2333333334,17,27,5,5,4,554,14,Champions,1105517772.0,27259342.0,184,76.35
KH-00457,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Thanh Hóa,Miền Trung,2026-01-24,2026-02-13,2,54.0,81697936.0,2,21,1.9285714285714286,2917783.4285714286,16,20,5,4,4,544,13,Champions,1490987332.0,40848968.0,185,76.48
KH-00452,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hóa,Miền Trung,2026-01-24,2026-02-09,2,52.0,81243320.0,2,7,7.428571428571429,11606188.57142857,20,16,4,4,4,444,12,Loyal,1853363238.0,40621660.0,186,76.61
KH-00109,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,2025-02-19,2025-03-31,3,68.0,80790000.0,3,18,2.72,3231600.0,335,40,3,4,4,344,11,Có tiềm năng,737208750.0,26930000.0,187,76.73
KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,Miền Trung,2025-02-22,2025-03-31,3,70.0,80000000.0,1,7,4.375,5000000.0,335,37,3,4,4,344,11,Có tiềm năng,789189189.0,26666667.0,188,76.86
KH-00545,CÔNG TY CỔ PHẦN AN PHÁT,Phú Thọ,Miền Bắc,2026-01-29,2026-02-24,3,44.0,79392764.0,3,23,1.6923076923076923,3053567.846153846,5,26,5,5,4,554,14,Champions,1114552264.0,26464255.0,189,76.98
KH-00514,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,Hà Nội,Miền Bắc,2026-01-28,2026-02-27,2,50.0,78236554.0,3,37,1.1627906976744187,1819454.7441860465,2,30,5,4,4,544,13,Champions,951878074.0,39118277.0,190,77.1
KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,Phú Thọ,Miền Bắc,2025-01-10,2025-03-25,3,55.0,77930000.0,4,26,1.7741935483870968,2513870.9677419355,341,74,2,4,4,244,10,Nguy cơ rời bỏ,384384459.0,25976667.0,191,77.22
KH-00120,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,2025-02-20,2025-03-25,2,67.0,77920143.0,5,22,2.161290322580645,2513553.0,341,33,2,3,4,234,9,Nguy cơ rời bỏ,861844006.0,38960072.0,192,77.34
KH-00485,CÔNG TY CỔ PHẦN SÁN LẠP,Hà Nội,Miền Bắc,2026-01-27,2026-02-12,2,48.0,77854057.0,2,28,1.6,2595135.2333333334,17,16,5,4,4,544,13,Champions,1776045675.0,38927028.0,193,77.47
KH-00506,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,2026-01-28,2026-02-04,2,50.0,77829977.0,4,27,1.8518518518518519,2882591.7407407407,25,7,4,4,4,444,12,Loyal,4058277372.0,38914988.0,194,77.59
KH-00424,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-01-23,2026-02-26,2,30.0,77487765.0,2,16,1.7647058823529411,4558103.823529412,3,34,5,4,4,544,13,Champions,831853948.0,38743882.0,195,77.71
KH-00354,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Thái Nguyên,Miền Bắc,2026-01-13,2026-01-13,1,45.0,77331372.0,3,30,1.5,2577712.4,47,0,3,2,4,324,9,Trung bình,28225950780.0,77331372.0,196,77.83
KH-00346,DOANH NGHIỆP TW TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,2026-01-12,2026-02-13,3,52.0,77197938.0,3,25,2.08,3087917.52,16,32,5,5,4,554,14,Champions,880538980.0,25732646.0,197,77.95
KH-00044,CÔNG TY TNHH THƯƠNG MẠI NGỌC ANH,Tam Kỳ,Miền Bắc,2025-01-23,2026-01-12,2,56.0,77025542.0,2,22,2.24,3081021.68,48,354,3,3,4,334,10,Trung bình,79418991.0,38512771.0,198,78.07
KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,2026-01-23,2026-02-13,2,48.0,75765540.0,2,21,1.6551724137931034,2612604.827586207,16,21,5,4,4,544,13,Champions,1316877243.0,37882770.0,199,78.19
KH-00421,DOANH NGHIỆP TW YÊN BÌNH,Hòa Bình,Miền Bắc,2026-01-23,2026-01-23,1,40.0,75644986.0,3,25,1.4814814814814814,2801666.1481481483,37,0,3,2,4,324,9,Trung bình,27610419890.0,75644986.0,200,78.3
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hóa,Miền Trung,2025-03-18,2025-03-18,2,32.0,75574075.0,5,10,2.1333333333333333,5038271.666666667,348,0,1,3,4,134,8,Ngủ đông,27584537375.0,37787038.0,201,78.42
KH-00509,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,Bắc Ninh,Miền Bắc,2026-01-28,2026-02-12,2,49.0,74128591.0,2,26,1.53125,2316518.46875,17,15,5,4,4,544,13,Champions,1803795714.0,37064296.0,202,78.54
KH-00340,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,2026-01-12,2026-01-26,3,48.0,74108412.0,2,16,2.823529411764706,4359318.352941177,34,14,3,5,4,354,12,Có tiềm năng,1932112170.0,24702804.0,203,78.65
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,Nam Định,Miền Bắc,2025-03-20,2025-03-24,2,57.0,74017929.0,5,23,2.0357142857142856,2643497.464285714,342,4,2,3,4,234,9,Nguy cơ rời bỏ,6754136021.0,37008964.0,204,78.77
