customer_code,customer_name,group_code,group_name,tong_sl,tong_dt,so_don,ty_trong_kh_pct
KH-00086,CÔNG TY TNHH NGỌC ANH,SPORTBIKE_A,Xe thể thao nhôm,11.0,26461361.0,2,24.05
KH-00086,CÔNG TY TNHH NGỌC ANH,KIDBIKE_1,Xe trẻ em nhóm 1,17.0,19340000.0,3,17.58
KH-00086,CÔNG TY TNHH NGỌC ANH,KIDBIKE_2,Xe trẻ em nhóm 2,27.0,13170000.0,2,11.97
KH-00087,CỬA HÀNG XE ĐẠP SÁN LẠP,KIDBIKE_1,Xe trẻ em nhóm 1,20.0,24200000.0,1,100.0
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,CITYBIKE_P,Xe phổ thông,161.0,226863860.0,7,70.16
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,KIDBIKE_1,Xe trẻ em nhóm 1,68.0,74787491.0,5,23.13
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,SPORTBIKE_A,Xe thể thao nhôm,7.0,19208197.0,2,5.94
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,KIDBIKE_2,Xe trẻ em nhóm 2,5.0,2500000.0,1,0.77
KH-00089,HỘ KINH DOANH TOÀN THẮNG,CITYBIKE_P,Xe phổ thông,63.0,75770000.0,1,54.75
KH-00089,HỘ KINH DOANH TOÀN THẮNG,KIDBIKE_1,Xe trẻ em nhóm 1,51.0,59400000.0,1,42.92
KH-00089,HỘ KINH DOANH TOÀN THẮNG,SPORTBIKE_A,Xe thể thao nhôm,1.0,3222643.0,1,2.33
KH-00090,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,CITYBIKE_P,Xe phổ thông,4.0,8518519.0,1,100.0
KH-00091,CÔNG TY TNHH BÌNH MINH,CITYBIKE_P,Xe phổ thông,1305.0,1565720000.0,26,41.26
KH-00091,CÔNG TY TNHH BÌNH MINH,KIDBIKE_1,Xe trẻ em nhóm 1,1143.0,1231470000.0,25,32.45
KH-00091,CÔNG TY TNHH BÌNH MINH,SPORTBIKE_S,Xe thể thao thép,353.0,461450000.0,12,12.16
KH-00091,CÔNG TY TNHH BÌNH MINH,SPORTBIKE_A,Xe thể thao nhôm,147.0,350319866.0,5,9.23
KH-00091,CÔNG TY TNHH BÌNH MINH,KIDBIKE_2,Xe trẻ em nhóm 2,375.0,185700000.0,16,4.89
KH-00092,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,CITYBIKE_P,Xe phổ thông,37.0,43960000.0,3,85.39
KH-00092,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,SPORTBIKE_A,Xe thể thao nhôm,3.0,7522643.0,1,14.61
KH-00093,CÔNG TY CỔ PHẦN PHÚC AN,CITYBIKE_P,Xe phổ thông,62.0,74960000.0,4,66.67
KH-00093,CÔNG TY CỔ PHẦN PHÚC AN,KIDBIKE_1,Xe trẻ em nhóm 1,29.0,29860000.0,4,26.56
KH-00093,CÔNG TY CỔ PHẦN PHÚC AN,KIDBIKE_2,Xe trẻ em nhóm 2,8.0,3910000.0,3,3.48
KH-00093,CÔNG TY CỔ PHẦN PHÚC AN,SPORTBIKE_S,Xe thể thao thép,3.0,3700000.0,1,3.29
KH-00094,HỘ KINH DOANH SÁN LẠP,CITYBIKE_P,Xe phổ thông,28.0,32490000.0,2,77.75
KH-00094,HỘ KINH DOANH SÁN LẠP,SPORTBIKE_S,Xe thể thao thép,4.0,4800000.0,1,11.49
KH-00094,HỘ KINH DOANH SÁN LẠP,KIDBIKE_1,Xe trẻ em nhóm 1,4.0,4500000.0,1,10.77
KH-00095,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,KIDBIKE_1,Xe trẻ em nhóm 1,15.0,16800000.0,1,48.37
KH-00095,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,CITYBIKE_P,Xe phổ thông,13.0,15530000.0,1,44.72
KH-00095,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,SPORTBIKE_S,Xe thể thao thép,2.0,2400000.0,1,6.91
KH-00096,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,CITYBIKE_P,Xe phổ thông,30.0,35460000.0,2,68.03
KH-00096,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,SPORTBIKE_S,Xe thể thao thép,7.0,11417000.0,2,21.9
KH-00096,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,KIDBIKE_1,Xe trẻ em nhóm 1,5.0,5250000.0,1,10.07
KH-00097,CÔNG TY TNHH XUÂN MAI,CITYBIKE_P,Xe phổ thông,119.0,142220000.0,7,74.04
KH-00097,CÔNG TY TNHH XUÂN MAI,KIDBIKE_1,Xe trẻ em nhóm 1,21.0,24000000.0,5,12.49
KH-00097,CÔNG TY TNHH XUÂN MAI,SPORTBIKE_A,Xe thể thao nhôm,5.0,13999073.0,4,7.29
KH-00097,CÔNG TY TNHH XUÂN MAI,SPORTBIKE_S,Xe thể thao thép,5.0,6450000.0,1,3.36
KH-00097,CÔNG TY TNHH XUÂN MAI,KIDBIKE_2,Xe trẻ em nhóm 2,11.0,5410000.0,5,2.82
KH-00098,HỘ KINH DOANH MẶT TRỜI,CITYBIKE_P,Xe phổ thông,241.0,282080000.0,3,93.26
KH-00098,HỘ KINH DOANH MẶT TRỜI,KIDBIKE_1,Xe trẻ em nhóm 1,19.0,20400000.0,2,6.74
KH-00099,CÔNG TY TNHH NGỌC ANH,CITYBIKE_P,Xe phổ thông,28.0,33140000.0,1,75.82
KH-00099,CÔNG TY TNHH NGỌC ANH,SPORTBIKE_S,Xe thể thao thép,4.0,5000000.0,1,11.44
KH-00099,CÔNG TY TNHH NGỌC ANH,KIDBIKE_1,Xe trẻ em nhóm 1,3.0,3600000.0,1,8.24
KH-00099,CÔNG TY TNHH NGỌC ANH,KIDBIKE_2,Xe trẻ em nhóm 2,4.0,1970000.0,1,4.51
KH-00100,CỬA HÀNG XE ĐẠP ĐẠI LỢI,CITYBIKE_P,Xe phổ thông,38.0,46430000.0,2,74.65
KH-00100,CỬA HÀNG XE ĐẠP ĐẠI LỢI,KIDBIKE_2,Xe trẻ em nhóm 2,19.0,9170000.0,1,14.74
KH-00100,CỬA HÀNG XE ĐẠP ĐẠI LỢI,KIDBIKE_1,Xe trẻ em nhóm 1,4.0,4200000.0,1,6.75
KH-00100,CỬA HÀNG XE ĐẠP ĐẠI LỢI,SPORTBIKE_A,Xe thể thao nhôm,1.0,2400000.0,1,3.86
KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,CITYBIKE_P,Xe phổ thông,27.0,31700000.0,3,89.5
KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,SPORTBIKE_A,Xe thể thao nhôm,1.0,2400000.0,1,6.78
KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,SPORTBIKE_S,Xe thể thao thép,1.0,1320000.0,1,3.73
KH-00102,CỬA HÀNG XE ĐẠP AN PHÁT,CITYBIKE_P,Xe phổ thông,60.0,69700000.0,1,100.0
KH-00103,CÔNG TY CỔ PHẦN AN PHÁT,CITYBIKE_P,Xe phổ thông,10.0,18680556.0,1,100.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,CITYBIKE_P,Xe phổ thông,176.0,211170000.0,3,93.35
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,SPORTBIKE_S,Xe thể thao thép,7.0,8600000.0,2,3.8
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,SPORTBIKE_A,Xe thể thao nhôm,2.0,6445286.0,1,2.85
KH-00105,CỬA HÀNG XE ĐẠP PHÚC AN,CITYBIKE_P,Xe phổ thông,25.0,29660000.0,1,84.96
KH-00105,CỬA HÀNG XE ĐẠP PHÚC AN,KIDBIKE_1,Xe trẻ em nhóm 1,5.0,5250000.0,1,15.04
KH-00106,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,CITYBIKE_P,Xe phổ thông,68.0,85760000.0,1,97.06
KH-00106,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,SPORTBIKE_S,Xe thể thao thép,2.0,2600000.0,1,2.94
KH-00107,CÔNG TY TNHH LONG PHÚ,CITYBIKE_P,Xe phổ thông,55.0,67080000.0,3,80.99
KH-00107,CÔNG TY TNHH LONG PHÚ,KIDBIKE_1,Xe trẻ em nhóm 1,15.0,15750000.0,2,19.01
KH-00108,HỘ KINH DOANH LÊ ANH,SPORTBIKE_S,Xe thể thao thép,11.0,13800000.0,1,38.44
KH-00108,HỘ KINH DOANH LÊ ANH,KIDBIKE_1,Xe trẻ em nhóm 1,11.0,12450000.0,1,34.68
KH-00108,HỘ KINH DOANH LÊ ANH,CITYBIKE_P,Xe phổ thông,8.0,9650000.0,1,26.88
KH-00109,CÔNG TY CỔ PHẦN VẠN LỢI,CITYBIKE_P,Xe phổ thông,60.0,70540000.0,3,87.31
KH-00109,CÔNG TY CỔ PHẦN VẠN LỢI,KIDBIKE_1,Xe trẻ em nhóm 1,7.0,8100000.0,2,10.03
KH-00109,CÔNG TY CỔ PHẦN VẠN LỢI,SPORTBIKE_A,Xe thể thao nhôm,1.0,2150000.0,1,2.66
KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,CITYBIKE_P,Xe phổ thông,32.0,38000000.0,2,65.63
KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,KIDBIKE_1,Xe trẻ em nhóm 1,13.0,14700000.0,2,25.39
KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,SPORTBIKE_S,Xe thể thao thép,4.0,5200000.0,2,8.98
KH-00111,DOANH NGHIỆP TW MẶT TRỜI,CITYBIKE_P,Xe phổ thông,41.0,48780000.0,2,67.16
KH-00111,DOANH NGHIỆP TW MẶT TRỜI,KIDBIKE_1,Xe trẻ em nhóm 1,12.0,13220000.0,2,18.2
KH-00111,DOANH NGHIỆP TW MẶT TRỜI,SPORTBIKE_A,Xe thể thao nhôm,4.0,9628500.0,1,13.26
KH-00111,DOANH NGHIỆP TW MẶT TRỜI,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1000000.0,1,1.38
KH-00112,HỘ KINH DOANH TÚ ANH,CITYBIKE_P,Xe phổ thông,42.0,50880000.0,2,84.5
KH-00112,HỘ KINH DOANH TÚ ANH,KIDBIKE_1,Xe trẻ em nhóm 1,7.0,7830000.0,1,13.0
KH-00112,HỘ KINH DOANH TÚ ANH,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,1500000.0,1,2.49
KH-00113,DOANH NGHIỆP TW XÂY DỰNG,CITYBIKE_P,Xe phổ thông,29.0,39131106.0,2,100.0
KH-00114,CỬA HÀNG XE ĐẠP NGỌC ANH,CITYBIKE_P,Xe phổ thông,12.0,15600000.0,1,69.18
KH-00114,CỬA HÀNG XE ĐẠP NGỌC ANH,SPORTBIKE_A,Xe thể thao nhôm,3.0,6450000.0,1,28.6
KH-00114,CỬA HÀNG XE ĐẠP NGỌC ANH,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,500000.0,1,2.22
KH-00115,CÔNG TY CỔ PHẦN YÊN BÌNH,CITYBIKE_P,Xe phổ thông,30.0,36240000.0,2,69.36
KH-00115,CÔNG TY CỔ PHẦN YÊN BÌNH,KIDBIKE_1,Xe trẻ em nhóm 1,10.0,11100000.0,2,21.24
KH-00115,CÔNG TY CỔ PHẦN YÊN BÌNH,KIDBIKE_2,Xe trẻ em nhóm 2,10.0,4910000.0,2,9.4
KH-00116,HỘ KINH DOANH TOÀN THẮNG,CITYBIKE_P,Xe phổ thông,29.0,33390000.0,1,58.49
KH-00116,HỘ KINH DOANH TOÀN THẮNG,KIDBIKE_1,Xe trẻ em nhóm 1,21.0,23700000.0,1,41.51
KH-00117,HỘ KINH DOANH YÊN BÌNH,CITYBIKE_P,Xe phổ thông,26.0,30340000.0,2,62.57
KH-00117,HỘ KINH DOANH YÊN BÌNH,KIDBIKE_1,Xe trẻ em nhóm 1,16.0,18150000.0,2,37.43
KH-00118,HỘ KINH DOANH HÙNG CƯỜNG,CITYBIKE_P,Xe phổ thông,3.0,7361111.0,1,100.0
KH-00119,DOANH NGHIỆP TW MẶT TRỜI,CITYBIKE_P,Xe phổ thông,22.0,26090000.0,2,52.25
KH-00119,DOANH NGHIỆP TW MẶT TRỜI,KIDBIKE_1,Xe trẻ em nhóm 1,12.0,14110000.0,2,28.26
KH-00119,DOANH NGHIỆP TW MẶT TRỜI,SPORTBIKE_S,Xe thể thao thép,5.0,8267000.0,2,16.55
KH-00119,DOANH NGHIỆP TW MẶT TRỜI,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,1470000.0,1,2.94
KH-00120,CÔNG TY TNHH THANH BÌNH,CITYBIKE_P,Xe phổ thông,36.0,42690000.0,2,54.79
KH-00120,CÔNG TY TNHH THANH BÌNH,SPORTBIKE_S,Xe thể thao thép,5.0,12967500.0,1,16.64
KH-00120,CÔNG TY TNHH THANH BÌNH,KIDBIKE_1,Xe trẻ em nhóm 1,12.0,12600000.0,2,16.17
KH-00120,CÔNG TY TNHH THANH BÌNH,KIDBIKE_2,Xe trẻ em nhóm 2,13.0,6440000.0,2,8.26
KH-00120,CÔNG TY TNHH THANH BÌNH,SPORTBIKE_A,Xe thể thao nhôm,1.0,3222643.0,1,4.14
KH-00121,CÔNG TY TNHH CHI THÀNH,CITYBIKE_P,Xe phổ thông,10.0,11790000.0,1,46.18
KH-00121,CÔNG TY TNHH CHI THÀNH,SPORTBIKE_A,Xe thể thao nhôm,3.0,9667929.0,1,37.87
KH-00121,CÔNG TY TNHH CHI THÀNH,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,2100000.0,1,8.23
KH-00121,CÔNG TY TNHH CHI THÀNH,KIDBIKE_2,Xe trẻ em nhóm 2,4.0,1970000.0,1,7.72
KH-00122,CÔNG TY TNHH CHI THÀNH,CITYBIKE_P,Xe phổ thông,18.0,21540000.0,1,75.53
KH-00122,CÔNG TY TNHH CHI THÀNH,KIDBIKE_2,Xe trẻ em nhóm 2,10.0,4880000.0,1,17.11
KH-00122,CÔNG TY TNHH CHI THÀNH,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,2100000.0,1,7.36
KH-00123,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,CITYBIKE_P,Xe phổ thông,11.0,13040000.0,1,74.99
KH-00123,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,KIDBIKE_2,Xe trẻ em nhóm 2,9.0,4350000.0,1,25.01
KH-00124,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,CITYBIKE_P,Xe phổ thông,29.0,34920000.0,1,96.41
KH-00124,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,SPORTBIKE_S,Xe thể thao thép,1.0,1300000.0,1,3.59
KH-00125,HỘ KINH DOANH BÌNH MINH,CITYBIKE_P,Xe phổ thông,17.0,21860000.0,1,100.0
KH-00126,HỘ KINH DOANH HOÀ BÌNH,CITYBIKE_P,Xe phổ thông,53.0,64210000.0,2,60.48
KH-00126,HỘ KINH DOANH HOÀ BÌNH,KIDBIKE_1,Xe trẻ em nhóm 1,22.0,25660000.0,2,24.17
KH-00126,HỘ KINH DOANH HOÀ BÌNH,SPORTBIKE_S,Xe thể thao thép,7.0,8800000.0,1,8.29
KH-00126,HỘ KINH DOANH HOÀ BÌNH,KIDBIKE_2,Xe trẻ em nhóm 2,15.0,7500000.0,1,7.06
KH-00127,CỬA HÀNG XE ĐẠP TÂN TIẾN,CITYBIKE_P,Xe phổ thông,40.0,48240000.0,1,100.0
KH-00128,HỘ KINH DOANH TÂY BẮC,CITYBIKE_P,Xe phổ thông,27.0,32160000.0,1,69.07
KH-00128,HỘ KINH DOANH TÂY BẮC,KIDBIKE_1,Xe trẻ em nhóm 1,13.0,14400000.0,1,30.93
KH-00129,CÔNG TY CỔ PHẦN LÊ ANH,CITYBIKE_P,Xe phổ thông,33.0,40230000.0,1,66.71
KH-00129,CÔNG TY CỔ PHẦN LÊ ANH,SPORTBIKE_A,Xe thể thao nhôm,3.0,9667929.0,1,16.03
KH-00129,CÔNG TY CỔ PHẦN LÊ ANH,KIDBIKE_1,Xe trẻ em nhóm 1,5.0,5410000.0,1,8.97
KH-00129,CÔNG TY CỔ PHẦN LÊ ANH,KIDBIKE_2,Xe trẻ em nhóm 2,10.0,5000000.0,1,8.29
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,CITYBIKE_P,Xe phổ thông,137.0,164460000.0,5,86.02
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,KIDBIKE_1,Xe trẻ em nhóm 1,15.0,16520000.0,4,8.64
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,SPORTBIKE_S,Xe thể thao thép,8.0,10200000.0,1,5.34
KH-00131,CÔNG TY TNHH QUANG VINH,CITYBIKE_P,Xe phổ thông,26.0,30890000.0,1,88.03
KH-00131,CÔNG TY TNHH QUANG VINH,KIDBIKE_1,Xe trẻ em nhóm 1,4.0,4200000.0,1,11.97
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,CITYBIKE_P,Xe phổ thông,276.0,327150000.0,4,95.76
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,SPORTBIKE_A,Xe thể thao nhôm,3.0,6700000.0,2,1.96
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,SPORTBIKE_S,Xe thể thao thép,5.0,6300000.0,2,1.84
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,1500000.0,1,0.44
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,CITYBIKE_P,Xe phổ thông,79.0,112008320.0,5,74.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,KIDBIKE_2,Xe trẻ em nhóm 2,49.0,36620533.0,4,24.19
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,SPORTBIKE_S,Xe thể thao thép,1.0,2730000.0,1,1.8
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,CITYBIKE_P,Xe phổ thông,353.0,567748037.0,8,95.54
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,KIDBIKE_1,Xe trẻ em nhóm 1,12.0,15893328.0,1,2.67
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,SPORTBIKE_A,Xe thể thao nhôm,3.0,10634721.0,1,1.79
KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,CITYBIKE_P,Xe phổ thông,19.0,22580000.0,1,66.06
KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,SPORTBIKE_S,Xe thể thao thép,8.0,10100000.0,1,29.55
KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,1500000.0,1,4.39
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,CITYBIKE_P,Xe phổ thông,15.0,17840000.0,1,42.11
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,SPORTBIKE_S,Xe thể thao thép,10.0,12400000.0,1,29.27
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,KIDBIKE_1,Xe trẻ em nhóm 1,10.0,10660000.0,1,25.16
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,1470000.0,1,3.47
KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,CITYBIKE_P,Xe phổ thông,26.0,31080000.0,1,84.96
KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,SPORTBIKE_A,Xe thể thao nhôm,2.0,4300000.0,1,11.76
KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,SPORTBIKE_S,Xe thể thao thép,1.0,1200000.0,1,3.28
KH-00138,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,CITYBIKE_P,Xe phổ thông,31.0,37300000.0,1,70.58
KH-00138,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,KIDBIKE_1,Xe trẻ em nhóm 1,11.0,11550000.0,1,21.85
KH-00138,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,KIDBIKE_2,Xe trẻ em nhóm 2,8.0,4000000.0,1,7.57
KH-00139,HỘ KINH DOANH YÊN BÌNH,CITYBIKE_P,Xe phổ thông,44.0,52550000.0,3,42.28
KH-00139,HỘ KINH DOANH YÊN BÌNH,SPORTBIKE_A,Xe thể thao nhôm,19.0,46848146.0,2,37.69
KH-00139,HỘ KINH DOANH YÊN BÌNH,SPORTBIKE_S,Xe thể thao thép,20.0,24900000.0,3,20.03
KH-00140,CÔNG TY TNHH XÂY DỰNG,CITYBIKE_P,Xe phổ thông,57.0,68450000.0,3,69.2
KH-00140,CÔNG TY TNHH XÂY DỰNG,SPORTBIKE_A,Xe thể thao nhôm,8.0,17200000.0,2,17.39
KH-00140,CÔNG TY TNHH XÂY DỰNG,KIDBIKE_1,Xe trẻ em nhóm 1,5.0,5250000.0,1,5.31
KH-00140,CÔNG TY TNHH XÂY DỰNG,KIDBIKE_2,Xe trẻ em nhóm 2,9.0,4410000.0,2,4.46
KH-00140,CÔNG TY TNHH XÂY DỰNG,SPORTBIKE_S,Xe thể thao thép,3.0,3600000.0,1,3.64
KH-00141,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,CITYBIKE_P,Xe phổ thông,69.0,82160000.0,1,75.5
KH-00141,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,KIDBIKE_2,Xe trẻ em nhóm 2,49.0,24260000.0,1,22.29
KH-00141,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,2400000.0,1,2.21
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,CITYBIKE_P,Xe phổ thông,39.0,46560000.0,4,69.96
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,SPORTBIKE_S,Xe thể thao thép,11.0,14858500.0,3,22.33
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,SPORTBIKE_A,Xe thể thao nhôm,1.0,2400000.0,1,3.61
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,2260000.0,1,3.4
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,470000.0,1,0.71
KH-00143,DOANH NGHIỆP TW TÂY BẮC,CITYBIKE_P,Xe phổ thông,14.0,16800000.0,1,56.57
KH-00143,DOANH NGHIỆP TW TÂY BẮC,SPORTBIKE_A,Xe thể thao nhôm,6.0,12900000.0,1,43.43
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,KIDBIKE_1,Xe trẻ em nhóm 1,7.0,7350000.0,1,41.74
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,CITYBIKE_P,Xe phổ thông,5.0,5840000.0,1,33.16
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,SPORTBIKE_S,Xe thể thao thép,3.0,3920000.0,1,22.26
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,500000.0,1,2.84
KH-00145,HỘ KINH DOANH PHÚ THỊNH,SPORTBIKE_A,Xe thể thao nhôm,4.0,8600000.0,1,37.49
KH-00145,HỘ KINH DOANH PHÚ THỊNH,CITYBIKE_P,Xe phổ thông,6.0,7300000.0,1,31.82
KH-00145,HỘ KINH DOANH PHÚ THỊNH,KIDBIKE_1,Xe trẻ em nhóm 1,3.0,3600000.0,1,15.69
KH-00145,HỘ KINH DOANH PHÚ THỊNH,KIDBIKE_2,Xe trẻ em nhóm 2,7.0,3440000.0,1,15.0
KH-00146,HỘ KINH DOANH LONG PHÚ,SPORTBIKE_S,Xe thể thao thép,5.0,6700000.0,1,35.94
KH-00146,HỘ KINH DOANH LONG PHÚ,SPORTBIKE_A,Xe thể thao nhôm,2.0,4300000.0,1,23.07
KH-00146,HỘ KINH DOANH LONG PHÚ,KIDBIKE_1,Xe trẻ em nhóm 1,4.0,4200000.0,1,22.53
KH-00146,HỘ KINH DOANH LONG PHÚ,CITYBIKE_P,Xe phổ thông,3.0,3440000.0,1,18.45
KH-00147,CÔNG TY TNHH PHÚ THỊNH,CITYBIKE_P,Xe phổ thông,217.0,306096052.0,8,76.09
KH-00147,CÔNG TY TNHH PHÚ THỊNH,KIDBIKE_1,Xe trẻ em nhóm 1,63.0,72605637.0,6,18.05
KH-00147,CÔNG TY TNHH PHÚ THỊNH,SPORTBIKE_S,Xe thể thao thép,8.0,16017500.0,1,3.98
KH-00147,CÔNG TY TNHH PHÚ THỊNH,SPORTBIKE_A,Xe thể thao nhôm,2.0,4550000.0,1,1.13
KH-00147,CÔNG TY TNHH PHÚ THỊNH,KIDBIKE_2,Xe trẻ em nhóm 2,6.0,3000000.0,1,0.75
KH-00148,HỘ KINH DOANH THUỶ TIÊN,CITYBIKE_P,Xe phổ thông,58.0,68710000.0,4,83.0
KH-00148,HỘ KINH DOANH THUỶ TIÊN,KIDBIKE_1,Xe trẻ em nhóm 1,7.0,8100000.0,2,9.78
KH-00148,HỘ KINH DOANH THUỶ TIÊN,SPORTBIKE_A,Xe thể thao nhôm,1.0,3222643.0,1,3.89
KH-00148,HỘ KINH DOANH THUỶ TIÊN,SPORTBIKE_S,Xe thể thao thép,2.0,2750000.0,2,3.32
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,SPORTBIKE_A,Xe thể thao nhôm,9.0,22567929.0,1,34.05
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,CITYBIKE_P,Xe phổ thông,16.0,19420000.0,2,29.3
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,KIDBIKE_1,Xe trẻ em nhóm 1,10.0,10500000.0,2,15.84
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,SPORTBIKE_S,Xe thể thao thép,7.0,9300000.0,2,14.03
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,KIDBIKE_2,Xe trẻ em nhóm 2,9.0,4500000.0,2,6.79
KH-00150,HỘ KINH DOANH SÁN LẠP,SPORTBIKE_A,Xe thể thao nhôm,3.0,7522643.0,1,51.59
KH-00150,HỘ KINH DOANH SÁN LẠP,CITYBIKE_P,Xe phổ thông,6.0,7060000.0,1,48.41
KH-00151,CÔNG TY TNHH LÊ ANH,CITYBIKE_P,Xe phổ thông,60.0,69900000.0,2,55.77
KH-00151,CÔNG TY TNHH LÊ ANH,SPORTBIKE_S,Xe thể thao thép,23.0,51236000.0,2,40.88
KH-00151,CÔNG TY TNHH LÊ ANH,KIDBIKE_1,Xe trẻ em nhóm 1,4.0,4200000.0,2,3.35
KH-00152,HỘ KINH DOANH TRÍ ĐỨC,CITYBIKE_P,Xe phổ thông,66.0,76250000.0,3,87.95
KH-00152,HỘ KINH DOANH TRÍ ĐỨC,KIDBIKE_1,Xe trẻ em nhóm 1,9.0,9450000.0,2,10.9
KH-00152,HỘ KINH DOANH TRÍ ĐỨC,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1000000.0,1,1.15
KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,CITYBIKE_P,Xe phổ thông,21.0,25100000.0,1,74.04
