customer_code,customer_name,province_name,region,segment,tong_dt,so_don,recency,rank_dt,cumul_dt,cumul_pct,pareto_group
KH-00106,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Thanh Hóa,Miền Trung,Đã mất,88360000.0,1,375,166,47596388948.0,73.99,50-80%
KH-00352,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,Trung bình,88007574.0,1,48,167,47684396522.0,74.13,50-80%
KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,Lào Cai,Miền Bắc,Champions,87726720.0,4,5,168,47772123242.0,74.26,50-80%
KH-00235,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Nam Định,Miền Bắc,Nguy cơ rời bỏ,87420000.0,2,345,169,47859543242.0,74.4,50-80%
KH-00100,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,87295102.0,3,344,170,47946838344.0,74.53,50-80%
KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Nghệ An,Miền Trung,Loyal,87212952.0,4,24,171,48034051296.0,74.67,50-80%
KH-00021,HỘ KINH DOANH XÂY DỰNG,Hà Nội,Miền Bắc,Đã mất,87037037.0,1,414,172,48121088333.0,74.81,50-80%
KH-00267,CÔNG TY CỔ PHẦN HÙNG CƯỜNG,Nam Định,Miền Bắc,Nguy cơ rời bỏ,85460000.0,2,341,173,48206548333.0,74.94,50-80%
KH-00225,CÔNG TY TNHH TÂY BẮC,Hà Nam,Miền Bắc,Nguy cơ rời bỏ,84160000.0,2,338,174,48290708333.0,75.07,50-80%
KH-00266,CỬA HÀNG XE ĐẠP TÂN TIẾN,Nam Định,Miền Bắc,Trung bình,83590000.0,1,342,175,48374298333.0,75.2,50-80%
KH-00492,HỘ KINH DOANH ĐÔNG NAM,Thanh Hóa,Miền Trung,Loyal,83486647.0,2,25,176,48457784980.0,75.33,50-80%
KH-00107,CÔNG TY TNHH LONG PHÚ,Bắc Ninh,Miền Bắc,Nguy cơ rời bỏ,82830000.0,3,338,177,48540614980.0,75.46,50-80%
KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,Miền Bắc,Nguy cơ rời bỏ,82782643.0,4,339,178,48623397623.0,75.59,50-80%
KH-00163,HỘ KINH DOANH XUÂN MAI,Hà Nội,Miền Bắc,Có tiềm năng,82695483.0,4,335,179,48706093106.0,75.72,50-80%
KH-00406,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hưng Yên,Miền Bắc,Trung bình,82642778.0,1,38,180,48788735884.0,75.84,50-80%
KH-00436,CÔNG TY TNHH XÂY DỰNG,Hưng Yên,Miền Bắc,Champions,82538029.0,2,19,181,48871273913.0,75.97,50-80%
KH-00455,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Tĩnh,Miền Trung,Trung bình,82253317.0,1,36,182,48953527230.0,76.1,50-80%
KH-00214,DOANH NGHIỆP TW QUANG VINH,Hải Dương,Miền Bắc,Nguy cơ rời bỏ,81983500.0,2,341,183,49035510730.0,76.23,50-80%
KH-00369,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,Champions,81778027.0,3,17,184,49117288757.0,76.35,50-80%
KH-00457,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Thanh Hóa,Miền Trung,Champions,81697936.0,2,16,185,49198986693.0,76.48,50-80%
KH-00452,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hóa,Miền Trung,Loyal,81243320.0,2,20,186,49280230013.0,76.61,50-80%
KH-00109,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,Có tiềm năng,80790000.0,3,335,187,49361020013.0,76.73,50-80%
KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,Miền Trung,Có tiềm năng,80000000.0,3,335,188,49441020013.0,76.86,50-80%
KH-00545,CÔNG TY CỔ PHẦN AN PHÁT,Phú Thọ,Miền Bắc,Champions,79392764.0,3,5,189,49520412777.0,76.98,50-80%
KH-00514,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,Hà Nội,Miền Bắc,Champions,78236554.0,2,2,190,49598649331.0,77.1,50-80%
KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,Phú Thọ,Miền Bắc,Nguy cơ rời bỏ,77930000.0,3,341,191,49676579331.0,77.22,50-80%
KH-00120,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,77920143.0,2,341,192,49754499474.0,77.34,50-80%
KH-00485,CÔNG TY CỔ PHẦN SÁN LẠP,Hà Nội,Miền Bắc,Champions,77854057.0,2,17,193,49832353531.0,77.47,50-80%
KH-00506,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,Loyal,77829977.0,2,25,194,49910183508.0,77.59,50-80%
KH-00424,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,Champions,77487765.0,2,3,195,49987671273.0,77.71,50-80%
KH-00354,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Thái Nguyên,Miền Bắc,Trung bình,77331372.0,1,47,196,50065002645.0,77.83,50-80%
KH-00346,DOANH NGHIỆP TW TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,Champions,77197938.0,3,16,197,50142200583.0,77.95,50-80%
KH-00044,CÔNG TY TNHH THƯƠNG MẠI NGỌC ANH,Tam Kỳ,Miền Bắc,Trung bình,77025542.0,2,48,198,50219226125.0,78.07,50-80%
KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,Champions,75765540.0,2,16,199,50294991665.0,78.19,50-80%
KH-00421,DOANH NGHIỆP TW YÊN BÌNH,Hòa Bình,Miền Bắc,Trung bình,75644986.0,1,37,200,50370636651.0,78.3,50-80%
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hóa,Miền Trung,Ngủ đông,75574075.0,2,348,201,50446210726.0,78.42,50-80%
KH-00509,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,Bắc Ninh,Miền Bắc,Champions,74128591.0,2,17,202,50520339317.0,78.54,50-80%
KH-00340,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,Có tiềm năng,74108412.0,3,34,203,50594447729.0,78.65,50-80%
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,Nam Định,Miền Bắc,Nguy cơ rời bỏ,74017929.0,2,342,204,50668465658.0,78.77,50-80%
KH-00111,DOANH NGHIỆP TW MẶT TRỜI,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,72628500.0,2,339,205,50741094158.0,78.88,50-80%
KH-00475,CỬA HÀNG XE ĐẠP THIÊN AN,Hưng Yên,Miền Bắc,Loyal,72541467.0,2,24,206,50813635625.0,78.99,50-80%
KH-00381,DOANH NGHIỆP TW TÚ ANH,Ninh Bình,Miền Bắc,Champions,72067203.0,3,3,207,50885702828.0,79.1,50-80%
KH-00394,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Thanh Hóa,Miền Trung,Trung bình,71822204.0,1,41,208,50957525032.0,79.22,50-80%
KH-00520,CÔNG TY TNHH TÂY BẮC,Ninh Bình,Miền Bắc,Trung bình,71704244.0,1,32,209,51029229276.0,79.33,50-80%
KH-00608,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Quảng Trị,Miền Trung,Loyal,70911654.0,2,24,210,51100140930.0,79.44,50-80%
KH-00314,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Hải Phòng,Miền Bắc,Ngủ đông,70640000.0,1,338,211,51170780930.0,79.55,50-80%
KH-00481,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,Loyal,70334427.0,2,24,212,51241115357.0,79.66,50-80%
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,Hải Dương,Miền Bắc,Trung bình,70285917.0,2,33,213,51311401274.0,79.77,50-80%
KH-00339,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hà Nội,Miền Bắc,Champions,70037390.0,2,17,214,51381438664.0,79.87,50-80%
KH-00102,CỬA HÀNG XE ĐẠP AN PHÁT,Bắc Ninh,Miền Bắc,Đã mất,69700000.0,1,377,215,51451138664.0,79.98,50-80%
KH-00348,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Thanh Hóa,Miền Trung,Champions,69311102.0,3,3,216,51520449766.0,80.09,80-95%
KH-00607,CÔNG TY TNHH TÚ ANH,Nghệ An,Miền Trung,Champions,69146654.0,3,17,217,51589596420.0,80.2,80-95%
KH-00367,CÔNG TY CỔ PHẦN ĐÔNG NAM,Thanh Hóa,Miền Trung,Trung bình,68896093.0,1,44,218,51658492513.0,80.3,80-95%
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,Ngủ đông,68267826.0,2,346,219,51726760339.0,80.41,80-95%
KH-00538,HỘ KINH DOANH PHÚC AN,Cao Bằng,Miền Bắc,Loyal,68250264.0,1,32,220,51795010603.0,80.52,80-95%
KH-00276,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,Có tiềm năng,68110000.0,2,335,221,51863120603.0,80.62,80-95%
KH-00355,DOANH NGHIỆP TW PHÚC AN,Thanh Hóa,Miền Trung,Loyal,67620537.0,3,24,222,51930741140.0,80.73,80-95%
KH-00186,HỘ KINH DOANH XÂY DỰNG,Vĩnh Phúc,Miền Bắc,Có tiềm năng,67567129.0,4,335,223,51998308269.0,80.83,80-95%
KH-00395,HỘ KINH DOANH TÂY BẮC,Bắc Ninh,Miền Bắc,Loyal,67061276.0,2,20,224,52065369545.0,80.94,80-95%
KH-00577,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Hưng Yên,Miền Bắc,Loyal,66969336.0,1,29,225,52132338881.0,81.04,80-95%
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,Có tiềm năng,66548500.0,4,335,226,52198887381.0,81.14,80-95%
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,Miền Bắc,Nguy cơ rời bỏ,66287929.0,2,345,227,52265175310.0,81.25,80-95%
KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,66020000.0,2,342,228,52331195310.0,81.35,80-95%
KH-00301,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Hải Phòng,Miền Bắc,Ngủ đông,64940000.0,1,338,229,52396135310.0,81.45,80-95%
KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,Nguy cơ rời bỏ,64680000.0,3,337,230,52460815310.0,81.55,80-95%
KH-00262,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,64270000.0,2,339,231,52525085310.0,81.65,80-95%
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,Thanh Hoá,Miền Trung,Nguy cơ rời bỏ,64070000.0,2,342,232,52589155310.0,81.75,80-95%
KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Bắc Ninh,Miền Bắc,Loyal,63901840.0,3,20,233,52653057150.0,81.85,80-95%
KH-00456,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Tĩnh,Miền Trung,Trung bình,63827764.0,1,36,234,52716884914.0,81.95,80-95%
KH-00560,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hải Phòng,Miền Bắc,Loyal,63440545.0,1,30,235,52780325459.0,82.05,80-95%
KH-00035,CỬA HÀNG XE ĐẠP TÂY BẮC,Đà Nẵng,Miền Trung,Nguy cơ rời bỏ,63200000.0,4,338,236,52843525459.0,82.15,80-95%
KH-00467,DOANH NGHIỆP TW TÂY BẮC,Quảng Trị,Miền Trung,Champions,63071655.0,2,16,237,52906597114.0,82.24,80-95%
KH-00073,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Thanh Hoá,Miền Trung,Trung bình,62612500.0,2,335,238,52969209614.0,82.34,80-95%
KH-00517,CỬA HÀNG XE ĐẠP PHÚ THỊNH,Hưng Yên,Miền Bắc,Trung bình,62083320.0,1,32,239,53031292934.0,82.44,80-95%
KH-00164,HỘ KINH DOANH XÂY DỰNG,Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,Miền Bắc,Nguy cơ rời bỏ,61750000.0,2,345,240,53093042934.0,82.53,80-95%
KH-00330,CÔNG TY TNHH THIÊN AN,Hà Giang,Miền Bắc,Trung bình,61560000.0,1,335,241,53154602934.0,82.63,80-95%
KH-00112,HỘ KINH DOANH TÚ ANH,Khu 2- thị trấn Kim Tân- Thạch Thành - Thanh Hóa,Miền Bắc,Ngủ đông,61441481.0,2,347,242,53216044415.0,82.73,80-95%
KH-00496,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,Champions,61434986.0,2,16,243,53277479401.0,82.82,80-95%
KH-00216,HỘ KINH DOANH NGỌC ANH,Hà Nam,Miền Bắc,Đã mất,61070000.0,1,346,244,53338549401.0,82.92,80-95%
KH-00571,CỬA HÀNG XE ĐẠP THUỶ TIÊN,Tuyên Quang,Miền Bắc,Champions,60770529.0,2,16,245,53399319930.0,83.01,80-95%
KH-00129,CÔNG TY CỔ PHẦN LÊ ANH,Tĩnh Thanh Hoá,Miền Bắc,Đã mất,60307929.0,1,374,246,53459627859.0,83.1,80-95%
KH-00080,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,Đã mất,60020000.0,1,380,247,53519647859.0,83.2,80-95%
KH-00325,HỘ KINH DOANH THANH BÌNH,Hạ Long,Miền Bắc,Trung bình,59956468.0,1,335,248,53579604327.0,83.29,80-95%
KH-00237,DOANH NGHIỆP TW LÊ ANH,Tuyên Quang,Miền Bắc,Nguy cơ rời bỏ,59932962.0,2,344,249,53639537289.0,83.38,80-95%
KH-00432,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,Champions,59849515.0,2,17,250,53699386804.0,83.48,80-95%
KH-00438,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hưng Yên,Miền Bắc,Loyal,59563322.0,2,24,251,53758950126.0,83.57,80-95%
KH-00221,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hưng Yên,Miền Bắc,Nguy cơ rời bỏ,59460000.0,2,339,252,53818410126.0,83.66,80-95%
KH-00621,CÔNG TY TNHH SƠN HÀ,Hưng Yên,Miền Bắc,Loyal,59162297.0,1,22,253,53877572423.0,83.75,80-95%
KH-00252,CÔNG TY TNHH TÂY BẮC,Hà Nội,Miền Bắc,Trung bình,59107574.0,1,344,254,53936679997.0,83.85,80-95%
KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Hưng Yên,Miền Bắc,Champions,58840357.0,2,5,255,53995520354.0,83.94,80-95%
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,Hạ Long,Miền Bắc,Đã mất,58740000.0,1,346,256,54054260354.0,84.03,80-95%
KH-00268,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Hà Nội,Miền Bắc,Trung bình,58140000.0,1,341,257,54112400354.0,84.12,80-95%
KH-00255,CÔNG TY TNHH PHÚ THỊNH,Hải Dương,Miền Bắc,Nguy cơ rời bỏ,58060000.0,2,339,258,54170460354.0,84.21,80-95%
KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,TP Hải Phòng,Miền Bắc,Loyal,57944428.0,2,25,259,54228404782.0,84.3,80-95%
KH-00110,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,57900000.0,2,342,260,54286304782.0,84.39,80-95%
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,57790000.0,2,345,261,54344094782.0,84.48,80-95%
KH-00284,HỘ KINH DOANH NGỌC ANH,Hưng Yên,Miền Bắc,Có tiềm năng,57562772.0,2,36,262,54401657554.0,84.57,80-95%
KH-00270,DOANH NGHIỆP TW TÚ ANH,Phú Thọ,Miền Bắc,Trung bình,57290000.0,1,341,263,54458947554.0,84.66,80-95%
KH-00575,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Quảng Ninh,Miền Bắc,Loyal,57141645.0,1,29,264,54516089199.0,84.75,80-95%
KH-00116,HỘ KINH DOANH TOÀN THẮNG,Hưng Yên,Miền Bắc,Đã mất,57090000.0,1,375,265,54573179199.0,84.84,80-95%
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,56517000.0,2,339,266,54629696199.0,84.92,80-95%
KH-00392,HỘ KINH DOANH SƠN HÀ,Hà Tĩnh,Miền Trung,Champions,56393317.0,2,5,267,54686089516.0,85.01,80-95%
KH-00389,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Thanh Hoá,Miền Trung,Champions,56069708.0,2,3,268,54742159224.0,85.1,80-95%
KH-00327,CÔNG TY TNHH MẶT TRỜI,Vĩnh Phúc,Miền Bắc,Trung bình,55970000.0,1,335,269,54798129224.0,85.19,80-95%
KH-00471,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Tĩnh,Miền Trung,Trung bình,55482205.0,1,34,270,54853611429.0,85.27,80-95%
KH-00531,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,Loyal,55249433.0,2,24,271,54908860862.0,85.36,80-95%
KH-00285,CÔNG TY TNHH ĐÔNG NAM,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,55041000.0,2,340,272,54963901862.0,85.44,80-95%
KH-00190,HỘ KINH DOANH XÂY DỰNG,Hà Nội,Miền Bắc,Không thể mất,54567000.0,3,346,273,55018468862.0,85.53,80-95%
KH-00283,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,Nguy cơ rời bỏ,54240000.0,2,339,274,55072708862.0,85.61,80-95%
KH-00201,HỘ KINH DOANH XUÂN MAI,Hải Dương,Miền Bắc,Đã mất,54234212.0,1,347,275,55126943074.0,85.7,80-95%
KH-00597,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,TP Hải Phòng,Miền Bắc,Loyal,54138131.0,1,25,276,55181081205.0,85.78,80-95%
KH-00368,HỘ KINH DOANH HOÀ BÌNH,Hà Nội,Miền Bắc,Trung bình,54000819.0,1,44,277,55235082024.0,85.86,80-95%
KH-00119,DOANH NGHIỆP TW MẶT TRỜI,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,53513597.0,2,341,278,55288595621.0,85.95,80-95%
KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,Champions,53298878.0,2,17,279,55341894499.0,86.03,80-95%
KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,Champions,53260355.0,2,19,280,55395154854.0,86.11,80-95%
KH-00138,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Thái Bình,Miền Bắc,Đã mất,52850000.0,1,372,281,55448004854.0,86.2,80-95%
KH-00527,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,Champions,52840355.0,2,2,282,55500845209.0,86.28,80-95%
KH-00269,HỘ KINH DOANH AN PHÁT,Phú Thọ,Miền Bắc,Trung bình,52678500.0,1,341,283,55553523709.0,86.36,80-95%
KH-00543,CÔNG TY CỔ PHẦN SƠN HÀ,Hà Nội,Miền Bắc,Champions,52429986.0,2,5,284,55605953695.0,86.44,80-95%
KH-00115,CÔNG TY CỔ PHẦN YÊN BÌNH,Thanh Hóa,Miền Trung,Trung bình,52250000.0,2,335,285,55658203695.0,86.52,80-95%
KH-00096,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,Ngủ đông,52127000.0,2,348,286,55710330695.0,86.6,80-95%
KH-00612,DOANH NGHIỆP TW XÂY DỰNG,TP Hải Phòng,Miền Bắc,Loyal,52107022.0,1,24,287,55762437717.0,86.68,80-95%
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,TP Hải Phòng,Miền Bắc,Nguy cơ rời bỏ,52103683.0,2,338,288,55814541400.0,86.77,80-95%
KH-00365,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Hà Nội,Miền Bắc,Champions,52021369.0,2,5,289,55866562769.0,86.85,80-95%
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,Bắc Ninh,Miền Bắc,Nguy cơ rời bỏ,51900000.0,3,339,290,55918462769.0,86.93,80-95%
KH-00063,HỘ KINH DOANH VẠN LỢI,Bắc Giang,Miền Bắc,Nguy cơ rời bỏ,51715148.0,2,338,291,55970177917.0,87.01,80-95%
KH-00282,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,51690000.0,3,338,292,56021867917.0,87.09,80-95%
KH-00092,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,Có tiềm năng,51482643.0,3,335,293,56073350560.0,87.17,80-95%
KH-00459,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,Loyal,51079989.0,2,29,294,56124430549.0,87.25,80-95%
KH-00028,DOANH NGHIỆP TW PHÚ THỊNH,Phú Thọ,Miền Bắc,Nguy cơ rời bỏ,51050000.0,2,338,295,56175480549.0,87.33,80-95%
KH-00442,CÔNG TY TNHH HOÀ BÌNH,Phú Thọ,Miền Bắc,Loyal,50945544.0,2,32,296,56226426093.0,87.41,80-95%
KH-00344,CÔNG TY TNHH PHÚC AN,Phú Thọ,Miền Bắc,Trung bình,50565548.0,1,48,297,56276991641.0,87.48,80-95%
KH-00472,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,Loyal,50409246.0,2,32,298,56327400887.0,87.56,80-95%
KH-00433,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Hà Nội,Miền Bắc,Trung bình,49297210.0,1,36,299,56376698097.0,87.64,80-95%
KH-00261,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,Trung bình,49160000.0,1,342,300,56425858097.0,87.72,80-95%
KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,Champions,48760915.0,3,3,301,56474619012.0,87.79,80-95%
KH-00059,CÔNG TY TNHH TRÍ ĐỨC,Hải Dương,Miền Bắc,Đã mất,48680000.0,1,384,302,56523299012.0,87.87,80-95%
KH-00117,HỘ KINH DOANH YÊN BÌNH,Hưng yên,Miền Bắc,Trung bình,48490000.0,2,335,303,56571789012.0,87.94,80-95%
KH-00127,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nam,Miền Bắc,Đã mất,48240000.0,1,374,304,56620029012.0,88.02,80-95%
KH-00614,CỬA HÀNG XE ĐẠP NAM TIẾN,Quảng Ninh,Miền Bắc,Loyal,48134990.0,1,24,305,56668164002.0,88.09,80-95%
KH-00068,CÔNG TY CỔ PHẦN SÁN LẠP,Vĩnh Phúc,Miền Bắc,Không thể mất,48010000.0,3,348,306,56716174002.0,88.17,80-95%
KH-00609,DOANH NGHIỆP TW NGỌC ANH,Hưng Yên,Miền Bắc,Champions,47958781.0,2,17,307,56764132783.0,88.24,80-95%
KH-00561,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Bắc Ninh,Miền Bắc,Loyal,47910731.0,1,30,308,56812043514.0,88.32,80-95%
KH-00192,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,Có tiềm năng,47910000.0,3,335,309,56859953514.0,88.39,80-95%
KH-00278,CÔNG TY TNHH QUANG VINH,Hà Nội,Miền Bắc,Ngủ đông,47790000.0,1,341,310,56907743514.0,88.46,80-95%
KH-00512,CÔNG TY TNHH ĐẠI DƯƠNG,Phú Thọ,Miền Bắc,Champions,47577767.0,2,3,311,56955321281.0,88.54,80-95%
KH-00435,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,Champions,47539618.0,3,16,312,57002860899.0,88.61,80-95%
KH-00373,DOANH NGHIỆP TW THIÊN AN,Hưng Yên,Miền Bắc,Có tiềm năng,47111094.0,2,44,313,57049971993.0,88.69,80-95%
KH-00085,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,46780000.0,2,339,314,57096751993.0,88.76,80-95%
KH-00312,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,Ngủ đông,46750000.0,1,338,315,57143501993.0,88.83,80-95%
KH-00128,HỘ KINH DOANH TÂY BẮC,Thanh Hóa,Miền Trung,Đã mất,46560000.0,1,374,316,57190061993.0,88.9,80-95%
KH-00036,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,Hà Nội,Miền Bắc,Không thể mất,46324073.0,3,387,317,57236386066.0,88.98,80-95%
KH-00570,HỘ KINH DOANH TOÀN THẮNG,Hải Phòng,Miền Bắc,Loyal,45885445.0,3,25,318,57282271511.0,89.05,80-95%
KH-00615,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hải Phòng,Miền Bắc,Loyal,45789063.0,1,24,319,57328060574.0,89.12,80-95%
KH-00569,CÔNG TY TNHH VẠN LỢI,TP Huế,Miền Bắc,Champions,45522665.0,2,16,320,57373583239.0,89.19,80-95%
KH-00358,CÔNG TY TNHH SƠN HÀ,Thanh Hóa,Miền Trung,Champions,45427487.0,2,3,321,57419010726.0,89.26,80-95%
KH-00081,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hưng Yên,Miền Bắc,Đã mất,45220000.0,1,380,322,57464230726.0,89.33,80-95%
KH-00482,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Hà Nội,Miền Bắc,Trung bình,44872212.0,1,33,323,57509102938.0,89.4,80-95%
KH-00273,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,Vĩnh Phúc,Miền Bắc,Ngủ đông,44730000.0,1,341,324,57553832938.0,89.47,80-95%
KH-00525,CỬA HÀNG XE ĐẠP SÁN LẠP,Hưng Yên,Miền Bắc,Trung bình,44550175.0,1,32,325,57598383113.0,89.54,80-95%
KH-00430,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,Có tiềm năng,44446658.0,2,34,326,57642829771.0,89.61,80-95%
KH-00566,DOANH NGHIỆP TW PHÚ THỊNH,Hải Phòng,Miền Bắc,Loyal,44172215.0,1,30,327,57687001986.0,89.68,80-95%
KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,Miền Bắc,Loyal,44041190.0,1,29,328,57731043176.0,89.74,80-95%
KH-00254,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nam,Miền Bắc,Nguy cơ rời bỏ,43942860.0,2,341,329,57774986036.0,89.81,80-95%
KH-00272,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Vĩnh Phúc,Miền Bắc,Có tiềm năng,43920000.0,2,335,330,57818906036.0,89.88,80-95%
KH-00099,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,Đã mất,43710000.0,1,377,331,57862616036.0,89.95,80-95%
