customer_code,customer_name,product_code,product_name,color,tong_sl,tong_dt
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,2.0,2260000.0
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,6.0,9780000.0
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,8.0,13040000.0
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,3.0,4890000.0
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,13.0,16900000.0
KH-00089,HỘ KINH DOANH TOÀN THẮNG,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,17.0,20400000.0
KH-00089,HỘ KINH DOANH TOÀN THẮNG,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,22.0,26400000.0
KH-00089,HỘ KINH DOANH TOÀN THẮNG,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,3.0,3600000.0
KH-00089,HỘ KINH DOANH TOÀN THẮNG,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,5.0,6250000.0
KH-00089,HỘ KINH DOANH TOÀN THẮNG,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,26.0,32500000.0
KH-00089,HỘ KINH DOANH TOÀN THẮNG,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,2.0,2260000.0
KH-00089,HỘ KINH DOANH TOÀN THẮNG,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,5.0,5650000.0
KH-00089,HỘ KINH DOANH TOÀN THẮNG,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,3.0,3540000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,189.0,198450000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,89.0,93450000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,89.0,93450000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,53.0,60950000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,48.0,55200000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,2.0,2500000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,40.0,50000000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,17.0,20060000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,30.0,37500000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,18.0,22500000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,32.0,36160000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20.0,22600000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,87.0,98310000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,45.0,50850000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,20.0,23600000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,20.0,23600000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,29.0,34400000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,20.0,23600000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,105.0,126000000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,78.0,93600000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,77.0,92400000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,123.0,147600000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,64.0,81920000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,19.0,24700000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,8.0,10400000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,000335002001000,Xe đạp Thống Nhất Super 24 Đen,Đen,36.0,45600000.0
KH-00091,CÔNG TY TNHH BÌNH MINH,1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,Đen,27.0,58050000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,3.0,3150000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,2.0,2100000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,3.0,3150000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,5.0,6000000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,4.0,4800000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,2.0,2500000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,2.0,2300000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,4.0,4800000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,6.0,7200000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,3.0,3750000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,5.0,6250000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,5.0,5650000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,1.0,1130000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,10.0,11300000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,2.0,2260000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,8.0,9440000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,3.0,3540000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,15.0,17700000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,1.0,1180000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,9.0,10800000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,4.0,4800000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,3.0,3600000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,7.0,8400000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,2.0,2500000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,2.0,2500000.0
KH-00097,CÔNG TY TNHH XUÂN MAI,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,3.0,3900000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,8.0,8400000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,2.0,2100000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,3.0,3150000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,3.0,3600000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,5.0,6250000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,2.0,2300000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,15.0,18000000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,1.0,1200000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,16.0,20000000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,1.0,1250000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,19.0,21470000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,40.0,45200000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,2.0,2260000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,5.0,5900000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,12.0,14160000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,36.0,42480000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,22.0,25960000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,5.0,6000000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,5.0,6000000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,5.0,6000000.0
KH-00098,HỘ KINH DOANH MẶT TRỜI,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,5.0,6000000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,3.0,3450000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,5.0,6250000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,5.0,6250000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,5.0,5650000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,3.0,3390000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,14.0,15820000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,6.0,6780000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,9.0,10620000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,3.0,3540000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,18.0,21240000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,5.0,5900000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,5.0,6000000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,8.0,9600000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,1.0,1250000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,1.0,1250000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000335002001000,Xe đạp Thống Nhất Super 24 Đen,Đen,1.0,1200000.0
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,47.0,61100000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,1.0,1050000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,2.0,2100000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,1.0,1200000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,2.0,2400000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,1.0,1200000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,3.0,3750000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,2.0,2500000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,4.0,4520000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,8.0,9040000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,10.0,11300000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,5.0,5900000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,6.0,7080000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,7.0,8260000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,5.0,6000000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,3.0,3600000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,3.0,3600000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,15.0,18000000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,1.0,1250000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,2.0,2500000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000335002001000,Xe đạp Thống Nhất Super 24 Đen,Đen,1.0,1200000.0
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,33.0,42900000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,2.0,2500000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,16.0,19200000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,10.0,12000000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,35.0,43750000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,30.0,37500000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,3.0,3390000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20.0,22600000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,30.0,33900000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,8.0,9040000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,3.0,3540000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,15.0,17700000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,30.0,35400000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,7.0,8260000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,1.0,1200000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,1.0,1200000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,1.0,1200000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,3.0,3600000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,1.0,1250000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,1.0,1250000.0
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,Đen,1.0,2150000.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,6.0,7500000.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,7.0,10286108.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,5.0,6250000.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,5.0,5900000.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,5.0,8150000.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,3.0,5091666.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,2.0,3394444.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,2.0,3394444.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,3.0,5091666.0
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,2.0,3598888.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,7.0,9271108.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,2.0,2648888.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,1.0,1324444.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,6.0,9197219.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,5.0,8027775.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,3.0,4816665.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,10.0,15619440.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,19.0,29697860.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,20.0,31266748.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,7.0,10982216.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,46.0,74587673.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,28.0,45302768.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,56.0,90909711.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,31.0,50313977.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,10.0,17994440.0
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,23.0,41567769.0
KH-00147,CÔNG TY TNHH PHÚ THỊNH,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,17.0,20976660.0
KH-00147,CÔNG TY TNHH PHÚ THỊNH,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,5.0,5250000.0
KH-00147,CÔNG TY TNHH PHÚ THỊNH,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,5.0,5250000.0
KH-00147,CÔNG TY TNHH PHÚ THỊNH,000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,2.0,2400000.0
KH-00147,CÔNG TY TNHH PHÚ THỊNH,000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,2.0,2400000.0
KH-00147,CÔNG TY TNHH PHÚ THỊNH,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,2.0,2500000.0
KH-00147,CÔNG TY TNHH PHÚ THỊNH,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,6.0,8622220.0
KH-00147,CÔNG TY TNHH PHÚ THỊNH,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,2.0,2500000.0
