province_name,region,group_code,tong_dt,tong_sl,so_don,year
Quảng Trị,Miền Trung,CITYBIKE_P,70283319.0,42.0,5,2026
Quảng Trị,Miền Trung,KIDBIKE_1,7946664.0,6.0,1,2026
Quảng Trị,Miền Trung,KIDBIKE_2,8034069.0,9.0,1,2026
Quảng Trị,Miền Trung,SPORTBIKE_S,2716111.0,1.0,1,2026
Sầm Sơn,Miền Bắc,CITYBIKE_P,42623881.0,26.0,2,2026
Sầm Sơn,Miền Bắc,KIDBIKE_1,17557680.0,14.0,1,2026
Sầm Sơn,Miền Bắc,KIDBIKE_2,12908877.0,14.0,1,2026
TP Huế,Miền Bắc,CITYBIKE_P,22709993.0,14.0,1,2026
TP Huế,Miền Bắc,KIDBIKE_1,10385459.0,8.0,2,2026
TP Huế,Miền Bắc,KIDBIKE_2,5663328.0,6.0,1,2026
TP Hải Phòng,Miền Bắc,CITYBIKE_P,636540603.0,394.0,26,2026
TP Hải Phòng,Miền Bắc,KIDBIKE_1,87976449.0,69.0,15,2026
TP Hải Phòng,Miền Bắc,KIDBIKE_2,29662751.0,32.0,6,2026
TP Hải Phòng,Miền Bắc,SPORTBIKE_S,23224440.0,11.0,4,2026
TP Đà Nẵng,Miền Bắc,CITYBIKE_P,52411105.0,27.0,3,2026
TP Đà Nẵng,Miền Bắc,SPORTBIKE_S,3231481.0,1.0,1,2026
TP. Hồ Chí Minh,Miền Nam,CITYBIKE_P,692044591.0,355.0,52,2026
TP. Hồ Chí Minh,Miền Nam,KIDBIKE_1,426850913.0,258.0,53,2026
TP. Hồ Chí Minh,Miền Nam,KIDBIKE_2,351098595.0,315.0,39,2026
TP. Hồ Chí Minh,Miền Nam,SPORTBIKE_S,189106304.0,76.0,15,2026
Tam Kỳ,Miền Bắc,CITYBIKE_P,47775542.0,30.0,1,2026
Thanh Hoá,Miền Trung,CITYBIKE_P,245758274.0,153.0,10,2026
Thanh Hoá,Miền Trung,KIDBIKE_1,20446197.0,16.0,3,2026
Thanh Hoá,Miền Trung,KIDBIKE_2,29439421.0,32.0,4,2026
Thanh Hoá,Miền Trung,SPORTBIKE_S,2730000.0,1.0,1,2026
Thanh Hóa,Miền Trung,CITYBIKE_P,1798434208.0,1131.0,49,2026
Thanh Hóa,Miền Trung,KIDBIKE_1,192250588.0,152.0,20,2026
Thanh Hóa,Miền Trung,KIDBIKE_2,50252185.0,55.0,9,2026
Thanh Hóa,Miền Trung,SPORTBIKE_A,53287585.0,19.0,4,2026
Thanh Hóa,Miền Trung,SPORTBIKE_S,39817766.0,18.0,4,2026
Thái Bình,Miền Bắc,CITYBIKE_P,276454389.0,174.0,9,2026
Thái Bình,Miền Bắc,KIDBIKE_1,7904997.0,6.0,3,2026
Thái Bình,Miền Bắc,KIDBIKE_2,4774996.0,5.0,2,2026
Thái Nguyên,Miền Bắc,CITYBIKE_P,796684275.0,501.0,10,2026
Thái Nguyên,Miền Bắc,KIDBIKE_1,68963216.0,49.0,5,2026
Thái Nguyên,Miền Bắc,KIDBIKE_2,54677728.0,60.0,2,2026
Thái Nguyên,Miền Bắc,SPORTBIKE_S,4815554.0,2.0,1,2026
Thừa Thiên Huế,Miền Trung,CITYBIKE_P,58953315.0,37.0,1,2026
Thừa Thiên Huế,Miền Trung,KIDBIKE_1,3551388.0,3.0,1,2026
Thừa Thiên Huế,Miền Trung,SPORTBIKE_S,9631108.0,4.0,1,2026
Tuyên Quang,Miền Bắc,CITYBIKE_P,68593313.0,43.0,4,2026
Tuyên Quang,Miền Bắc,KIDBIKE_1,29071379.0,23.0,4,2026
Tuyên Quang,Miền Bắc,KIDBIKE_2,4719440.0,5.0,1,2026
Tuyên Quang,Miền Bắc,SPORTBIKE_S,10594440.0,5.0,1,2026
Vinh,Miền Bắc,CITYBIKE_P,247721053.0,157.0,2,2026
Vinh,Miền Bắc,KIDBIKE_1,6622220.0,5.0,1,2026
Vĩnh Phúc,Miền Bắc,CITYBIKE_P,67850543.0,42.0,3,2026
Vĩnh Phúc,Miền Bắc,KIDBIKE_1,18191475.0,14.0,3,2026
Điện Biên,Miền Bắc,CITYBIKE_P,26752214.0,16.0,2,2026
Điện Biên,Miền Bắc,KIDBIKE_1,7946664.0,6.0,1,2026
Đà Nẵng,Miền Trung,CITYBIKE_P,209304414.0,128.0,10,2026
Đà Nẵng,Miền Trung,KIDBIKE_1,30946195.0,25.0,7,2026
Đà Nẵng,Miền Trung,KIDBIKE_2,943888.0,1.0,1,2026
Đà Nẵng,Miền Trung,SPORTBIKE_A,5328518.0,2.0,2,2026
Đà Nẵng,Miền Trung,SPORTBIKE_S,8475552.0,4.0,3,2026
Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.,Miền Bắc,CITYBIKE_P,84722222.0,50.0,1,2026
Đồng Hới,Miền Bắc,CITYBIKE_P,66364986.0,39.0,1,2026
