customer_code,customer_name,fiscal_year,fiscal_month,ym,so_don,tong_sl,tong_dt,so_nhom_sp,so_sku
KH-00127,CỬA HÀNG XE ĐẠP TÂN TIẾN,2025,2,2025-02,1,40.0,48240000.0,1,6
KH-00128,HỘ KINH DOANH TÂY BẮC,2025,2,2025-02,1,40.0,46560000.0,2,12
KH-00129,CÔNG TY CỔ PHẦN LÊ ANH,2025,2,2025-02,1,51.0,60307929.0,4,22
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,2025,2,2025-02,1,30.0,36600000.0,1,9
KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,2025,3,2025-03,4,130.0,154580000.0,3,41
KH-00131,CÔNG TY TNHH QUANG VINH,2025,2,2025-02,1,30.0,35090000.0,2,14
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,2025,2,2025-02,1,61.0,73740000.0,2,14
KH-00132,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,2025,3,2025-03,3,226.0,267910000.0,4,32
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,2025,2,2025-02,3,53.0,52861481.0,2,12
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,2025,3,2025-03,1,6.0,3000000.0,1,1
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,2026,1,2026-01,2,48.0,81618593.0,3,13
KH-00133,DOANH NGHIỆP TW YÊN BÌNH,2026,2,2026-02,1,41.0,56226085.0,2,10
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,2025,2,2025-02,1,81.0,128609691.0,1,8
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,2025,3,2025-03,2,68.0,108069244.0,2,6
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,2026,1,2026-01,4,158.0,265356055.0,2,31
KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,2026,2,2026-02,1,123.0,204911072.0,1,20
KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,2025,2,2025-02,1,30.0,34180000.0,3,19
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,2025,2,2025-02,1,38.0,42370000.0,4,25
KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,2025,2,2025-02,1,29.0,36580000.0,3,11
KH-00138,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,2025,2,2025-02,1,50.0,52850000.0,3,26
KH-00139,HỘ KINH DOANH YÊN BÌNH,2025,2,2025-02,1,50.0,73572860.0,3,34
KH-00139,HỘ KINH DOANH YÊN BÌNH,2025,3,2025-03,2,33.0,50725286.0,3,20
KH-00140,CÔNG TY TNHH XÂY DỰNG,2025,2,2025-02,1,29.0,40760000.0,3,15
KH-00140,CÔNG TY TNHH XÂY DỰNG,2025,3,2025-03,2,53.0,58150000.0,4,25
KH-00141,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,2025,2,2025-02,1,120.0,108820000.0,3,40
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,2025,2,2025-02,1,11.0,13450000.0,2,9
KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,2025,3,2025-03,3,43.0,53098500.0,5,20
KH-00143,DOANH NGHIỆP TW TÂY BẮC,2025,2,2025-02,1,20.0,29700000.0,2,12
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,2025,2,2025-02,1,20.0,22418078.0,4,17
KH-00145,HỘ KINH DOANH PHÚ THỊNH,2025,2,2025-02,1,20.0,22940000.0,4,13
KH-00146,HỘ KINH DOANH LONG PHÚ,2025,2,2025-02,1,14.0,18640000.0,4,11
KH-00147,CÔNG TY TNHH PHÚ THỊNH,2025,2,2025-02,1,53.0,64955042.0,3,22
KH-00147,CÔNG TY TNHH PHÚ THỊNH,2025,3,2025-03,2,93.0,111443201.0,4,35
KH-00147,CÔNG TY TNHH PHÚ THỊNH,2026,2,2026-02,5,204.0,290326127.0,2,20
KH-00148,HỘ KINH DOANH THUỶ TIÊN,2025,2,2025-02,2,16.0,21422643.0,4,12
KH-00148,HỘ KINH DOANH THUỶ TIÊN,2025,3,2025-03,2,52.0,61360000.0,3,18
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,2025,2,2025-02,1,23.0,35767929.0,5,11
KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,2025,3,2025-03,1,28.0,30520000.0,4,11
KH-00150,HỘ KINH DOANH SÁN LẠP,2025,2,2025-02,1,9.0,14582643.0,2,8
KH-00151,CÔNG TY TNHH LÊ ANH,2025,2,2025-02,1,36.0,42300000.0,3,23
KH-00151,CÔNG TY TNHH LÊ ANH,2025,3,2025-03,1,55.0,87961924.0,3,20
KH-00152,HỘ KINH DOANH TRÍ ĐỨC,2025,2,2025-02,1,35.0,38830000.0,3,14
KH-00152,HỘ KINH DOANH TRÍ ĐỨC,2025,3,2025-03,2,44.0,50215116.0,2,16
KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,2025,2,2025-02,1,32.0,33900000.0,3,12
KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,2025,2,2025-02,1,21.0,23640000.0,1,5
KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,2025,3,2025-03,2,49.0,56360000.0,1,7
KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,2025,2,2025-02,1,41.0,40062117.0,4,13
KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,2025,3,2025-03,3,85.0,99947403.0,5,28
KH-00156,DOANH NGHIỆP TW VIỆT ANH,2025,2,2025-02,1,18.0,21250000.0,3,13
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,2025,2,2025-02,1,2.0,7018519.0,2,2
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,2026,1,2026-01,25,29.0,85935190.0,4,23
KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,2026,2,2026-02,26,54.0,159185190.0,4,27
KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,2025,2,2025-02,1,19.0,23040000.0,2,12
KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,2025,2,2025-02,1,2.0,4611111.0,1,1
KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,2025,3,2025-03,1,7.0,16138889.0,1,1
KH-00160,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,2025,2,2025-02,1,1.0,2768519.0,1,1
KH-00161,CÔNG TY TNHH THIÊN AN,2025,2,2025-02,1,13.0,21197215.0,4,13
KH-00161,CÔNG TY TNHH THIÊN AN,2025,3,2025-03,2,90.0,161648123.0,5,46
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,2025,2,2025-02,1,9.0,10510000.0,2,7
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,2025,3,2025-03,1,6.0,7370000.0,1,5
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,2026,2,2026-02,1,15.0,23001103.0,1,10
KH-00163,HỘ KINH DOANH XUÂN MAI,2025,2,2025-02,1,20.0,24015924.0,2,9
KH-00163,HỘ KINH DOANH XUÂN MAI,2025,3,2025-03,3,50.0,58679559.0,4,27
KH-00164,HỘ KINH DOANH XÂY DỰNG,2025,2,2025-02,1,21.0,25750000.0,3,8
KH-00164,HỘ KINH DOANH XÂY DỰNG,2025,3,2025-03,1,30.0,36000000.0,2,5
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,2025,2,2025-02,1,8.0,10890000.0,3,7
KH-00166,HỘ KINH DOANH QUANG VINH,2025,2,2025-02,1,18.0,23312643.0,3,10
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,2025,2,2025-02,1,19.0,24390000.0,3,10
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,2025,3,2025-03,3,48.0,57830000.0,4,19
KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,2026,2,2026-02,1,36.0,60264618.0,3,17
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,2025,2,2025-02,1,36.0,32882117.0,3,13
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,2025,3,2025-03,2,35.0,38780000.0,3,12
KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,2026,2,2026-02,1,54.0,83676273.0,4,24
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,2025,2,2025-02,1,77.0,89420000.0,3,24
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,2026,1,2026-01,2,84.0,146086634.0,1,23
KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,2026,2,2026-02,2,82.0,125702188.0,3,22
KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,2025,2,2025-02,1,36.0,41700000.0,2,24
KH-00171,CÔNG TY CỔ PHẦN QUANG VINH,2025,2,2025-02,1,10.0,24259259.0,1,1
KH-00172,CỬA HÀNG XE ĐẠP XÂY DỰNG,2025,2,2025-02,1,82.0,138944444.0,1,1
KH-00172,CỬA HÀNG XE ĐẠP XÂY DỰNG,2025,3,2025-03,1,76.0,128777777.0,1,1
KH-00172,CỬA HÀNG XE ĐẠP XÂY DỰNG,2026,2,2026-02,1,50.0,84722222.0,1,1
KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,2025,3,2025-03,21,740.0,1582007777.0,5,30
KH-00174,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,2025,3,2025-03,1,20.0,23300000.0,1,8
KH-00175,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,2025,3,2025-03,1,1.0,7490741.0,1,1
KH-00176,CÔNG TY TNHH THUỶ TIÊN,2025,3,2025-03,1,1.0,1472222.0,1,1
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,2025,3,2025-03,1,3.0,7388889.0,1,2
KH-00178,CÔNG TY CỔ PHẦN QUANG VINH,2025,3,2025-03,1,1.0,2212963.0,1,1
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,2025,3,2025-03,1,2.0,4240741.0,2,2
KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,2025,3,2025-03,1,40.0,47210000.0,1,18
KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,2026,1,2026-01,2,60.0,99211644.0,1,18
KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,2026,2,2026-02,1,23.0,36253876.0,1,7
KH-00181,CÔNG TY TNHH LONG PHÚ,2025,3,2025-03,1,103.0,145317087.0,2,19
KH-00181,CÔNG TY TNHH LONG PHÚ,2026,1,2026-01,1,50.0,83015809.0,3,17
KH-00181,CÔNG TY TNHH LONG PHÚ,2026,2,2026-02,1,39.0,102683313.0,0,11
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,2025,3,2025-03,1,10.0,13140000.0,3,5
KH-00183,DOANH NGHIỆP TW LONG PHÚ,2025,3,2025-03,1,17.0,20000000.0,2,13
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,2025,3,2025-03,2,21.0,24742962.0,5,13
KH-00185,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,2025,3,2025-03,1,1.0,2546296.0,1,1
KH-00186,HỘ KINH DOANH XÂY DỰNG,2025,3,2025-03,4,35.0,67567129.0,1,4
KH-00187,HỘ KINH DOANH NGỌC ANH,2025,3,2025-03,1,1.0,2768519.0,1,1
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,2025,3,2025-03,2,32.0,75574075.0,5,10
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,2025,3,2025-03,2,60.0,68267826.0,4,48
KH-00190,HỘ KINH DOANH XÂY DỰNG,2025,3,2025-03,3,47.0,54567000.0,4,21
KH-00191,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,2025,3,2025-03,1,1.0,2768519.0,1,1
KH-00192,HỘ KINH DOANH KHẢI HOÀN,2025,3,2025-03,3,42.0,47910000.0,4,28
KH-00193,CÔNG TY TNHH TÚ ANH,2025,3,2025-03,4,204.0,244765884.0,4,49
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,2025,3,2025-03,2,115.0,154826001.0,5,44
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,2026,2,2026-02,1,64.0,72601255.0,1,25
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,2025,3,2025-03,2,34.0,38790000.0,4,24
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,2025,3,2025-03,3,46.0,51900000.0,2,21
KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,2025,3,2025-03,2,127.0,143952962.0,4,34
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,2025,3,2025-03,4,136.0,161705220.0,5,42
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,2025,3,2025-03,2,57.0,64070000.0,3,31
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,2025,3,2025-03,2,44.0,56517000.0,3,19
KH-00201,HỘ KINH DOANH XUÂN MAI,2025,3,2025-03,1,40.0,54234212.0,5,28
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,2025,3,2025-03,2,50.0,57790000.0,3,17
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,2025,3,2025-03,1,1.0,2305556.0,1,1
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,2025,3,2025-03,1,10.0,24907407.0,1,2
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,2025,3,2025-03,1,57.0,58740000.0,4,19
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,2025,3,2025-03,2,25.0,30030000.0,2,11
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,2025,3,2025-03,3,65.0,101357296.0,4,23
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,2025,3,2025-03,5,99.0,121615286.0,4,32
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,2025,3,2025-03,2,46.0,52103683.0,4,23
KH-00210,DOANH NGHIỆP TW SÁN LẠP,2025,3,2025-03,1,33.0,31677734.0,4,23
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,2025,3,2025-03,1,28.0,31530000.0,2,12
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,2025,3,2025-03,4,84.0,99322643.0,5,36
KH-00213,CÔNG TY CỔ PHẦN HOÀ BÌNH,2025,3,2025-03,1,1.0,2305556.0,1,1
KH-00214,DOANH NGHIỆP TW QUANG VINH,2025,3,2025-03,2,70.0,81983500.0,3,17
KH-00215,DOANH NGHIỆP TW LÊ ANH,2025,3,2025-03,2,36.0,37160000.0,5,24
KH-00216,HỘ KINH DOANH NGỌC ANH,2025,3,2025-03,1,51.0,61070000.0,3,15
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,2025,3,2025-03,3,166.0,193880000.0,2,29
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,2026,1,2026-01,1,30.0,50647773.0,1,5
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,2026,2,2026-02,4,119.0,183993846.0,3,20
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,2025,3,2025-03,1,34.0,40060000.0,2,13
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,2026,1,2026-01,1,18.0,30225917.0,2,8
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,2025,3,2025-03,2,57.0,73480000.0,5,19
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,2026,1,2026-01,2,78.0,130458306.0,2,20
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,2026,2,2026-02,1,22.0,35982213.0,2,7
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,2025,3,2025-03,2,57.0,74017929.0,5,23
KH-00221,CÔNG TY CỔ PHẦN VĨNH PHÁT,2025,3,2025-03,2,51.0,59460000.0,2,17
KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,2025,3,2025-03,2,35.0,42161481.0,4,18
KH-00223,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,2025,3,2025-03,1,32.0,33720000.0,3,14
KH-00224,DOANH NGHIỆP TW ĐÔNG NAM,2025,3,2025-03,1,30.0,36150000.0,2,12
KH-00225,CÔNG TY TNHH TÂY BẮC,2025,3,2025-03,2,70.0,84160000.0,3,27
KH-00226,CÔNG TY CỔ PHẦN VĨNH PHÁT,2025,3,2025-03,1,22.0,26040000.0,1,8
KH-00227,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,2025,3,2025-03,1,35.0,40920000.0,2,16
KH-00228,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,2025,3,2025-03,1,15.0,18000000.0,2,8
KH-00229,DOANH NGHIỆP TW TRÍ ĐỨC,2025,3,2025-03,1,30.0,33980000.0,2,11
KH-00230,DOANH NGHIỆP TW ĐẠI LỢI,2025,3,2025-03,1,18.0,20440000.0,2,11
KH-00231,CÔNG TY CỔ PHẦN THANH BÌNH,2025,3,2025-03,3,92.0,107772500.0,5,38
KH-00232,HỘ KINH DOANH HOÀ BÌNH,2025,3,2025-03,1,8.0,19000000.0,1,2
KH-00233,DOANH NGHIỆP TW CHI THÀNH,2025,3,2025-03,1,20.0,22840000.0,1,9
KH-00234,CÔNG TY TNHH KHẢI HOÀN,2025,3,2025-03,1,21.0,24220000.0,2,10
KH-00235,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,2025,3,2025-03,2,70.0,87420000.0,2,18
KH-00236,CỬA HÀNG XE ĐẠP ĐÔNG NAM,2025,3,2025-03,2,30.0,35880000.0,1,17
KH-00237,DOANH NGHIỆP TW LÊ ANH,2025,3,2025-03,2,64.0,59932962.0,5,19
KH-00238,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,2025,3,2025-03,1,26.0,33546143.0,4,16
KH-00239,HỘ KINH DOANH THANH BÌNH,2025,3,2025-03,1,23.0,34357000.0,2,9
KH-00240,CÔNG TY CỔ PHẦN TRÍ ĐỨC,2025,3,2025-03,1,35.0,39050000.0,1,11
KH-00241,HỘ KINH DOANH PHÚ THỊNH,2025,3,2025-03,2,75.0,88600000.0,1,7
KH-00242,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,2025,3,2025-03,2,51.0,36320000.0,3,12
KH-00243,HỘ KINH DOANH VĨNH PHÁT,2025,3,2025-03,1,30.0,35150000.0,3,21
KH-00244,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,2025,3,2025-03,1,30.0,33400000.0,3,11
KH-00245,CỬA HÀNG XE ĐẠP TÂN TIẾN,2025,3,2025-03,1,1.0,2120370.0,1,1
KH-00246,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,2025,3,2025-03,2,30.0,38184000.0,4,23
KH-00247,HỘ KINH DOANH NGỌC ANH,2025,3,2025-03,1,108.0,126890000.0,3,19
KH-00248,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,2025,3,2025-03,2,73.0,100482859.0,4,27
KH-00249,HỘ KINH DOANH PHÚC AN,2025,3,2025-03,1,30.0,37560000.0,2,11
KH-00250,DOANH NGHIỆP TW XUÂN MAI,2025,3,2025-03,4,87.0,95971481.0,5,38
KH-00251,HỘ KINH DOANH KHẢI HOÀN,2025,3,2025-03,3,109.0,119020000.0,3,24
KH-00252,CÔNG TY TNHH TÂY BẮC,2025,3,2025-03,1,44.0,59107574.0,4,25
KH-00253,CÔNG TY TNHH YÊN BÌNH,2025,3,2025-03,1,1.0,7490741.0,1,1
KH-00254,CỬA HÀNG XE ĐẠP ĐÔNG NAM,2025,3,2025-03,2,29.0,43942860.0,3,20
KH-00255,CÔNG TY TNHH PHÚ THỊNH,2025,3,2025-03,2,53.0,58060000.0,4,28
KH-00256,CÔNG TY TNHH XUÂN MAI,2025,3,2025-03,6,155.0,151660000.0,5,34
KH-00257,HỘ KINH DOANH PHÚC AN,2025,3,2025-03,2,36.0,39541481.0,3,13
KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,2025,3,2025-03,2,36.0,39361481.0,3,13
KH-00259,DOANH NGHIỆP TW MINH PHƯƠNG,2025,3,2025-03,1,31.0,35050000.0,4,20
KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,2025,3,2025-03,2,54.0,66020000.0,3,18
KH-00261,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,2025,3,2025-03,1,42.0,49160000.0,2,20
KH-00262,CÔNG TY TNHH VIỆT ANH,2025,3,2025-03,2,54.0,64270000.0,1,16
KH-00263,DOANH NGHIỆP TW TRƯỜNG THỊNH,2025,3,2025-03,1,30.0,35790000.0,2,13
KH-00264,DOANH NGHIỆP TW NGỌC ANH,2025,3,2025-03,3,113.0,131871676.0,4,34
KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,2025,3,2025-03,2,94.0,115376430.0,4,38
KH-00266,CỬA HÀNG XE ĐẠP TÂN TIẾN,2025,3,2025-03,1,70.0,83590000.0,2,31
KH-00267,CÔNG TY CỔ PHẦN HÙNG CƯỜNG,2025,3,2025-03,2,70.0,85460000.0,2,12
KH-00268,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,2025,3,2025-03,1,50.0,58140000.0,2,17
KH-00269,HỘ KINH DOANH AN PHÁT,2025,3,2025-03,1,50.0,52678500.0,4,31
KH-00270,DOANH NGHIỆP TW TÚ ANH,2025,3,2025-03,1,50.0,57290000.0,2,19
KH-00271,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,2025,3,2025-03,1,18.0,20030000.0,3,15
KH-00272,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,2025,3,2025-03,2,38.0,43920000.0,2,21
KH-00273,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,2025,3,2025-03,1,40.0,44730000.0,3,17
KH-00274,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,2025,3,2025-03,1,15.0,18170000.0,2,7
KH-00275,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,2025,3,2025-03,1,30.0,35890000.0,3,18
KH-00276,CÔNG TY TNHH VẠN LỢI,2025,3,2025-03,2,58.0,68110000.0,2,27
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,2025,3,2025-03,2,200.0,232490000.0,2,31
KH-00278,CÔNG TY TNHH QUANG VINH,2025,3,2025-03,1,40.0,47790000.0,1,11
KH-00279,CỬA HÀNG XE ĐẠP CHI THÀNH,2025,3,2025-03,1,20.0,17170000.0,2,11
KH-00280,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,2025,3,2025-03,1,20.0,22480000.0,3,12
KH-00281,CỬA HÀNG XE ĐẠP PHÚC AN,2025,3,2025-03,1,32.0,42075286.0,4,17
KH-00282,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,2025,3,2025-03,3,45.0,51690000.0,3,12
KH-00283,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,2025,3,2025-03,2,46.0,54240000.0,1,19
KH-00284,HỘ KINH DOANH NGỌC ANH,2025,3,2025-03,1,30.0,35470000.0,2,13
KH-00284,HỘ KINH DOANH NGỌC ANH,2026,1,2026-01,1,14.0,22092772.0,1,8
KH-00285,CÔNG TY TNHH ĐÔNG NAM,2025,3,2025-03,2,43.0,55041000.0,4,17
KH-00286,DOANH NGHIỆP TW VIỆT ANH,2025,3,2025-03,1,1.0,2398148.0,1,1
KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,2025,3,2025-03,1,2.0,4611111.0,1,1
KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,2025,3,2025-03,3,46.0,53532962.0,2,29
KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,2026,2,2026-02,1,16.0,33679990.0,1,6
KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,2025,3,2025-03,3,54.0,64680000.0,3,18
KH-00290,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,2025,3,2025-03,1,11.0,14702643.0,3,6
KH-00291,CÔNG TY TNHH VĨNH PHÁT,2025,3,2025-03,1,20.0,24000000.0,1,3
KH-00292,CÔNG TY TNHH VIỆT ANH,2025,3,2025-03,1,30.0,28127001.0,3,26
KH-00293,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,2025,3,2025-03,1,10.0,20277778.0,1,2
KH-00294,HỘ KINH DOANH SÁN LẠP,2025,3,2025-03,1,1.0,2305556.0,1,1
KH-00295,DOANH NGHIỆP TW XÂY DỰNG,2025,3,2025-03,1,29.0,34400000.0,1,11
KH-00296,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,2025,3,2025-03,1,20.0,23580000.0,1,11
KH-00297,CỬA HÀNG XE ĐẠP TÂY BẮC,2025,3,2025-03,1,17.0,20650000.0,1,5
KH-00298,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,2025,3,2025-03,2,71.0,96307574.0,4,31
KH-00299,CỬA HÀNG XE ĐẠP VIỆT ANH,2025,3,2025-03,1,21.0,24430000.0,3,15
KH-00300,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,2025,3,2025-03,1,15.0,17490000.0,1,9
KH-00301,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,2025,3,2025-03,1,56.0,64940000.0,1,14
KH-00302,CÔNG TY TNHH XÂY DỰNG,2025,3,2025-03,1,30.0,36910000.0,4,15
KH-00303,CÔNG TY CỔ PHẦN BÌNH MINH,2025,3,2025-03,1,11.0,12980000.0,2,9
KH-00304,DOANH NGHIỆP TW TÚ ANH,2025,3,2025-03,1,15.0,17710000.0,1,10
KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,2025,3,2025-03,2,26.0,32170000.0,3,10
KH-00306,CÔNG TY TNHH HOÀ BÌNH,2025,3,2025-03,1,14.0,16430000.0,1,5
KH-00307,DOANH NGHIỆP TW THIÊN AN,2025,3,2025-03,1,20.0,29517574.0,4,10
KH-00308,CÔNG TY TNHH THIÊN AN,2025,3,2025-03,1,31.0,38840000.0,4,20
KH-00309,CÔNG TY CỔ PHẦN PHÚC AN,2025,3,2025-03,1,21.0,21610000.0,3,9
KH-00310,HỘ KINH DOANH VẠN LỢI,2025,3,2025-03,1,30.0,34770000.0,2,16
KH-00311,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,2025,3,2025-03,1,30.0,39960000.0,2,14
KH-00312,DOANH NGHIỆP TW HOÀ BÌNH,2025,3,2025-03,1,40.0,46750000.0,2,9
KH-00313,DOANH NGHIỆP TW BÌNH MINH,2025,3,2025-03,1,16.0,18730000.0,1,6
KH-00314,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,2025,3,2025-03,1,61.0,70640000.0,2,21
KH-00315,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,2025,3,2025-03,1,16.0,20889981.0,4,12
KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,2025,3,2025-03,1,30.0,42392500.0,3,16
