so_number,order_date,fiscal_year,fiscal_month,fiscal_quarter,week,customer_code,customer_name,province_name,region,product_code,product_name,color,line_name,group_code,group_name,quantity,unit_price,line_total
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,000225002004000,Xe đạp Thống Nhất New 26 Đỏ tươi,Đỏ tươi,Xe New 26,CITYBIKE_P,Xe phổ thông,4.0,1180000.0,4720000.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,000225002015000,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,Xe New 26,CITYBIKE_P,Xe phổ thông,4.0,1180000.0,4720000.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,Xe New 26,CITYBIKE_P,Xe phổ thông,5.0,1180000.0,5900000.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Xe New 26,CITYBIKE_P,Xe phổ thông,10.0,1180000.0,11800000.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,1030010000080000,,,,,,3.0,1172558.0,3517674.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,000330002001000,Xe đạp Thống Nhất MTB 24-03 Đen,Đen,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,2.0,1200000.0,2400000.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,000330002002200,Xe đạp Thống Nhất MTB 24-03 Xanh dương,Xanh dương,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,1.0,1200000.0,1200000.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,000218002001000,Xe đạp Thống Nhất GN 06-27 Đen,Đen,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,1.0,1180000.0,1180000.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,000218002007000,Xe đạp Thống Nhất GN 06-27 Coban,Coban,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,1.0,1180000.0,1180000.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,100035005001000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Đen",Đen,Xe MTB Cyber 27.5 2024,SPORTBIKE_A,Xe thể thao nhôm,1.0,3003787.0,3003787.0
BH25.0183,2025-02-21,2025,2,1,8,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,1000350050220000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Ghi",Ghi,Xe MTB Cyber 27.5 2024,SPORTBIKE_A,Xe thể thao nhôm,2.0,3003787.0,6007574.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,Hồng,Xe Love 12,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,1062314.81,1062315.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,1000340010240000,,,,,,3.0,1418796.3,4256389.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,1000220020220000,Xe đạp Thống Nhất TE Love 16 Xanh dương,Xanh dương,Xe Love 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1133611.11,2267222.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,5.0,1133611.11,5668056.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,1000330010090000,,,,,,3.0,1490092.59,4470278.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,1040010000080000,,,,,,2.0,1490092.59,2980185.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,1000320010090000,,,,,,3.0,1703981.48,5111944.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,000304002020000,Xe đạp Thống Nhất MTB 20-04 Tem Xanh da trời,trời,Xe MTB 20-04,KIDBIKE_1,Xe trẻ em nhóm 1,3.0,1960648.15,5881944.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,000330002002200,Xe đạp Thống Nhất MTB 24-03 Xanh dương,Xanh dương,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,3.0,1917870.37,5753611.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,000217004022000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Xanh dương,Xanh dương,Xe GN 06-26 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,1.0,2488240.74,2488241.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,000231003002000,Xe đạp Thống Nhất M2601 Trắng,Trắng,Xe M2601,SPORTBIKE_S,Xe thể thao thép,2.0,2844722.22,5689444.0
BH25.0184,2025-02-21,2025,2,1,8,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,Xe New 26,CITYBIKE_P,Xe phổ thông,2.0,1917870.37,3835741.0
BH25.0185,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,000224002024000,Xe đạp Thống Nhất New 24 Tím,Tím,Xe New 24,CITYBIKE_P,Xe phổ thông,2.0,1842592.0,3685184.0
BH25.0185,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2.0,2037037.0,4074074.0
BH25.0185,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,4.0,1148333.0,4593332.0
BH25.0185,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1148333.0,2296666.0
BH25.0186,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,Xe New 24,CITYBIKE_P,Xe phổ thông,6.0,1842592.0,11055552.0
BH25.0186,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Xe New 26,CITYBIKE_P,Xe phổ thông,4.0,1898148.0,7592592.0
BH25.0186,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,4.0,2037037.0,8148148.0
BH25.0186,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1148333.0,2296666.0
BH25.0187,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Xe New 26,CITYBIKE_P,Xe phổ thông,2.0,1898148.0,3796296.0
BH25.0187,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1030010000080000,,,,,,1.0,1759259.0,1759259.0
BH25.0187,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1050010000200000,,,,,,1.0,1759259.0,1759259.0
BH25.0187,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1060010000200000,,,,,,1.0,1898148.0,1898148.0
BH25.0187,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,Hồng,Xe Love 12,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,1076111.0,3228333.0
BH25.0187,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1148333.0,2296666.0
BH25.0187,2025-02-22,2025,2,1,8,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,4.0,1148333.0,4593332.0
BH25.0188,2025-02-22,2025,2,1,8,KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,000217002003000,Xe đạp Thống Nhất GN 06-26 Đỏ đun,Đỏ đun,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,3.0,1150000.0,3450000.0
BH25.0188,2025-02-22,2025,2,1,8,KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,000217002007000,Xe đạp Thống Nhất GN 06-26 Coban,Coban,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,3.0,1150000.0,3450000.0
BH25.0188,2025-02-22,2025,2,1,8,KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,Xe New 26,CITYBIKE_P,Xe phổ thông,5.0,1180000.0,5900000.0
BH25.0188,2025-02-22,2025,2,1,8,KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,000225002024000,Xe đạp Thống Nhất New 26 Tím,Tím,Xe New 26,CITYBIKE_P,Xe phổ thông,4.0,1180000.0,4720000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,Xe New 24,CITYBIKE_P,Xe phổ thông,2.0,1130000.0,2260000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000224002024000,Xe đạp Thống Nhất New 24 Tím,Tím,Xe New 24,CITYBIKE_P,Xe phổ thông,3.0,1130000.0,3390000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,Xe New 24,CITYBIKE_P,Xe phổ thông,2.0,1130000.0,2260000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000335002001000,Xe đạp Thống Nhất Super 24 Đen,Đen,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,1.0,1200000.0,1200000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000335002004000,Xe đạp Thống Nhất Super 24 Đỏ,Đỏ,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,1.0,1200000.0,1200000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000335002013000,Xe đạp Thống Nhất Super 24 Xanh,Xanh,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,1.0,1200000.0,1200000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000331002004000,Xe đạp Thống Nhất MTB 26-02 Đỏ tươi,Đỏ tươi,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.0,1250000.0,1250000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.0,1250000.0,1250000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.0,1250000.0,1250000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,500000.0,500000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.0,1250000.0,1250000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.0,1250000.0,1250000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000333002001000,Xe đạp Thống Nhất Super 26 đen,đen,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,3.0,1300000.0,3900000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000333002022000,Xe đạp Thống Nhất Super 26 xanh,xanh,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,2.0,1300000.0,2600000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,Xe New 26,CITYBIKE_P,Xe phổ thông,2.0,1180000.0,2360000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1180000.0,1180000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1130000.0,1130000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,500000.0,1000000.0
BH25.0189,2025-02-22,2025,2,1,8,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,3.0,1250000.0,3750000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,Kem,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,1050000.0,2100000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,1050000.0,2100000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000208002023000,Xe đạp Thống Nhất 219-24 Xanh Tím,Xanh Tím,Xe 219-24,CITYBIKE_P,Xe phổ thông,2.0,1100000.0,2200000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,500000.0,500000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,1000230020090000,Xe đạp Thống Nhất TE Bunny 12 Hồng,Hồng,Xe Bunny 12,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,470000.0,470000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,Kem,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,500000.0,500000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000207004000000,Xe đạp Thống Nhất 219-05-26,219-05-26,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,3.0,1250000.0,3750000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.0,1250000.0,1250000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1130000.0,1130000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000224002002000,Xe đạp Thống Nhất New 24 Trắng,Trắng,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1130000.0,1130000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000225002009000,Xe đạp Thống Nhất New 26 Hồng,Hồng,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1180000.0,1180000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000330002002200,Xe đạp Thống Nhất MTB 24-03 Xanh dương,Xanh dương,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,2.0,1200000.0,2400000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000335002001000,Xe đạp Thống Nhất Super 24 Đen,Đen,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,2.0,1200000.0,2400000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000335002004000,Xe đạp Thống Nhất Super 24 Đỏ,Đỏ,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,2.0,1200000.0,2400000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000335002013000,Xe đạp Thống Nhất Super 24 Xanh,Xanh,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,2.0,1200000.0,2400000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000333002001000,Xe đạp Thống Nhất Super 26 đen,đen,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,2.0,1300000.0,2600000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000333002022000,Xe đạp Thống Nhất Super 26 xanh,xanh,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,2.0,1300000.0,2600000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000334002004000,Xe đạp Thống Nhất Super 20 Đỏ,Đỏ,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1210000.0,1210000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000305002001000,Xe đạp Thống Nhất MTB 20-05 Đen,Đen,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1050000.0,1050000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000305002022000,Xe đạp Thống Nhất MTB 20-05 Xanh dương,Xanh dương,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1050000.0,1050000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,1050000.0,2100000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,Trắng,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1050000.0,1050000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000214004000000,Xe đạp Thống Nhất GN 05-26,05-26,Xe GN 05-26,CITYBIKE_P,Xe phổ thông,2.0,1250000.0,2500000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,Xanh Tím,Xe 219-26,CITYBIKE_P,Xe phổ thông,1.0,1150000.0,1150000.0
BH25.0190,2025-02-22,2025,2,1,8,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,000209002003000,Xe đạp Thống Nhất 219-26 Đỏ đun,Đỏ đun,Xe 219-26,CITYBIKE_P,Xe phổ thông,1.0,1150000.0,1150000.0
BH25.0191,2025-02-22,2025,2,1,8,KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Hà Nam,Miền Bắc,000225002002000,Xe đạp Thống Nhất New 26 Trắng,Trắng,Xe New 26,CITYBIKE_P,Xe phổ thông,2.0,1180000.0,2360000.0
