"customer_code","customer_name","province_name","region","cohort_month","first_order_date","last_order_q1_2025","recency_days","n_orders_q1_2025","revenue_q1_2025","avg_order_value","n_product_groups","trend_slope","groups_bought","n_orders_q1_2026","revenue_q1_2026","churn_label","rfm_r","rfm_f","rfm_m","rfm_segment","churn_prob","churn_split","churn_priority","roc_auc_test"
"KH-00086","CÔNG TY TNHH NGỌC ANH","Hà Nội","Miền Bắc","2025-02","2025-02-14","2025-03-24",7,3,110019361,36673120.0,4,42724213.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,3,5,5,"Cần theo dõi",0.8678,"train","Cao",0.7754
"KH-00087","CỬA HÀNG XE ĐẠP SÁN LẠP","Nghệ An","Miền Trung","2025-02","2025-02-14","2025-02-14",45,1,24200000,24200000.0,1,0.0,"KIDBIKE_1",0,0,1,1,2,2,"Có nguy cơ rời bỏ",0.8847,"train","Cao",0.7754
"KH-00088","CỬA HÀNG XE ĐẠP SÁN LẠP","Nghệ An","Miền Trung","2025-02","2025-02-14","2025-03-31",0,4,125882643,31470661.0,4,49897357.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",5,363986952,0,5,5,5,"Khách hàng tiêu biểu",0.8373,"train","Cao",0.7754
"KH-00089","HỘ KINH DOANH TOÀN THẮNG","Nghệ A","Miền Bắc","2025-02","2025-02-14","2025-02-14",45,1,138392643,138392643.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,1,2,5,"Có nguy cơ rời bỏ",0.655,"train","Cao",0.7754
"KH-00090","CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC","Thanh Hoá","Miền Trung","2025-02","2025-02-15","2025-02-15",44,1,8518519,8518519.0,1,0.0,"CITYBIKE_P",0,0,1,1,2,1,"Có nguy cơ rời bỏ",0.9052,"train","Cao",0.7754
"KH-00091","CÔNG TY TNHH BÌNH MINH","Hà Nội","Miền Bắc","2025-02","2025-02-17","2025-03-28",3,7,2688609631,384087090.0,5,2405571585.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",48,6769302304,0,4,5,5,"Khách hàng tiêu biểu",1.0,"test","Cao",0.7754
"KH-00092","CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI","Hà Nội","Miền Bắc","2025-02","2025-02-17","2025-03-31",0,3,51482643,17160881.0,2,22962643.0,"CITYBIKE_P|SPORTBIKE_A",0,0,1,5,5,3,"Khách hàng trung thành",0.8473,"test","Cao",0.7754
"KH-00093","CÔNG TY CỔ PHẦN PHÚC AN","Hà Nội","Miền Bắc","2025-02","2025-02-17","2025-03-25",6,4,112430000,28107500.0,4,45290000.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,3,5,5,"Cần theo dõi",0.832,"train","Cao",0.7754
"KH-00094","HỘ KINH DOANH SÁN LẠP","Phú Thọ","Miền Bắc","2025-02","2025-02-17","2025-03-31",0,2,41790000,20895000.0,3,-4870000.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,5,4,3,"Khách hàng trung thành",0.8772,"test","Cao",0.7754
"KH-00095","CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN","Hà Nội","Miền Bắc","2025-02","2025-02-17","2025-02-17",42,1,34730000,34730000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,1,2,3,"Có nguy cơ rời bỏ",0.889,"train","Cao",0.7754
"KH-00096","CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ","Hà Nội","Miền Bắc","2025-02","2025-02-17","2025-03-18",13,2,52127000,26063500.0,3,3447000.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,2,4,3,"Cần chăm sóc đặc biệt",0.874,"train","Cao",0.7754
"KH-00097","CÔNG TY TNHH XUÂN MAI","Hà Nội","Miền Bắc","2025-02","2025-02-17","2025-03-31",0,8,199350113,24918764.0,5,-64741097.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,5,5,"Khách hàng tiêu biểu",0.3652,"train","Trung bình",0.7754
"KH-00098","HỘ KINH DOANH MẶT TRỜI","Nghệ An","Miền Trung","2025-02","2025-02-17","2025-03-18",13,3,302480000,100826667.0,2,-1080000.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,2,5,5,"Cần chăm sóc đặc biệt",0.7185,"train","Cao",0.7754
"KH-00099","CÔNG TY TNHH NGỌC ANH","Hà Nội","Miền Bắc","2025-02","2025-02-17","2025-02-17",42,1,43710000,43710000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,1,2,3,"Có nguy cơ rời bỏ",0.8856,"train","Cao",0.7754
"KH-00100","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Hà Nội","Miền Bắc","2025-02","2025-02-17","2025-03-22",9,3,87295102,29098367.0,4,10156058.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,3,5,4,"Cần theo dõi",0.845,"test","Cao",0.7754
"KH-00101","CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH","Hà Nội","Miền Bắc","2025-02","2025-02-17","2025-03-24",7,3,35420000,11806667.0,3,33060000.0,"CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,5,3,"Cần theo dõi",0.869,"test","Cao",0.7754
"KH-00102","CỬA HÀNG XE ĐẠP AN PHÁT","Bắc Ninh","Miền Bắc","2025-02","2025-02-17","2025-02-17",42,1,69700000,69700000.0,1,0.0,"CITYBIKE_P",1,24388326,0,1,2,4,"Có nguy cơ rời bỏ",0.805,"train","Cao",0.7754
"KH-00103","CÔNG TY CỔ PHẦN AN PHÁT","Bắc Giang","Miền Bắc","2025-02","2025-02-19","2025-02-19",40,1,18680556,18680556.0,1,0.0,"CITYBIKE_P",0,0,1,1,2,2,"Có nguy cơ rời bỏ",0.8936,"train","Cao",0.7754
"KH-00104","DOANH NGHIỆP TW THUỶ TIÊN","Thanh Hóa","Miền Trung","2025-02","2025-02-19","2025-03-25",6,3,226215286,75405095.0,3,95544714.0,"CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,5,5,"Cần theo dõi",0.8705,"train","Cao",0.7754
"KH-00105","CỬA HÀNG XE ĐẠP PHÚC AN","Bắc Ninh","Miền Bắc","2025-02","2025-02-19","2025-02-19",40,1,34910000,34910000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,1,2,3,"Có nguy cơ rời bỏ",0.8801,"train","Cao",0.7754
"KH-00106","CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG","Thanh Hóa","Miền Trung","2025-02","2025-02-19","2025-02-19",40,1,88360000,88360000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_S",0,0,1,1,2,4,"Có nguy cơ rời bỏ",0.7783,"train","Cao",0.7754
"KH-00107","CÔNG TY TNHH LONG PHÚ","Bắc Ninh","Miền Bắc","2025-02","2025-02-19","2025-03-28",3,3,82830000,27610000.0,2,39310000.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,4,5,4,"Khách hàng tiêu biểu",0.852,"train","Cao",0.7754
"KH-00108","HỘ KINH DOANH LÊ ANH","Hà Nội","Miền Bắc","2025-02","2025-02-19","2025-02-19",40,1,35900000,35900000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,1,2,3,"Có nguy cơ rời bỏ",0.8879,"train","Cao",0.7754
"KH-00109","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","2025-02","2025-02-19","2025-03-31",0,3,80790000,26930000.0,3,56990000.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,5,5,4,"Khách hàng tiêu biểu",0.8785,"train","Cao",0.7754
"KH-00110","CỬA HÀNG XE ĐẠP TÂY BẮC","Hà Nội","Miền Bắc","2025-02","2025-02-19","2025-03-24",7,2,57900000,28950000.0,3,18400000.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,3,4,4,"Cần theo dõi",0.8838,"train","Cao",0.7754
"KH-00111","DOANH NGHIỆP TW MẶT TRỜI","Hà Nội","Miền Bắc","2025-02","2025-02-19","2025-03-27",4,2,72628500,36314250.0,4,20548500.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,4,4,4,"Khách hàng tiêu biểu",0.8876,"test","Cao",0.7754
"KH-00112","HỘ KINH DOANH TÚ ANH","Khu 2- thị trấn Kim Tân- Thạch Thành - Thanh Hóa","Miền Bắc","2025-02","2025-02-19","2025-03-19",12,2,61441481,30720740.0,3,-8918519.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,2,4,4,"Cần chăm sóc đặc biệt",0.8586,"train","Cao",0.7754
"KH-00113","DOANH NGHIỆP TW XÂY DỰNG","Thanh Hoá","Miền Trung","2025-02","2025-02-19","2025-02-19",40,1,17790000,17790000.0,1,0.0,"CITYBIKE_P",1,23649439,0,1,2,1,"Có nguy cơ rời bỏ",0.8947,"train","Cao",0.7754
"KH-00114","CỬA HÀNG XE ĐẠP NGỌC ANH","Phố Kiểu - Yên Trường - Yên Định - Thanh Hoá","Miền Bắc","2025-02","2025-02-19","2025-02-19",40,1,22550000,22550000.0,3,0.0,"CITYBIKE_P|KIDBIKE_2|SPORTBIKE_A",0,0,1,1,2,2,"Có nguy cơ rời bỏ",0.905,"train","Cao",0.7754
"KH-00115","CÔNG TY CỔ PHẦN YÊN BÌNH","Thanh Hóa","Miền Trung","2025-02","2025-02-19","2025-03-31",0,2,52250000,26125000.0,3,-12470000.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,5,4,3,"Khách hàng trung thành",0.8651,"train","Cao",0.7754
"KH-00116","HỘ KINH DOANH TOÀN THẮNG","Hưng Yên","Miền Bắc","2025-02","2025-02-19","2025-02-19",40,1,57090000,57090000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,1,2,4,"Có nguy cơ rời bỏ",0.8439,"train","Cao",0.7754
"KH-00117","HỘ KINH DOANH YÊN BÌNH","Hưng yên","Miền Bắc","2025-02","2025-02-19","2025-03-31",0,2,48490000,24245000.0,2,570000.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,5,4,3,"Khách hàng trung thành",0.8677,"train","Cao",0.7754
"KH-00118","HỘ KINH DOANH HÙNG CƯỜNG","Nam Định","Miền Bắc","2025-02","2025-02-20","2025-02-20",39,1,7361111,7361111.0,1,0.0,"CITYBIKE_P",0,0,1,1,2,1,"Có nguy cơ rời bỏ",0.9078,"train","Cao",0.7754
"KH-00119","DOANH NGHIỆP TW MẶT TRỜI","Hà Nội","Miền Bắc","2025-02","2025-02-20","2025-03-25",6,2,53513597,26756798.0,4,-3231519.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,3,4,4,"Cần theo dõi",0.8799,"test","Cao",0.7754
"KH-00120","CÔNG TY TNHH THANH BÌNH","Hà Nội","Miền Bắc","2025-02","2025-02-20","2025-03-25",6,2,77920143,38960072.0,5,16434857.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,4,4,"Cần theo dõi",0.8904,"test","Cao",0.7754
"KH-00121","CÔNG TY TNHH CHI THÀNH","Hưng Yên","Miền Bắc","2025-02","2025-02-20","2025-02-20",39,1,25527929,25527929.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,1,2,2,"Có nguy cơ rời bỏ",0.9093,"train","Cao",0.7754
"KH-00122","CÔNG TY TNHH CHI THÀNH","Hưng Yên","Miền Bắc","2025-02","2025-02-20","2025-02-20",39,1,28520000,28520000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,1,2,2,"Có nguy cơ rời bỏ",0.8979,"train","Cao",0.7754
"KH-00123","CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ","Hà Nội","Miền Bắc","2025-02","2025-02-20","2025-02-20",39,1,17390000,17390000.0,2,0.0,"CITYBIKE_P|KIDBIKE_2",0,0,1,1,2,1,"Có nguy cơ rời bỏ",0.9036,"test","Cao",0.7754
"KH-00124","CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT","Thanh Hoá","Miền Trung","2025-02","2025-02-20","2025-02-20",39,1,36220000,36220000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_S",0,0,1,1,2,3,"Có nguy cơ rời bỏ",0.8785,"train","Cao",0.7754
"KH-00125","HỘ KINH DOANH BÌNH MINH","Thanh Hóa","Miền Trung","2025-02","2025-02-20","2025-02-20",39,1,21860000,21860000.0,1,0.0,"CITYBIKE_P",0,0,1,1,2,2,"Có nguy cơ rời bỏ",0.8896,"train","Cao",0.7754
"KH-00126","HỘ KINH DOANH HOÀ BÌNH","Thanh Hoá","Miền Trung","2025-02","2025-02-20","2025-03-24",7,3,106170000,35390000.0,4,30230000.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,3,5,5,"Cần theo dõi",0.8583,"train","Cao",0.7754
"KH-00127","CỬA HÀNG XE ĐẠP TÂN TIẾN","Hà Nam","Miền Bắc","2025-02","2025-02-20","2025-02-20",39,1,48240000,48240000.0,1,0.0,"CITYBIKE_P",0,0,1,1,2,3,"Có nguy cơ rời bỏ",0.8484,"train","Cao",0.7754
"KH-00128","HỘ KINH DOANH TÂY BẮC","Thanh Hóa","Miền Trung","2025-02","2025-02-20","2025-02-20",39,1,46560000,46560000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,1,2,3,"Có nguy cơ rời bỏ",0.8624,"train","Cao",0.7754
"KH-00129","CÔNG TY CỔ PHẦN LÊ ANH","Tĩnh Thanh Hoá","Miền Bắc","2025-02","2025-02-20","2025-02-20",39,1,60307929,60307929.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,1,2,4,"Có nguy cơ rời bỏ",0.8612,"train","Cao",0.7754
"KH-00130","CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN","Thanh Hoá","Miền Trung","2025-02","2025-02-20","2025-03-31",0,5,191180000,38236000.0,3,117980000.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,5,5,5,"Khách hàng tiêu biểu",0.8434,"train","Cao",0.7754
"KH-00131","CÔNG TY TNHH QUANG VINH","Hà Nam","Miền Bắc","2025-02","2025-02-20","2025-02-20",39,1,35090000,35090000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,1,2,3,"Có nguy cơ rời bỏ",0.8801,"train","Cao",0.7754
"KH-00132","CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH","Nghệ An","Miền Trung","2025-02","2025-02-20","2025-03-28",3,4,341650000,85412500.0,4,194170000.0,"CITYBIKE_P|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,5,5,"Khách hàng tiêu biểu",0.9224,"train","Cao",0.7754
"KH-00133","DOANH NGHIỆP TW YÊN BÌNH","Thanh Hoá","Miền Trung","2025-02","2025-02-20","2025-03-14",17,4,55861481,13965370.0,2,-49861481.0,"CITYBIKE_P|KIDBIKE_2",5,269041876,0,2,5,4,"Cần chăm sóc đặc biệt",0.6816,"train","Cao",0.7754
"KH-00134","DOANH NGHIỆP TW PHÚ THỊNH","Quảng Nam","Miền Trung","2025-02","2025-02-21","2025-03-31",0,3,236678935,78892978.0,2,-20540447.0,"CITYBIKE_P|SPORTBIKE_A",9,747631882,0,5,5,5,"Khách hàng tiêu biểu",0.7279,"train","Cao",0.7754
"KH-00135","CỬA HÀNG XE ĐẠP XUÂN MAI","Ninh Bình","Miền Bắc","2025-02","2025-02-22","2025-02-22",37,1,34180000,34180000.0,3,0.0,"CITYBIKE_P|KIDBIKE_2|SPORTBIKE_S",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.8911,"train","Cao",0.7754
"KH-00136","CÔNG TY CỔ PHẦN NGỌC ANH","Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.","Miền Bắc","2025-02","2025-02-22","2025-02-22",37,1,42370000,42370000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,2,2,3,"Có nguy cơ rời bỏ",0.8888,"train","Cao",0.7754
"KH-00137","CÔNG TY TNHH THƯƠNG MẠI QUANG VINH","Hà Nam","Miền Bắc","2025-02","2025-02-22","2025-02-22",37,1,36580000,36580000.0,3,0.0,"CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S",0,0,1,2,2,3,"Có nguy cơ rời bỏ",0.8878,"train","Cao",0.7754
"KH-00138","CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT","Thái Bình","Miền Bắc","2025-02","2025-02-22","2025-02-22",37,1,52850000,52850000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,2,2,3,"Có nguy cơ rời bỏ",0.8634,"train","Cao",0.7754
"KH-00139","HỘ KINH DOANH YÊN BÌNH","Hà Nội","Miền Bắc","2025-02","2025-02-22","2025-03-31",0,3,124298146,41432715.0,3,-22847574.0,"CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,5,5,"Khách hàng tiêu biểu",0.788,"test","Cao",0.7754
"KH-00140","CÔNG TY TNHH XÂY DỰNG","Hải Dương","Miền Bắc","2025-02","2025-02-22","2025-03-21",10,3,98910000,32970000.0,5,17390000.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,5,5,"Cần theo dõi",0.8592,"train","Cao",0.7754
"KH-00141","CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN","Hải Phòng","Miền Bắc","2025-02","2025-02-22","2025-02-22",37,1,108820000,108820000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,2,2,5,"Có nguy cơ rời bỏ",0.7449,"train","Cao",0.7754
"KH-00142","CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH","Hà Nội","Miền Bắc","2025-02","2025-02-22","2025-03-31",0,4,66548500,16637125.0,5,39648500.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,5,4,"Khách hàng tiêu biểu",0.8461,"train","Cao",0.7754
"KH-00143","DOANH NGHIỆP TW TÂY BẮC","Vĩnh Phúc","Miền Bắc","2025-02","2025-02-22","2025-02-22",37,1,29700000,29700000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_A",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.8883,"train","Cao",0.7754
"KH-00144","CỬA HÀNG XE ĐẠP QUANG VINH","Vĩnh Yên","Miền Bắc","2025-02","2025-02-22","2025-02-22",37,1,22418078,22418078.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.9133,"train","Cao",0.7754
"KH-00145","HỘ KINH DOANH PHÚ THỊNH","Quảng Ngãi","Miền Trung","2025-02","2025-02-22","2025-02-22",37,1,22940000,22940000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.9127,"train","Cao",0.7754
"KH-00146","HỘ KINH DOANH LONG PHÚ","Điện Biên","Miền Bắc","2025-02","2025-02-22","2025-02-22",37,1,18640000,18640000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.9173,"train","Cao",0.7754
"KH-00147","CÔNG TY TNHH PHÚ THỊNH","Hà Nội","Miền Bắc","2025-02","2025-02-22","2025-03-29",2,3,176398243,58799414.0,5,46488159.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",16,707864423,0,5,5,5,"Khách hàng tiêu biểu",0.8654,"train","Cao",0.7754
"KH-00148","HỘ KINH DOANH THUỶ TIÊN","Hải Dươn","Miền Bắc","2025-02","2025-02-22","2025-03-27",4,4,82782643,20695661.0,4,39937357.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,5,4,"Khách hàng tiêu biểu",0.8309,"train","Cao",0.7754
"KH-00149","CỬA HÀNG XE ĐẠP TÚ ANH","Hải Dương","Miền Bắc","2025-02","2025-02-22","2025-03-21",10,2,66287929,33143964.0,5,-5247929.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,4,4,"Cần theo dõi",0.8797,"train","Cao",0.7754
"KH-00150","HỘ KINH DOANH SÁN LẠP","Hải Dương","Miền Bắc","2025-02","2025-02-22","2025-02-22",37,1,14582643,14582643.0,2,0.0,"CITYBIKE_P|SPORTBIKE_A",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9074,"train","Cao",0.7754
"KH-00151","CÔNG TY TNHH LÊ ANH","Hà Tĩnh","Miền Trung","2025-02","2025-02-22","2025-03-20",11,2,130261924,65130962.0,3,45661924.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,2,4,5,"Cần chăm sóc đặc biệt",0.8628,"train","Cao",0.7754
"KH-00152","HỘ KINH DOANH TRÍ ĐỨC","Nghệ An","Miền Trung","2025-02","2025-02-22","2025-03-31",0,3,89045116,29681705.0,3,11385116.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,5,5,4,"Khách hàng tiêu biểu",0.837,"train","Cao",0.7754
"KH-00153","CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH","Hà Tĩnh","Miền Trung","2025-02","2025-02-22","2025-02-22",37,1,33900000,33900000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.8914,"train","Cao",0.7754
"KH-00154","DOANH NGHIỆP TW VĨNH PHÁT","Hà Tĩnh","Miền Trung","2025-02","2025-02-22","2025-03-31",0,3,80000000,26666667.0,1,32720000.0,"CITYBIKE_P",0,0,1,5,5,4,"Khách hàng tiêu biểu",0.8359,"train","Cao",0.7754
"KH-00155","DOANH NGHIỆP TW HÙNG CƯỜNG","Hà Nội","Miền Bắc","2025-02","2025-02-22","2025-03-28",3,4,140009520,35002380.0,5,59885286.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,5,5,"Khách hàng tiêu biểu",0.8555,"train","Cao",0.7754
"KH-00156","DOANH NGHIỆP TW VIỆT ANH","Thanh Hoá","Miền Trung","2025-02","2025-02-22","2025-02-22",37,1,21250000,21250000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.9072,"train","Cao",0.7754
"KH-00157","CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ","Hà Nội","Miền Bắc","2025-02","2025-02-25","2025-02-25",34,1,7018519,7018519.0,2,0.0,"CITYBIKE_P|SPORTBIKE_A",123,446829638,0,2,2,1,"Có nguy cơ rời bỏ",0.9165,"train","Cao",0.7754
"KH-00158","CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH","Thái Bình","Miền Bắc","2025-02","2025-02-25","2025-02-25",34,1,23040000,23040000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.8979,"test","Cao",0.7754
"KH-00159","CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH","Thủ Dầu Một","Miền Bắc","2025-02","2025-02-25","2025-03-07",24,2,20750000,10375000.0,1,11527778.0,"CITYBIKE_P",0,0,1,2,4,2,"Cần chăm sóc đặc biệt",0.8749,"test","Cao",0.7754
"KH-00160","CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC","Hà Nội","Miền Bắc","2025-02","2025-02-26","2025-02-26",33,1,2768519,2768519.0,1,0.0,"CITYBIKE_P",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9143,"train","Cao",0.7754
"KH-00161","CÔNG TY TNHH THIÊN AN","Hà Nội","Miền Bắc","2025-02","2025-02-26","2025-03-27",4,3,182845338,60948446.0,5,140450908.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,5,5,"Khách hàng tiêu biểu",0.9247,"train","Cao",0.7754
"KH-00162","CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH","Hà Nội","Miền Bắc","2025-02","2025-02-26","2025-03-22",9,2,17880000,8940000.0,2,-3140000.0,"CITYBIKE_P|KIDBIKE_1",2,40252765,0,3,4,1,"Cần theo dõi",0.8795,"train","Cao",0.7754
"KH-00163","HỘ KINH DOANH XUÂN MAI","Hà Nội","Miền Bắc","2025-02","2025-02-26","2025-03-31",0,4,82695483,20673871.0,4,34663635.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,5,5,4,"Khách hàng tiêu biểu",0.8272,"train","Cao",0.7754
"KH-00164","HỘ KINH DOANH XÂY DỰNG","Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang","Miền Bắc","2025-02","2025-02-26","2025-03-21",10,2,61750000,30875000.0,3,10250000.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,3,4,4,"Cần theo dõi",0.8747,"train","Cao",0.7754
"KH-00165","CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH","Bắc Giang","Miền Bắc","2025-02","2025-02-26","2025-02-26",33,1,10890000,10890000.0,3,0.0,"CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S",0,0,1,2,2,1,"Có nguy cơ rời bỏ",0.9194,"test","Cao",0.7754
"KH-00166","HỘ KINH DOANH QUANG VINH","Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ","Miền Bắc","2025-02","2025-02-26","2025-02-26",33,1,23312643,23312643.0,3,0.0,"CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S",0,0,1,2,2,2,"Có nguy cơ rời bỏ",0.9058,"train","Cao",0.7754
"KH-00167","CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH","Hà Nội","Miền Bắc","2025-02","2025-02-26","2025-03-28",3,4,82220000,20555000.0,4,33440000.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",1,60264618,0,4,5,4,"Khách hàng tiêu biểu",0.8248,"train","Cao",0.7754
"KH-00168","DOANH NGHIỆP TW ĐẠI LỢI","Hà Nội","Miền Bắc","2025-02","2025-02-26","2025-03-28",3,3,71662117,23887372.0,3,5897883.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",3,167428470,0,4,5,4,"Khách hàng tiêu biểu",0.8359,"train","Cao",0.7754
