"order_id","so_number","product_code","quantity","unit_price","line_total","order_date","fiscal_year","fiscal_month","fiscal_quarter","customer_code","customer_name","province_name","region","product_name","color","line_id","line_name","group_code","group_name","ym","period_label","quarter_label","day_of_week","week_of_year","is_weekend","order_total","n_lines_in_order","line_share_of_order_pct","sku_revenue_rank","sku_pareto_class","sku_bcg_quadrant","sku_rev_share_group_pct","sku_yoy_rev_pct","sku_avg_unit_price","sku_pareto_cum_pct","cust_cohort_month","cust_recency_days","cust_n_orders_q1_2025","cust_revenue_q1_2025","cust_avg_order_value","cust_rfm_r","cust_rfm_f","cust_rfm_m","cust_rfm_segment","cust_churn_label","cust_churn_prob","cust_churn_priority"
474,"BH25.0451","000401002016000",5.0,1300000.0,6500000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc","Ngọc",22.0,"Xe Nữ","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,7.88,12.0,"A","Ngôi sao",3.08,2525.35,1491865.0,31.29,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000335002001000",3.0,1200000.0,3600000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất Super 24 Đen","Đen",69.0,"Xe Super 24","SPORTBIKE_S","Xe thể thao thép","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,4.37,29.0,"A","Ngôi sao",24.87,1171.48,2024816.0,51.89,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","1000260020220000",5.0,470000.0,2350000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất TE Spaceboy 12 Xanh dương","Xanh dương",45.0,"Xe Spaceboy 12","KIDBIKE_2","Xe trẻ em nhóm 2","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,2.85,97.0,"B","Bò sữa",7.11,443.46,753532.0,86.5,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000217002001000",5.0,1150000.0,5750000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất GN 06-26 Đen","Đen",9.0,"Xe GN 06-26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,6.97,48.0,"A","Bò sữa",1.12,1075.36,1360087.0,66.04,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000217002003000",1.0,1150000.0,1150000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất GN 06-26 Đỏ đun","Đỏ đun",9.0,"Xe GN 06-26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,1.39,91.0,"B","Con chó",0.55,943.18,1558818.0,84.86,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000217002007000",1.0,1150000.0,1150000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất GN 06-26 Coban","Coban",9.0,"Xe GN 06-26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,1.39,71.0,"B","Dấu hỏi",0.81,1416.77,1438430.0,77.53,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000334002004000",2.0,1210000.0,2420000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất Super 20 Đỏ","Đỏ",39.0,"Xe TE Super 20","KIDBIKE_1","Xe trẻ em nhóm 1","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,2.93,101.0,"B","Ngôi sao",2.17,906.69,1411915.0,87.45,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000335002004000",3.0,1200000.0,3600000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất Super 24 Đỏ","Đỏ",69.0,"Xe Super 24","SPORTBIKE_S","Xe thể thao thép","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,4.37,95.0,"B","Ngôi sao",6.93,1367.24,1671520.0,85.98,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000335002013000",2.0,1200000.0,2400000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất Super 24 Xanh","Xanh",69.0,"Xe Super 24","SPORTBIKE_S","Xe thể thao thép","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,2.91,59.0,"B","Ngôi sao",12.89,950.58,1652938.0,71.99,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000333002001000",6.0,1300000.0,7800000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất Super 26 đen","đen",70.0,"Xe Super 26","SPORTBIKE_S","Xe thể thao thép","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,9.46,114.0,"C","Bò sữa",4.65,-100.0,1306540.0,90.07,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000333002022000",4.0,1300000.0,5200000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất Super 26 xanh","xanh",70.0,"Xe Super 26","SPORTBIKE_S","Xe thể thao thép","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,6.31,128.0,"C","Bò sữa",3.86,-80.22,1347279.0,92.33,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000226003015000",2.0,1200000.0,2400000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất LD 24-01_2023 Café/nâu","Café/nâu",13.0,"Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,2.91,39.0,"A","Bò sữa",1.35,763.41,1510339.0,60.04,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000226003014000",2.0,1200000.0,2400000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini","Xanh Santorini",13.0,"Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,2.91,43.0,"A","Bò sữa",1.25,880.34,1448535.0,62.81,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000226003002000",2.0,1200000.0,2400000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất LD 24-01_2023 Trắng","Trắng",13.0,"Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,2.91,23.0,"A","Ngôi sao",2.1,1350.46,1490422.0,45.72,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000224002009000",4.0,1130000.0,4520000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất New 24 Hồng","Hồng",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,5.48,45.0,"A","Bò sữa",1.21,1089.14,1337719.0,64.13,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000225002009000",2.0,1180000.0,2360000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất New 26 Hồng","Hồng",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,2.86,53.0,"A","Ngôi sao",1.03,1551.24,1469908.0,68.9,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000331002008000",3.0,1250000.0,3750000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất MTB 26-02 Ghi","Ghi",18.0,"Xe MTB 26 02","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,4.55,13.0,"A","Ngôi sao",3.05,1261.62,1638557.0,32.94,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000331002004000",2.0,1250000.0,2500000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất MTB 26-02 Đỏ tươi","Đỏ tươi",18.0,"Xe MTB 26 02","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,3.03,78.0,"B","Dấu hỏi",0.75,1161.28,1596645.0,80.43,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
474,"BH25.0451","000331002022000",1.0,1250000.0,1250000,"2025-03-24",2025,3,1,"KH-00193","CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc","Xe đạp Thống Nhất MTB 26-02 Xanh dương","Xanh dương",18.0,"Xe MTB 26 02","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,82460000,24,1.52,40.0,"A","Bò sữa",1.33,596.83,1563388.0,60.76,"2025-03",0.0,4.0,244765884.0,61191471.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.7658,"Cao"
483,"BH25.0452","000225002023000",1.0,1180000.0,1180000,"2025-03-24",2025,3,1,"KH-00022","CÔNG TY CỔ PHẦN VIỆT ANH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 26 Kem","Kem",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,12143787,6,9.72,1.0,"A","Ngôi sao",9.48,1368.16,1483312.0,5.14,"2025-01",6.0,12.0,139426647.0,11618887.0,3.0,5.0,5.0,"Cần theo dõi",0.0,0.1407,"Thấp"
483,"BH25.0452","000225002002000",2.0,1180000.0,2360000,"2025-03-24",2025,3,1,"KH-00022","CÔNG TY CỔ PHẦN VIỆT ANH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 26 Trắng","Trắng",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,12143787,6,19.43,7.0,"A","Ngôi sao",4.78,1196.33,1549960.0,21.86,"2025-01",6.0,12.0,139426647.0,11618887.0,3.0,5.0,5.0,"Cần theo dõi",0.0,0.1407,"Thấp"
483,"BH25.0452","1000230020090000",2.0,470000.0,940000,"2025-03-24",2025,3,1,"KH-00022","CÔNG TY CỔ PHẦN VIỆT ANH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất TE Bunny 12 Hồng","Hồng",40.0,"Xe Bunny 12","KIDBIKE_2","Xe trẻ em nhóm 2","2025-03","T3/2025","Q1/2025",0,13,0,12143787,6,7.74,94.0,"B","Ngôi sao",7.48,1465.45,697509.0,85.71,"2025-01",6.0,12.0,139426647.0,11618887.0,3.0,5.0,5.0,"Cần theo dõi",0.0,0.1407,"Thấp"
483,"BH25.0452","000224002023000",2.0,1130000.0,2260000,"2025-03-24",2025,3,1,"KH-00022","CÔNG TY CỔ PHẦN VIỆT ANH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 24 Kem","Kem",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,12143787,6,18.61,2.0,"A","Ngôi sao",5.99,1609.61,1390867.0,8.39,"2025-01",6.0,12.0,139426647.0,11618887.0,3.0,5.0,5.0,"Cần theo dõi",0.0,0.1407,"Thấp"
483,"BH25.0452","000226003023000",2.0,1200000.0,2400000,"2025-03-24",2025,3,1,"KH-00022","CÔNG TY CỔ PHẦN VIỆT ANH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 24-01_2023 Kem","Kem",13.0,"Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,12143787,6,19.76,3.0,"A","Ngôi sao",5.29,1996.02,1568740.0,11.26,"2025-01",6.0,12.0,139426647.0,11618887.0,3.0,5.0,5.0,"Cần theo dõi",0.0,0.1407,"Thấp"
483,"BH25.0452","100035005001000",1.0,3003787.0,3003787,"2025-03-24",2025,3,1,"KH-00022","CÔNG TY CỔ PHẦN VIỆT ANH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Đen","Đen",73.0,"Xe MTB Cyber 27.5 2024","SPORTBIKE_A","Xe thể thao nhôm","2025-03","T3/2025","Q1/2025",0,13,0,12143787,6,24.74,194.0,"C","Con chó",2.19,-100.0,3032395.0,98.53,"2025-01",6.0,12.0,139426647.0,11618887.0,3.0,5.0,5.0,"Cần theo dõi",0.0,0.1407,"Thấp"
476,"BH25.0453","000335002004000",2.0,1200000.0,2400000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Super 24 Đỏ","Đỏ",69.0,"Xe Super 24","SPORTBIKE_S","Xe thể thao thép","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,9.86,95.0,"B","Ngôi sao",6.93,1367.24,1671520.0,85.98,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000335002013000",1.0,1200000.0,1200000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Super 24 Xanh","Xanh",69.0,"Xe Super 24","SPORTBIKE_S","Xe thể thao thép","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,4.93,59.0,"B","Ngôi sao",12.89,950.58,1652938.0,71.99,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000216003005000",1.0,1200000.0,1200000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06-24 2.0 Cam","Cam",8.0,"Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,4.93,96.0,"B","Dấu hỏi",0.48,2091.85,1438226.0,86.24,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000331002008000",2.0,1250000.0,2500000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MTB 26-02 Ghi","Ghi",18.0,"Xe MTB 26 02","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,10.27,13.0,"A","Ngôi sao",3.05,1261.62,1638557.0,32.94,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000331002004000",1.0,1250000.0,1250000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MTB 26-02 Đỏ tươi","Đỏ tươi",18.0,"Xe MTB 26 02","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,5.13,78.0,"B","Dấu hỏi",0.75,1161.28,1596645.0,80.43,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000225002002000",1.0,1180000.0,1180000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 26 Trắng","Trắng",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,4.85,7.0,"A","Ngôi sao",4.78,1196.33,1549960.0,21.86,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000225002023000",2.0,1180000.0,2360000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 26 Kem","Kem",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,9.69,1.0,"A","Ngôi sao",9.48,1368.16,1483312.0,5.14,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000225002015000",1.0,1180000.0,1180000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 26 Café/nâu","Café/nâu",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,4.85,4.0,"A","Ngôi sao",5.01,1382.49,1499513.0,13.98,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000224002002000",1.0,1130000.0,1130000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 24 Trắng","Trắng",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,4.64,18.0,"A","Ngôi sao",2.32,1460.03,1400654.0,39.87,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000224002015000",2.0,1130000.0,2260000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 24 Café/nâu","Café/nâu",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,9.28,14.0,"A","Ngôi sao",2.78,1365.54,1398078.0,34.45,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000224002023000",2.0,1130000.0,2260000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 24 Kem","Kem",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,9.28,2.0,"A","Ngôi sao",5.99,1609.61,1390867.0,8.39,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","000224002026000",1.0,1130000.0,1130000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 24 Xanh mint","Xanh mint",20.0,"Xe New 24","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,4.64,19.0,"A","Ngôi sao",2.23,1658.2,1398672.0,41.08,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
476,"BH25.0453","1000310050010000",2.0,2150000.0,4300000,"2025-03-24",2025,3,1,"KH-00078","HỘ KINH DOANH VĨNH PHÁT","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Road RPD 700C Đen","Đen",75.0,"Xe Road RPD 700C","SPORTBIKE_A","Xe thể thao nhôm","2025-03","T3/2025","Q1/2025",0,13,0,24350000,13,17.66,63.0,"B","Bò sữa",17.56,-88.28,2765883.0,73.92,"2025-02",0.0,12.0,226371529.0,18864294.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",0.0,0.1785,"Thấp"
477,"BH25.0454","1000250020050000",1.0,500000.0,500000,"2025-03-24",2025,3,1,"KH-00097","CÔNG TY TNHH XUÂN MAI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất TE Robot 16 Cam","Cam",44.0,"Xe Robot 16","KIDBIKE_2","Xe trẻ em nhóm 2","2025-03","T3/2025","Q1/2025",0,13,0,4560000,5,10.96,107.0,"B","Ngôi sao",5.43,1784.75,876614.0,88.75,"2025-02",0.0,8.0,199350113.0,24918764.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.3652,"Trung bình"
477,"BH25.0454","1000220020090000",1.0,500000.0,500000,"2025-03-24",2025,3,1,"KH-00097","CÔNG TY TNHH XUÂN MAI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất TE Love 16 Hồng","Hồng",43.0,"Xe Love 16","KIDBIKE_2","Xe trẻ em nhóm 2","2025-03","T3/2025","Q1/2025",0,13,0,4560000,5,10.96,138.0,"C","Con chó",3.61,1278.99,801621.0,93.74,"2025-02",0.0,8.0,199350113.0,24918764.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.3652,"Trung bình"
477,"BH25.0454","000225002002000",1.0,1180000.0,1180000,"2025-03-24",2025,3,1,"KH-00097","CÔNG TY TNHH XUÂN MAI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 26 Trắng","Trắng",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,4560000,5,25.88,7.0,"A","Ngôi sao",4.78,1196.33,1549960.0,21.86,"2025-02",0.0,8.0,199350113.0,24918764.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.3652,"Trung bình"
477,"BH25.0454","000225002023000",1.0,1180000.0,1180000,"2025-03-24",2025,3,1,"KH-00097","CÔNG TY TNHH XUÂN MAI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 26 Kem","Kem",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,4560000,5,25.88,1.0,"A","Ngôi sao",9.48,1368.16,1483312.0,5.14,"2025-02",0.0,8.0,199350113.0,24918764.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.3652,"Trung bình"
477,"BH25.0454","000226003014000",1.0,1200000.0,1200000,"2025-03-24",2025,3,1,"KH-00097","CÔNG TY TNHH XUÂN MAI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini","Xanh Santorini",13.0,"Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,4560000,5,26.32,43.0,"A","Bò sữa",1.25,880.34,1448535.0,62.81,"2025-02",0.0,8.0,199350113.0,24918764.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.3652,"Trung bình"
478,"BH25.0455","000218003001000",2.0,1270000.0,2540000,"2025-03-24",2025,3,1,"KH-00067","DOANH NGHIỆP TW NGỌC ANH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06-27 2.0 Đen","Đen",12.0,"Xe GN 06-27 2.0","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,17760000,7,14.3,164.0,"C","Con chó",0.15,-100.0,1275501.0,96.57,"2025-02",0.0,9.0,213946302.0,23771811.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.5149,"Trung bình"
478,"BH25.0455","000225002023000",7.0,1180000.0,8260000,"2025-03-24",2025,3,1,"KH-00067","DOANH NGHIỆP TW NGỌC ANH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất New 26 Kem","Kem",21.0,"Xe New 26","CITYBIKE_P","Xe phổ thông","2025-03","T3/2025","Q1/2025",0,13,0,17760000,7,46.51,1.0,"A","Ngôi sao",9.48,1368.16,1483312.0,5.14,"2025-02",0.0,9.0,213946302.0,23771811.0,5.0,5.0,5.0,"Khách hàng tiêu biểu",1.0,0.5149,"Trung bình"
