"so_number","order_date","fiscal_year","fiscal_month","fiscal_quarter","customer_code","customer_name","province_name","region","product_code","product_name","color","line_name","group_code","group_name","quantity","unit_price","line_total"
"BH26.1043","2026-03-05",2026,3,1,"KH-00459","CÔNG TY CỔ PHẦN TOÀN THẮNG","Hà Nội","Miền Bắc","000331002001000","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","",3.0,1799444.0,5398332.0
"BH26.1043","2026-03-05",2026,3,1,"KH-00459","CÔNG TY CỔ PHẦN TOÀN THẮNG","Hà Nội","Miền Bắc","000331002008000","Xe đạp Thống Nhất MTB 26-02 Ghi","Ghi","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",4.0,1799444.0,7197776.0
"BH26.1043","2026-03-05",2026,3,1,"KH-00459","CÔNG TY CỔ PHẦN TOÀN THẮNG","Hà Nội","Miền Bắc","000331002022000","Xe đạp Thống Nhất MTB 26-02 Xanh dương","Xanh dương","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",2.0,1799444.0,3598888.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","1000400050010000","Xe đạp Thống Nhất MTB SPD 27.5 17 Đen","Đen","","","",3.0,2960555.0,8881665.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","1000400050020000","Xe đạp Thống Nhất MTB SPD 27.5 17 Trắng","Trắng","","","",1.0,2960555.0,2960555.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000230002023000","Xe đạp Thống Nhất LD 26 Kem","Kem","Xe LD 26","CITYBIKE_P","Xe phổ thông",2.0,1799444.0,3598888.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000335002001000","Xe đạp Thống Nhất Super 24 Đen","Đen","Xe Super 24","SPORTBIKE_S","Xe thể thao thép",1.0,2105000.0,2105000.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000335002013000","Xe đạp Thống Nhất Super 24 Xanh","Xanh","Xe Super 24","SPORTBIKE_S","Xe thể thao thép",2.0,2105000.0,4210000.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","100029005090000","Xe đạp Thống Nhất CPD 700C Hồng","Hồng","","","",2.0,2960555.0,5921110.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","100029005080000","Xe đạp Thống Nhất CPD 700C Ghi","Ghi","","","",1.0,2960555.0,2960555.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000232003009000","Xe đạp Thống Nhất MS 27.5 Hồng","Hồng","","","",2.0,2233333.0,4466666.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000232003002000","Xe đạp Thống Nhất MS 27.5 Trắng","Trắng","","","",1.0,2233333.0,2233333.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000333002022002","Xe đạp Thống Nhất Super 26 S xanh","xanh","","","",1.0,2294444.0,2294444.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000333002008000","Xe đạp Thống Nhất Super 26 S ghi","ghi","","","",2.0,2294444.0,4588888.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000331002001000","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","",2.0,1799444.0,3598888.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000331002008000","Xe đạp Thống Nhất MTB 26-02 Ghi","Ghi","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",1.0,1799444.0,1799444.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000224002023000","Xe đạp Thống Nhất New 24 Kem","Kem","Xe New 24","CITYBIKE_P","Xe phổ thông",1.0,1555000.0,1555000.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000224002002000","Xe đạp Thống Nhất New 24 Trắng","Trắng","Xe New 24","CITYBIKE_P","Xe phổ thông",2.0,1555000.0,3110000.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000225002015000","Xe đạp Thống Nhất New 26 Café/nâu","Café/nâu","Xe New 26","CITYBIKE_P","Xe phổ thông",1.0,1616111.0,1616111.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","1000210020090000","Xe đạp Thống Nhất TE Love 12 Hồng","Hồng","Xe Love 12","KIDBIKE_2","Xe trẻ em nhóm 2",10.0,882777.0,8827770.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","1000220020090000","Xe đạp Thống Nhất TE Love 16 Hồng","Hồng","Xe Love 16","KIDBIKE_2","Xe trẻ em nhóm 2",10.0,943888.0,9438880.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000116002023000","Xe đạp thống nhất TE Love 16 Kem","Kem","Xe Love 16","KIDBIKE_2","Xe trẻ em nhóm 2",5.0,787037.0,3935185.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","1000220020220000","Xe đạp Thống Nhất TE Love 16 Xanh dương","Xanh dương","Xe Love 16","KIDBIKE_2","Xe trẻ em nhóm 2",3.0,943888.0,2831664.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","1000240020090000","Xe đạp Thống Nhất TE Bunny 16 Hồng","Hồng","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",10.0,943888.0,9438880.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","1000250020220000","Xe đạp Thống Nhất TE Robot 16 Xanh dương","Xanh dương","Xe Robot 16","KIDBIKE_2","Xe trẻ em nhóm 2",3.0,943888.0,2831664.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","1000250020050000","Xe đạp Thống Nhất TE Robot 16 Cam","Cam","Xe Robot 16","KIDBIKE_2","Xe trẻ em nhóm 2",3.0,943888.0,2831664.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","1000270020220000","Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương","Xanh dương","Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2",5.0,943888.0,4719440.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000106002013000","Xe đạp Thống Nhất Batwheels 16 Xanh","Xanh","","","",4.0,1262037.0,5048148.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000105002004000","Xe đạp Thống Nhất Batwheels 12 Đỏ","Đỏ","","","",1.0,1132407.0,1132407.0
"BH26.1044","2026-03-05",2026,3,1,"KH-00210","DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc","000105002013000","Xe đạp Thống Nhất Batwheels 12 Xanh","Xanh","","","",2.0,1132407.0,2264814.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000224002026000","Xe đạp Thống Nhất New 24 Xanh mint","Xanh mint","Xe New 24","CITYBIKE_P","Xe phổ thông",2.0,1555000.0,3110000.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","1000400050010000","Xe đạp Thống Nhất MTB SPD 27.5 17 Đen","Đen","","","",2.0,2960555.0,5921110.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","1000400050020000","Xe đạp Thống Nhất MTB SPD 27.5 17 Trắng","Trắng","","","",1.0,2960555.0,2960555.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","1000400050080010","Xe đạp Thống Nhất MTB SPD 27.5 17 Ghi","Ghi","","","",2.0,2960555.0,5921110.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000105002004000","Xe đạp Thống Nhất Batwheels 12 Đỏ","Đỏ","","","",1.0,1132407.0,1132407.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000105002013000","Xe đạp Thống Nhất Batwheels 12 Xanh","Xanh","","","",2.0,1132407.0,2264814.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000106002013000","Xe đạp Thống Nhất Batwheels 16 Xanh","Xanh","","","",1.0,1262037.0,1262037.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000106002001000","Xe đạp Thống Nhất Batwheels 16 Đen","Đen","","","",1.0,1262037.0,1262037.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000106002004000","Xe đạp Thống Nhất Batwheels 16 Đỏ","Đỏ","","","",1.0,1262037.0,1262037.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","1000240020090000","Xe đạp Thống Nhất TE Bunny 16 Hồng","Hồng","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",1.0,943888.0,943888.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","1000240020220000","Xe đạp Thống Nhất TE Bunny 16 Xanh dương","Xanh dương","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",1.0,943888.0,943888.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","1000400050020000","Xe đạp Thống Nhất MTB SPD 27.5 17 Trắng","Trắng","","","",1.0,2960555.0,2960555.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","1000400050200000","Xe đạp Thống Nhất MTB SPD 27.5 17 Xanh","Xanh","","","",1.0,2960555.0,2960555.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","1000400050010000","Xe đạp Thống Nhất MTB SPD 27.5 17 Đen","Đen","","","",1.0,2960555.0,2960555.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000125002009000","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",1.0,1310555.0,1310555.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000125002002000","Xe đạp Thống Nhất Puppy 20 Trắng","Trắng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",1.0,1310555.0,1310555.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000125002023000","Xe đạp Thống Nhất Puppy 20 Kem","Kem","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",1.0,1310555.0,1310555.0
"BH26.1045","2026-03-05",2026,3,1,"KH-00429","CỬA HÀNG XE ĐẠP XUÂN MAI","Quảng Ninh","Miền Bắc","000336002001000","Xe đạp Thống Nhất SK 20 đen","đen","","","",1.0,1377777.0,1377777.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000216003001000","Xe đạp Thống Nhất GN 06-24 2.0 Đen","Đen","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",3.0,1530555.0,4591665.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000216003008000","Xe đạp Thống Nhất GN 06-24 2.0 Ghi","Ghi","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",2.0,1530555.0,3061110.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000333002008000","Xe đạp Thống Nhất Super 26 S ghi","ghi","","","",1.0,2294444.0,2294444.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000335002013000","Xe đạp Thống Nhất Super 24 Xanh","Xanh","Xe Super 24","SPORTBIKE_S","Xe thể thao thép",1.0,2105000.0,2105000.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000225002025000","Xe đạp Thống Nhất New 26 Xanh mint","Xanh mint","Xe New 26","CITYBIKE_P","Xe phổ thông",1.0,1616111.0,1616111.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000331002001000","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","",3.0,1799444.0,5398332.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000224002023000","Xe đạp Thống Nhất New 24 Kem","Kem","Xe New 24","CITYBIKE_P","Xe phổ thông",2.0,1555000.0,3110000.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000224002002000","Xe đạp Thống Nhất New 24 Trắng","Trắng","Xe New 24","CITYBIKE_P","Xe phổ thông",2.0,1555000.0,3110000.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000224002015000","Xe đạp Thống Nhất New 24 Café/nâu","Café/nâu","Xe New 24","CITYBIKE_P","Xe phổ thông",2.0,1555000.0,3110000.0
"BH26.1046","2026-03-05",2026,3,1,"","","","","000125002009000","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",1.0,1310555.0,1310555.0
"BH26.1047","2026-03-05",2026,3,1,"KH-00346","DOANH NGHIỆP TW TRƯỜNG THỊNH","Phú Thọ","Miền Bắc","000219002001000","","","","","",10.0,1744444.0,17444440.0
"BH26.1047","2026-03-05",2026,3,1,"KH-00346","DOANH NGHIỆP TW TRƯỜNG THỊNH","Phú Thọ","Miền Bắc","000331002001000","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","",10.0,1799444.0,17994440.0
"BH26.1047","2026-03-05",2026,3,1,"KH-00346","DOANH NGHIỆP TW TRƯỜNG THỊNH","Phú Thọ","Miền Bắc","000331002008000","Xe đạp Thống Nhất MTB 26-02 Ghi","Ghi","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",20.0,1799444.0,35988880.0
"BH26.1047","2026-03-05",2026,3,1,"KH-00346","DOANH NGHIỆP TW TRƯỜNG THỊNH","Phú Thọ","Miền Bắc","000225002024000","Xe đạp Thống Nhất New 26 Tím","Tím","Xe New 26","CITYBIKE_P","Xe phổ thông",1.0,1616111.0,1616111.0
"BH26.1047","2026-03-05",2026,3,1,"KH-00346","DOANH NGHIỆP TW TRƯỜNG THỊNH","Phú Thọ","Miền Bắc","000216003008000","Xe đạp Thống Nhất GN 06-24 2.0 Ghi","Ghi","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",4.0,1530555.0,6122220.0
"BH26.1047","2026-03-05",2026,3,1,"KH-00346","DOANH NGHIỆP TW TRƯỜNG THỊNH","Phú Thọ","Miền Bắc","000125002009000","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",1.0,1310555.0,1310555.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000219002001000","","","","","",4.0,1744444.0,6977776.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000336002001000","Xe đạp Thống Nhất SK 20 đen","đen","","","",10.0,1377777.0,13777770.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000401002016000","Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc","Ngọc","Xe Nữ","CITYBIKE_P","Xe phổ thông",10.0,1530555.0,15305550.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000226003023000","Xe đạp Thống Nhất LD 24-01_2023 Kem","Kem","Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông",4.0,1683333.0,6733332.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000226003015000","Xe đạp Thống Nhất LD 24-01_2023 Café/nâu","Café/nâu","Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông",2.0,1683333.0,3366666.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000224002004000","Xe đạp Thống Nhất New 24 Đỏ tươi","Đỏ tươi","Xe New 24","CITYBIKE_P","Xe phổ thông",3.0,1555000.0,4665000.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000224002002000","Xe đạp Thống Nhất New 24 Trắng","Trắng","Xe New 24","CITYBIKE_P","Xe phổ thông",2.0,1555000.0,3110000.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000224002015000","Xe đạp Thống Nhất New 24 Café/nâu","Café/nâu","Xe New 24","CITYBIKE_P","Xe phổ thông",3.0,1555000.0,4665000.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000224002023000","Xe đạp Thống Nhất New 24 Kem","Kem","Xe New 24","CITYBIKE_P","Xe phổ thông",5.0,1555000.0,7775000.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000225002009000","Xe đạp Thống Nhất New 26 Hồng","Hồng","Xe New 26","CITYBIKE_P","Xe phổ thông",3.0,1616111.0,4848333.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000225002004000","Xe đạp Thống Nhất New 26 Đỏ tươi","Đỏ tươi","Xe New 26","CITYBIKE_P","Xe phổ thông",2.0,1616111.0,3232222.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000225002025000","Xe đạp Thống Nhất New 26 Xanh mint","Xanh mint","Xe New 26","CITYBIKE_P","Xe phổ thông",2.0,1616111.0,3232222.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000331002001000","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","",2.0,1799444.0,3598888.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000331002022000","Xe đạp Thống Nhất MTB 26-02 Xanh dương","Xanh dương","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",1.0,1799444.0,1799444.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000331002008000","Xe đạp Thống Nhất MTB 26-02 Ghi","Ghi","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",3.0,1799444.0,5398332.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000336002004000","Xe đạp Thống Nhất SK 20 đỏ","đỏ","","","",1.0,1377777.0,1377777.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000216003008000","Xe đạp Thống Nhất GN 06-24 2.0 Ghi","Ghi","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",5.0,1530555.0,7652775.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000216003001000","Xe đạp Thống Nhất GN 06-24 2.0 Đen","Đen","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",10.0,1530555.0,15305550.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000217003005000","Xe đạp Thống Nhất GN 06-26 2.0 Cam","Cam","Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông",2.0,1591666.0,3183332.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","1000400050020000","Xe đạp Thống Nhất MTB SPD 27.5 17 Trắng","Trắng","","","",4.0,2960555.0,11842220.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","1000400050200000","Xe đạp Thống Nhất MTB SPD 27.5 17 Xanh","Xanh","","","",4.0,2960555.0,11842220.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","1000400050010000","Xe đạp Thống Nhất MTB SPD 27.5 17 Đen","Đen","","","",10.0,2960555.0,29605550.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","1000320050020000","Xe đạp Thống Nhất Road RPD 700C V5 Trắng","Trắng","","","",2.0,2960555.0,5921110.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000335002013000","Xe đạp Thống Nhất Super 24 Xanh","Xanh","Xe Super 24","SPORTBIKE_S","Xe thể thao thép",2.0,2105000.0,4210000.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000333002008000","Xe đạp Thống Nhất Super 26 S ghi","ghi","","","",2.0,2294444.0,4588888.0
"BH26.1048","2026-03-05",2026,3,1,"","","","","000333002022002","Xe đạp Thống Nhất Super 26 S xanh","xanh","","","",3.0,2294444.0,6883332.0
"BH26.1049","2026-03-05",2026,3,1,"KH-00397","CÔNG TY CỔ PHẦN THUỶ TIÊN","Lào Cai","Miền Bắc","000105002013000","Xe đạp Thống Nhất Batwheels 12 Xanh","Xanh","","","",1.0,1132407.0,1132407.0
"BH26.1049","2026-03-05",2026,3,1,"KH-00397","CÔNG TY CỔ PHẦN THUỶ TIÊN","Lào Cai","Miền Bắc","000336002001000","Xe đạp Thống Nhất SK 20 đen","đen","","","",3.0,1377777.0,4133331.0
"BH26.1049","2026-03-05",2026,3,1,"KH-00397","CÔNG TY CỔ PHẦN THUỶ TIÊN","Lào Cai","Miền Bắc","000336002022000","Xe đạp Thống Nhất SK 20 xanh","xanh","","","",2.0,1377777.0,2755554.0
"BH26.1049","2026-03-05",2026,3,1,"KH-00397","CÔNG TY CỔ PHẦN THUỶ TIÊN","Lào Cai","Miền Bắc","000105002013000","Xe đạp Thống Nhất Batwheels 12 Xanh","Xanh","","","",1.0,1132407.0,1132407.0
"BH26.1049","2026-03-05",2026,3,1,"KH-00397","CÔNG TY CỔ PHẦN THUỶ TIÊN","Lào Cai","Miền Bắc","000106002001000","Xe đạp Thống Nhất Batwheels 16 Đen","Đen","","","",2.0,1262037.0,2524074.0
"BH26.1049","2026-03-05",2026,3,1,"KH-00397","CÔNG TY CỔ PHẦN THUỶ TIÊN","Lào Cai","Miền Bắc","000106002013000","Xe đạp Thống Nhất Batwheels 16 Xanh","Xanh","","","",1.0,1262037.0,1262037.0
"BH26.1049","2026-03-05",2026,3,1,"KH-00397","CÔNG TY CỔ PHẦN THUỶ TIÊN","Lào Cai","Miền Bắc","000334002013000","Xe đạp Thống Nhất Super 20 Xanh","Xanh","Xe TE Super 20","KIDBIKE_1","Xe trẻ em nhóm 1",2.0,1652777.0,3305554.0
"BH26.1049","2026-03-05",2026,3,1,"KH-00397","CÔNG TY CỔ PHẦN THUỶ TIÊN","Lào Cai","Miền Bắc","1000270020220000","Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương","Xanh dương","Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2",2.0,943888.0,1887776.0
"BH26.1049","2026-03-05",2026,3,1,"KH-00397","CÔNG TY CỔ PHẦN THUỶ TIÊN","Lào Cai","Miền Bắc","000125002009000","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",2.0,1310555.0,2621110.0
"BH26.1050","2026-03-05",2026,3,1,"KH-00546","CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung","000226003015000","Xe đạp Thống Nhất LD 24-01_2023 Café/nâu","Café/nâu","Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông",1.0,1683333.0,1683333.0
"BH26.1050","2026-03-05",2026,3,1,"KH-00546","CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung","000226003023000","Xe đạp Thống Nhất LD 24-01_2023 Kem","Kem","Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông",1.0,1683333.0,1683333.0
"BH26.1050","2026-03-05",2026,3,1,"KH-00546","CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung","000337002008000","Xe đạp Thống Nhất SK 24 ghi","ghi","","","",1.0,1622222.0,1622222.0
"BH26.1050","2026-03-05",2026,3,1,"KH-00546","CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung","000331002001000","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","",3.0,1799444.0,5398332.0
"BH26.1050","2026-03-05",2026,3,1,"KH-00546","CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung","000331002008000","Xe đạp Thống Nhất MTB 26-02 Ghi","Ghi","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",3.0,1799444.0,5398332.0
"BH26.1050","2026-03-05",2026,3,1,"KH-00546","CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung","000331002022000","Xe đạp Thống Nhất MTB 26-02 Xanh dương","Xanh dương","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",2.0,1799444.0,3598888.0
"BH26.1050","2026-03-05",2026,3,1,"KH-00546","CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung","000230002009000","Xe đạp Thống Nhất LD 26 Pastel Hồng","Hồng","","","",2.0,1799444.0,3598888.0
"BH26.1050","2026-03-05",2026,3,1,"KH-00546","CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung","000230002013000","Xe đạp Thống Nhất LD 26 Pastel Xanh","Pastel Xanh","","","",2.0,1799444.0,3598888.0
"BH26.1050","2026-03-05",2026,3,1,"KH-00546","CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung","000230002023000","Xe đạp Thống Nhất LD 26 Kem","Kem","Xe LD 26","CITYBIKE_P","Xe phổ thông",2.0,1799444.0,3598888.0
"BH26.1051","2026-03-05",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000225002023000","Xe đạp Thống Nhất New 26 Kem","Kem","Xe New 26","CITYBIKE_P","Xe phổ thông",1.0,1616111.0,1616111.0
"BH26.1051","2026-03-05",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000226003023000","Xe đạp Thống Nhất LD 24-01_2023 Kem","Kem","Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông",5.0,1683333.0,8416665.0
