"product_code","product_name","color","line_name","group_code","group_name","revenue","quantity","n_orders","n_customers","rev_2025","qty_2025","rev_2026","qty_2026","rev_2026_ann","yoy_rev_pct","avg_unit_price","revenue_rank","pareto_cum_pct","pareto_class","rev_share_in_group_pct","bcg_quadrant"
"000131002004000","Xe đạp Thống Nhất GN 06 20 Đỏ tươi","Đỏ tươi","Xe GN 06 20","KIDBIKE_1","Xe trẻ em nhóm 1",5693056.0,5.0,2,2,5693056.0,5.0,0.0,0.0,0.0,-100.0,1138611.0,156,99.98,"C",0.05,"Con chó"
"1000240020090000","Xe đạp Thống Nhất TE Bunny 16 Hồng","Hồng","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",748575905.0,942.0,276,168,157807485.0,257.0,590768420.0,685.0,2363073680.0,1397.44,794667.0,30,66.33,"A",18.85,"Ngôi sao"
"1000270020220000","Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương","Xanh dương","Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2",695210125.0,866.0,269,162,185506660.0,288.0,509703465.0,578.0,2038813860.0,999.05,802783.0,33,68.96,"A",17.5,"Ngôi sao"
"1000270020150000","Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu","Café/nâu","Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2",478094780.0,543.0,190,109,165905540.0,219.0,312189240.0,324.0,1248756960.0,652.69,880469.0,49,79.62,"B",12.04,"Bò sữa"
"1000230020090000","Xe đạp Thống Nhất TE Bunny 12 Hồng","Hồng","Xe Bunny 12","KIDBIKE_2","Xe trẻ em nhóm 2",297138630.0,426.0,128,95,82330831.0,167.0,214807799.0,259.0,859231196.0,943.63,697509.0,68,88.8,"B",7.48,"Ngôi sao"
"1000260020220000","Xe đạp Thống Nhất TE Spaceboy 12 Xanh dương","Xanh dương","Xe Spaceboy 12","KIDBIKE_2","Xe trẻ em nhóm 2",282574346.0,375.0,104,70,148273424.0,227.0,134300922.0,148.0,537203688.0,262.31,753532.0,71,89.85,"B",7.11,"Bò sữa"
"1000210020090000","Xe đạp Thống Nhất TE Love 12 Hồng","Hồng","Xe Love 12","KIDBIKE_2","Xe trẻ em nhóm 2",250177263.0,270.0,81,36,92816203.0,109.0,157361060.0,161.0,629444240.0,578.16,926582.0,74,90.78,"C",6.3,"Bò sữa"
"1000250020050000","Xe đạp Thống Nhất TE Robot 16 Cam","Cam","Xe Robot 16","KIDBIKE_2","Xe trẻ em nhóm 2",215647147.0,246.0,113,59,52073054.0,75.0,163574093.0,171.0,654296372.0,1156.5,876614.0,79,92.2,"C",5.43,"Ngôi sao"
"1000240020220000","Xe đạp Thống Nhất TE Bunny 16 Xanh dương","Xanh dương","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",203548505.0,254.0,102,64,51912496.0,88.0,151636009.0,166.0,606544036.0,1068.4,801372.0,82,92.95,"C",5.12,"Dấu hỏi"
"1000250020220000","Xe đạp Thống Nhất TE Robot 16 Xanh dương","Xanh dương","Xe Robot 16","KIDBIKE_2","Xe trẻ em nhóm 2",198514053.0,251.0,114,70,61573056.0,94.0,136940997.0,157.0,547763988.0,789.62,790893.0,83,93.2,"C",5.0,"Con chó"
"1000220020220000","Xe đạp Thống Nhất TE Love 16 Xanh dương","Xanh dương","Xe Love 16","KIDBIKE_2","Xe trẻ em nhóm 2",186755523.0,190.0,62,19,51809998.0,58.0,134945525.0,132.0,539782100.0,941.85,982924.0,86,93.9,"C",4.7,"Con chó"
"000117002023000","Xe đạp thống nhất TE Bunny 16 Kem","Kem","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",146306003.0,182.0,97,68,23500000.0,47.0,122806003.0,135.0,491224012.0,1990.31,803879.0,95,95.67,"C",3.68,"Dấu hỏi"
"1000220020090000","Xe đạp Thống Nhất TE Love 16 Hồng","Hồng","Xe Love 16","KIDBIKE_2","Xe trẻ em nhóm 2",143490188.0,179.0,62,38,43504165.0,68.0,99986023.0,111.0,399944092.0,819.32,801621.0,96,95.84,"C",3.61,"Con chó"
"000116002023000","Xe đạp thống nhất TE Love 16 Kem","Kem","Xe Love 16","KIDBIKE_2","Xe trẻ em nhóm 2",126054994.0,172.0,80,46,5000000.0,10.0,121054994.0,162.0,484219976.0,9584.4,732878.0,101,96.67,"C",3.17,"Dấu hỏi"
"1000310050010000","Xe đạp Thống Nhất Road RPD 700C Đen","Đen","Xe Road RPD 700C","SPORTBIKE_A","Xe thể thao nhôm",511688337.0,185.0,65,35,501888337.0,178.0,9800000.0,7.0,39200000.0,-92.19,2765883.0,44,76.64,"B",17.56,"Bò sữa"
"1000300050200000","Xe đạp Thống Nhất MTB SPD 27.5 (xanh da trời)","trời","Xe MTB SPD 27.5","SPORTBIKE_A","Xe thể thao nhôm",488659169.0,166.0,60,35,488659169.0,166.0,0.0,0.0,0.0,-100.0,2943730.0,47,78.45,"B",16.77,"Bò sữa"
"1000310050080000","Xe đạp Thống Nhất Road RPD 700C Ghi","Ghi","Xe Road RPD 700C","SPORTBIKE_A","Xe thể thao nhôm",438542190.0,177.0,62,43,122550000.0,57.0,315992190.0,120.0,1263968760.0,931.39,2477639.0,57,84.05,"B",15.05,"Ngôi sao"
"1000300050010000","Xe đạp Thống Nhất MTB SPD 27.5 ( Đen)","Đen","Xe MTB SPD 27.5","SPORTBIKE_A","Xe thể thao nhôm",254912593.0,110.0,60,47,242966667.0,106.0,11945926.0,4.0,47783704.0,-80.33,2317387.0,72,90.17,"C",8.75,"Ngôi sao"
"100029005001000","Xe đạp Thống Nhất Touring Blade 700C Đen","Đen","Xe Touring Blade 700C","SPORTBIKE_A","Xe thể thao nhôm",190915181.0,59.0,37,30,184335181.0,57.0,6580000.0,2.0,26320000.0,-85.72,3235851.0,85,93.67,"C",6.55,"Bò sữa"
"1010020000080000","Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Ghi","Ghi","Xe GRX AT 27,5_2.0","SPORTBIKE_A","Xe thể thao nhôm",182090741.0,84.0,18,5,9890741.0,2.0,172200000.0,82.0,688800000.0,6864.09,2167747.0,87,94.12,"C",6.25,"Ngôi sao"
"100029005020000","Xe đạp Thống Nhất Touring Blade 700C Xanh","Xanh","Xe Touring Blade 700C","SPORTBIKE_A","Xe thể thao nhôm",168302312.0,50.0,31,25,161702312.0,48.0,6600000.0,2.0,26400000.0,-83.67,3366046.0,89,94.53,"C",5.78,"Ngôi sao"
"1000300050080000","Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi)","Ghi","Xe MTB SPD 27.5","SPORTBIKE_A","Xe thể thao nhôm",162901112.0,73.0,46,33,157861112.0,69.0,5040000.0,4.0,20160000.0,-87.23,2231522.0,91,94.93,"C",5.59,"Bò sữa"
"1000310050200000","Xe đạp Thống Nhất Road RPD 700C Xanh da trời","trời","Xe Road RPD 700C","SPORTBIKE_A","Xe thể thao nhôm",141998719.0,60.0,24,19,91420388.0,32.0,50578331.0,28.0,202313324.0,121.3,2366645.0,97,96.02,"C",4.87,"Ngôi sao"
"1000350050220000","Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Ghi","Ghi","Xe MTB Cyber 27.5 2024","SPORTBIKE_A","Xe thể thao nhôm",94480656.0,31.0,23,20,94480656.0,31.0,0.0,0.0,0.0,-100.0,3047763.0,106,97.32,"C",3.24,"Con chó"
"1010020010050000","Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Cam","Cam","Xe GRX AT 27,5_2.0","SPORTBIKE_A","Xe thể thao nhôm",67700000.0,22.0,9,9,63500000.0,20.0,4200000.0,2.0,16800000.0,-73.54,3077273.0,117,98.35,"C",2.32,"Dấu hỏi"
"100035005001000","Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Đen","Đen","Xe MTB Cyber 27.5 2024","SPORTBIKE_A","Xe thể thao nhôm",63680288.0,21.0,15,14,63680288.0,21.0,0.0,0.0,0.0,-100.0,3032395.0,125,99.0,"C",2.19,"Con chó"
"1010020000050000","Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Cam","Cam","Xe GRX AT 27,5_2.0","SPORTBIKE_A","Xe thể thao nhôm",58813703.0,15.0,10,6,42253703.0,7.0,16560000.0,8.0,66240000.0,56.77,3920914.0,127,99.15,"C",2.02,"Dấu hỏi"
"1010020010080000","Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Ghi","Ghi","Xe GRX AT 27,5_2.0","SPORTBIKE_A","Xe thể thao nhôm",38160000.0,17.0,10,6,21600000.0,9.0,16560000.0,8.0,66240000.0,206.67,2244706.0,132,99.43,"C",1.31,"Dấu hỏi"
"1010020010220000","Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Xanh dương","Xanh dương","Xe GRX AT 27,5_2.0","SPORTBIKE_A","Xe thể thao nhôm",28880000.0,10.0,7,7,20600000.0,6.0,8280000.0,4.0,33120000.0,60.78,2888000.0,135,99.55,"C",0.99,"Dấu hỏi"
"100028005008000","Xe đạp Thống Nhất MTB Cyper 27.5 Ghi","Ghi","Xe MTB Cyber 27.5","SPORTBIKE_A","Xe thể thao nhôm",18323104.0,6.0,4,4,18323104.0,6.0,0.0,0.0,0.0,-100.0,3053851.0,143,99.78,"C",0.63,"Con chó"
"100028005020000","Xe đạp Thống Nhất MTB Cyper 27.5 Xanh","Xanh","Xe MTB Cyber 27.5","SPORTBIKE_A","Xe thể thao nhôm",4066667.0,1.0,1,1,4066667.0,1.0,0.0,0.0,0.0,-100.0,4066667.0,158,99.99,"C",0.14,"Con chó"
"000335002001000","Xe đạp Thống Nhất Super 24 Đen","Đen","Xe Super 24","SPORTBIKE_S","Xe thể thao thép",1048854773.0,518.0,203,115,336265644.0,185.0,712589129.0,333.0,2850356516.0,747.65,2024816.0,24,60.23,"A",24.87,"Ngôi sao"
"000335002013000","Xe đạp Thống Nhất Super 24 Xanh","Xanh","Xe Super 24","SPORTBIKE_S","Xe thể thao thép",543816652.0,329.0,150,96,197682408.0,154.0,346134244.0,175.0,1384536976.0,600.38,1652938.0,41,74.72,"B",12.89,"Ngôi sao"
"000335002004000","Xe đạp Thống Nhất Super 24 Đỏ","Đỏ","Xe Super 24","SPORTBIKE_S","Xe thể thao thép",292516006.0,175.0,99,77,84900462.0,70.0,207615544.0,105.0,830462176.0,878.16,1671520.0,69,89.16,"B",6.93,"Ngôi sao"
"000329002004001","Xe đạp Thống Nhất MTB 26-07 Tem đỏ","Tem đỏ","Xe MTB 26-07","SPORTBIKE_S","Xe thể thao thép",219322222.0,87.0,6,2,202222222.0,78.0,17100000.0,9.0,68400000.0,-66.18,2520945.0,78,91.94,"C",5.2,"Ngôi sao"
"000329002005000","Xe đạp Thống Nhất MTB 26-07 Tem cam","Tem cam","Xe MTB 26-07","SPORTBIKE_S","Xe thể thao thép",207269629.0,81.0,3,3,199629629.0,77.0,7640000.0,4.0,30560000.0,-84.69,2558884.0,80,92.45,"C",4.91,"Ngôi sao"
"000231003002000","Xe đạp Thống Nhất M2601 Trắng","Trắng","Xe M2601","SPORTBIKE_S","Xe thể thao thép",204113606.0,84.0,21,4,204113606.0,84.0,0.0,0.0,0.0,-100.0,2429924.0,81,92.7,"C",4.84,"Bò sữa"
"000333002001000","Xe đạp Thống Nhất Super 26 đen","đen","Xe Super 26","SPORTBIKE_S","Xe thể thao thép",195981018.0,150.0,69,56,195981018.0,150.0,0.0,0.0,0.0,-100.0,1306540.0,84,93.44,"C",4.65,"Bò sữa"
"000333002022000","Xe đạp Thống Nhất Super 26 xanh","xanh","Xe Super 26","SPORTBIKE_S","Xe thể thao thép",163020740.0,121.0,65,54,157818518.0,118.0,5202222.0,3.0,20808888.0,-86.81,1347279.0,90,94.73,"C",3.86,"Bò sữa"
"000217004022000","Xe đạp Thống Nhất GN 06-26 2.0 Pro Xanh dương","Xanh dương","Xe GN 06-26 2.0 Pro","SPORTBIKE_S","Xe thể thao thép",155884907.0,86.0,20,8,150564907.0,82.0,5320000.0,4.0,21280000.0,-85.87,1812615.0,92,95.12,"C",3.7,"Bò sữa"
"000413002001000","Xe đạp Thống Nhất Highway 27.5 Đen bóng","bóng","Xe Highway 27.5","SPORTBIKE_S","Xe thể thao thép",134711941.0,63.0,41,31,46202314.0,31.0,88509627.0,32.0,354038508.0,666.28,2138285.0,99,96.36,"C",3.19,"Ngôi sao"
"000324000180000","Xe đạp Thống Nhất MTB 26-05_2023 Đen mờ","mờ","Xe MTB 26-05_2023","SPORTBIKE_S","Xe thể thao thép",131761370.0,79.0,40,31,78929166.0,57.0,52832204.0,22.0,211328816.0,167.74,1667865.0,100,96.52,"C",3.12,"Ngôi sao"
"000413002022000","Xe đạp Thống Nhất Highway 27.5 Xanh dương","Xanh dương","Xe Highway 27.5","SPORTBIKE_S","Xe thể thao thép",118167311.0,55.0,37,30,47256943.0,30.0,70910368.0,25.0,283641472.0,500.21,2148497.0,102,96.82,"C",2.8,"Ngôi sao"
"000231003022000","Xe đạp Thống Nhất M2601 Xanh dương","Xanh dương","Xe M2601","SPORTBIKE_S","Xe thể thao thép",102376943.0,41.0,17,16,102376943.0,41.0,0.0,0.0,0.0,-100.0,2496999.0,104,97.08,"C",2.43,"Bò sữa"
"000217004008000","Xe đạp Thống Nhất GN 06-26 2.0 Pro Ghi","Ghi","Xe GN 06-26 2.0 Pro","SPORTBIKE_S","Xe thể thao thép",86927870.0,51.0,9,6,83696389.0,50.0,3231481.0,1.0,12925924.0,-84.56,1704468.0,108,97.53,"C",2.06,"Ngôi sao"
"000324000100000","Xe đạp Thống Nhất MTB 26-05_2023 Xanh rêu","rêu","Xe MTB 26-05_2023","SPORTBIKE_S","Xe thể thao thép",86798972.0,54.0,24,22,60341203.0,43.0,26457769.0,11.0,105831076.0,75.39,1607388.0,109,97.64,"C",2.06,"Ngôi sao"
"000324000040000","Xe đạp Thống Nhất MTB 26-05_2023 Đỏ đun","Đỏ đun","Xe MTB 26-05_2023","SPORTBIKE_S","Xe thể thao thép",69935729.0,40.0,13,12,36379630.0,26.0,33556099.0,14.0,134224396.0,268.95,1748393.0,113,98.02,"C",1.66,"Ngôi sao"
"000217004005000","Xe đạp Thống Nhất GN 06-26 2.0 Pro Cam","Cam","Xe GN 06-26 2.0 Pro","SPORTBIKE_S","Xe thể thao thép",69835278.0,47.0,8,5,67255278.0,45.0,2580000.0,2.0,10320000.0,-84.66,1485857.0,114,98.1,"C",1.66,"Ngôi sao"
"000231003002001","Xe đạp Thống Nhất M2601 Shimano Trắng (tem tím)","tím","Xe M2601 Shimano","SPORTBIKE_S","Xe thể thao thép",66462500.0,25.0,14,13,66462500.0,25.0,0.0,0.0,0.0,-100.0,2658500.0,121,98.68,"C",1.58,"Con chó"
"000231003022001","Xe đạp Thống Nhất M2601 Shimano Xanh (tem trắng)","trắng","Xe M2601 Shimano","SPORTBIKE_S","Xe thể thao thép",46016000.0,18.0,10,10,42536000.0,16.0,3480000.0,2.0,13920000.0,-67.27,2556444.0,130,99.33,"C",1.09,"Dấu hỏi"
"000231003005001","Xe đạp Thống Nhất M2601 Shimano Đen (tem cam)","cam","Xe M2601 Shimano","SPORTBIKE_S","Xe thể thao thép",45856000.0,18.0,9,9,42536000.0,16.0,3320000.0,2.0,13280000.0,-68.78,2547556.0,131,99.39,"C",1.09,"Dấu hỏi"
"000231003023001","Xe đạp Thống Nhất M2601 Shimano Đen (tem xanh)","xanh","Xe M2601 Shimano","SPORTBIKE_S","Xe thể thao thép",31902000.0,12.0,6,6,31902000.0,12.0,0.0,0.0,0.0,-100.0,2658500.0,134,99.52,"C",0.76,"Con chó"
"000314002005000","Xe đạp Thống Nhất MTB 24-04 Tem cam","Tem cam","Xe MTB 24-04","SPORTBIKE_S","Xe thể thao thép",26800462.0,23.0,8,5,16500462.0,13.0,10300000.0,10.0,41200000.0,149.69,1165237.0,136,99.58,"C",0.64,"Dấu hỏi"
"000217004008001","Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Ghi","Ghi","Xe GN 06-26 2.0 Pro Shimano","SPORTBIKE_S","Xe thể thao thép",23335000.0,10.0,8,7,23335000.0,10.0,0.0,0.0,0.0,-100.0,2333500.0,138,99.64,"C",0.55,"Con chó"
"000413002003000","Xe đạp Thống Nhất Highway 27.5 Đỏ đun","Đỏ đun","Xe Highway 27.5","SPORTBIKE_S","Xe thể thao thép",23200000.0,16.0,6,5,23200000.0,16.0,0.0,0.0,0.0,-100.0,1450000.0,139,99.67,"C",0.55,"Con chó"
"000413002018000","Xe đạp Thống Nhất Highway 27.5 Đen mờ","mờ","Xe Highway 27.5","SPORTBIKE_S","Xe thể thao thép",23002315.0,15.0,5,4,23002315.0,15.0,0.0,0.0,0.0,-100.0,1533488.0,141,99.73,"C",0.55,"Con chó"
"000231003023000","Xe đạp Thống Nhất M2601 Đen Tem Xanh","Xanh","Xe M2601","SPORTBIKE_S","Xe thể thao thép",16800000.0,14.0,13,13,16800000.0,14.0,0.0,0.0,0.0,-100.0,1200000.0,145,99.82,"C",0.4,"Con chó"
"000218004008000","Xe đạp Thống Nhất GN 06-27 2.0 Pro Ghi","Ghi","Xe GN 06-27 2.0 Pro","SPORTBIKE_S","Xe thể thao thép",16480648.0,12.0,8,7,11400648.0,8.0,5080000.0,4.0,20320000.0,78.24,1373387.0,147,99.86,"C",0.39,"Dấu hỏi"
"000231003005000","Xe đạp Thống Nhất M2601 Đen Tem cam","Tem cam","Xe M2601","SPORTBIKE_S","Xe thể thao thép",14401388.0,11.0,11,11,14401388.0,11.0,0.0,0.0,0.0,-100.0,1309217.0,148,99.88,"C",0.34,"Con chó"
"000218004005000","Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam","Cam","Xe GN 06-27 2.0 Pro","SPORTBIKE_S","Xe thể thao thép",13988796.0,7.0,5,5,11448796.0,5.0,2540000.0,2.0,10160000.0,-11.26,1998399.0,150,99.91,"C",0.33,"Dấu hỏi"
"000218004009001","Xe đạp Thống Nhất GN 06-27 2.0 Pro BLACKPINK","BLACKPINK","Xe GN 06-27 2.0 Pro","SPORTBIKE_S","Xe thể thao thép",12150000.0,9.0,1,1,12150000.0,9.0,0.0,0.0,0.0,-100.0,1350000.0,152,99.94,"C",0.29,"Con chó"
"000314002020000","Xe đạp Thống Nhất MTB 24-04 Tem Xanh da trời","trời","Xe MTB 24-04","SPORTBIKE_S","Xe thể thao thép",12053425.0,5.0,2,2,12053425.0,5.0,0.0,0.0,0.0,-100.0,2410685.0,153,99.96,"C",0.29,"Con chó"
"000218004008001","Xe đạp Thống Nhất GN 06-27 2.0 Pro Shimano Ghi","Ghi","Xe GN 06-27 2.0 Pro Shimano","SPORTBIKE_S","Xe thể thao thép",7195500.0,3.0,2,2,7195500.0,3.0,0.0,0.0,0.0,-100.0,2398500.0,154,99.96,"C",0.17,"Con chó"
"000217004022001","Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Xanh","Xanh","Xe GN 06-26 2.0 Pro Shimano","SPORTBIKE_S","Xe thể thao thép",4667000.0,2.0,2,2,4667000.0,2.0,0.0,0.0,0.0,-100.0,2333500.0,157,99.98,"C",0.11,"Con chó"
"000314002019000","Xe đạp Thống Nhất MTB 24-04 Tem vàng","vàng","Xe MTB 24-04","SPORTBIKE_S","Xe thể thao thép",2488241.0,1.0,1,1,2488241.0,1.0,0.0,0.0,0.0,-100.0,2488241.0,161,100.0,"C",0.06,"Con chó"
