"customer_code","last_order_date","recency_days","n_orders_total","revenue_total","avg_order_value","n_product_groups","trend_slope","active_in_t3","customer_name","province_name","region","n_orders_q1_2025","revenue_q1_2025","prob_active_30d","activity_risk","priority_contact"
"KH-00134","2026-03-20",11,12,984310817,82025901.0,5,39435195.6,1,"DOANH NGHIỆP TW PHÚ THỊNH","Quảng Nam","Miền Trung",12,984310817,0.481,"Trung bình",0
"KH-00135","2025-02-22",402,1,34180000,34180000.0,3,0.0,0,"CỬA HÀNG XE ĐẠP XUÂN MAI","Ninh Bình","Miền Bắc",1,34180000,0.2507,"Nguy cơ cao",1
"KH-00136","2025-02-22",402,1,42370000,42370000.0,4,0.0,0,"CÔNG TY CỔ PHẦN NGỌC ANH","Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.","Miền Bắc",1,42370000,0.2551,"Nguy cơ cao",1
"KH-00137","2025-02-22",402,1,36580000,36580000.0,3,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI QUANG VINH","Hà Nam","Miền Bắc",1,36580000,0.257,"Nguy cơ cao",1
"KH-00138","2025-02-22",402,1,52850000,52850000.0,3,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT","Thái Bình","Miền Bắc",1,52850000,0.3021,"Trung bình",0
"KH-00139","2025-03-31",365,3,124298146,41432715.0,3,-22847574.0,0,"HỘ KINH DOANH YÊN BÌNH","Hà Nội","Miền Bắc",3,124298146,0.4241,"Trung bình",0
"KH-00140","2025-03-21",375,3,98910000,32970000.0,5,17390000.0,0,"CÔNG TY TNHH XÂY DỰNG","Hải Dương","Miền Bắc",3,98910000,0.3097,"Trung bình",0
"KH-00141","2025-02-22",402,1,108820000,108820000.0,3,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN","Hải Phòng","Miền Bắc",1,108820000,0.4839,"Trung bình",0
"KH-00142","2025-03-31",365,4,66548500,16637125.0,5,39648500.0,0,"CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH","Hà Nội","Miền Bắc",4,66548500,0.3324,"Trung bình",0
"KH-00143","2025-02-22",402,1,29700000,29700000.0,2,0.0,0,"DOANH NGHIỆP TW TÂY BẮC","Vĩnh Phúc","Miền Bắc",1,29700000,0.256,"Nguy cơ cao",1
"KH-00144","2025-02-22",402,1,22418078,22418078.0,4,0.0,0,"CỬA HÀNG XE ĐẠP QUANG VINH","Vĩnh Yên","Miền Bắc",1,22418078,0.2063,"Nguy cơ cao",1
"KH-00145","2025-02-22",402,1,22940000,22940000.0,4,0.0,0,"HỘ KINH DOANH PHÚ THỊNH","Quảng Ngãi","Miền Trung",1,22940000,0.2075,"Nguy cơ cao",1
"KH-00146","2025-02-22",402,1,18640000,18640000.0,4,0.0,0,"HỘ KINH DOANH LONG PHÚ","Điện Biên","Miền Bắc",1,18640000,0.1979,"Nguy cơ cao",1
"KH-00147","2026-03-31",0,19,884262666,46540140.0,6,123663268.8,1,"CÔNG TY TNHH PHÚ THỊNH","Hà Nội","Miền Bắc",19,884262666,0.8962,"Tích cực",0
"KH-00148","2025-03-27",369,4,82782643,20695661.0,4,39937357.0,0,"HỘ KINH DOANH THUỶ TIÊN","Hải Dươn","Miền Bắc",4,82782643,0.3578,"Trung bình",0
"KH-00149","2025-03-21",375,2,66287929,33143964.0,5,-5247929.0,0,"CỬA HÀNG XE ĐẠP TÚ ANH","Hải Dương","Miền Bắc",2,66287929,0.2723,"Nguy cơ cao",1
"KH-00150","2025-02-22",402,1,14582643,14582643.0,2,0.0,0,"HỘ KINH DOANH SÁN LẠP","Hải Dương","Miền Bắc",1,14582643,0.2183,"Nguy cơ cao",1
"KH-00151","2025-03-20",376,2,130261924,65130962.0,3,45661924.0,0,"CÔNG TY TNHH LÊ ANH","Hà Tĩnh","Miền Trung",2,130261924,0.3032,"Trung bình",0
"KH-00152","2025-03-31",365,3,89045116,29681705.0,3,11385116.0,0,"HỘ KINH DOANH TRÍ ĐỨC","Nghệ An","Miền Trung",3,89045116,0.3477,"Trung bình",0
"KH-00153","2025-02-22",402,1,33900000,33900000.0,3,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH","Hà Tĩnh","Miền Trung",1,33900000,0.25,"Nguy cơ cao",1
"KH-00154","2025-03-31",365,3,80000000,26666667.0,1,32720000.0,0,"DOANH NGHIỆP TW VĨNH PHÁT","Hà Tĩnh","Miền Trung",3,80000000,0.3495,"Trung bình",0
"KH-00155","2025-03-28",368,4,140009520,35002380.0,5,59885286.0,0,"DOANH NGHIỆP TW HÙNG CƯỜNG","Hà Nội","Miền Bắc",4,140009520,0.3161,"Trung bình",0
"KH-00156","2025-02-22",402,1,21250000,21250000.0,3,0.0,0,"DOANH NGHIỆP TW VIỆT ANH","Thanh Hoá","Miền Trung",1,21250000,0.2187,"Nguy cơ cao",1
"KH-00157","2026-03-31",0,124,453848157,3660066.0,6,65732221.7,1,"CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ","Hà Nội","Miền Bắc",124,453848157,1.0,"Tích cực",0
"KH-00158","2025-02-25",399,1,23040000,23040000.0,2,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH","Thái Bình","Miền Bắc",1,23040000,0.2374,"Nguy cơ cao",1
"KH-00159","2025-03-07",389,2,20750000,10375000.0,1,11527778.0,0,"CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH","Thủ Dầu Một","Miền Bắc",2,20750000,0.2812,"Nguy cơ cao",1
"KH-00160","2025-02-26",398,1,2768519,2768519.0,1,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC","Hà Nội","Miền Bắc",1,2768519,0.2043,"Nguy cơ cao",1
"KH-00161","2025-03-27",369,3,182845338,60948446.0,5,140450908.0,0,"CÔNG TY TNHH THIÊN AN","Hà Nội","Miền Bắc",3,182845338,0.1822,"Nguy cơ cao",1
"KH-00162","2026-03-16",15,4,58132765,14533191.0,3,3585608.9,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH","Hà Nội","Miền Bắc",4,58132765,0.2255,"Nguy cơ cao",1
"KH-00163","2025-03-31",365,4,82695483,20673871.0,4,34663635.0,0,"HỘ KINH DOANH XUÂN MAI","Hà Nội","Miền Bắc",4,82695483,0.3638,"Trung bình",0
"KH-00164","2025-03-21",375,2,61750000,30875000.0,3,10250000.0,0,"HỘ KINH DOANH XÂY DỰNG","Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang","Miền Bắc",2,61750000,0.2816,"Nguy cơ cao",1
"KH-00165","2025-02-26",398,1,10890000,10890000.0,3,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH","Bắc Giang","Miền Bắc",1,10890000,0.1935,"Nguy cơ cao",1
"KH-00166","2025-02-26",398,1,23312643,23312643.0,3,0.0,0,"HỘ KINH DOANH QUANG VINH","Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ","Miền Bắc",1,23312643,0.2217,"Nguy cơ cao",1
"KH-00167","2026-02-13",46,5,142484618,28496924.0,4,17937309.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH","Hà Nội","Miền Bắc",5,142484618,0.282,"Nguy cơ cao",1
"KH-00168","2026-03-16",15,6,239090587,39848431.0,4,19750651.3,1,"DOANH NGHIỆP TW ĐẠI LỢI","Hà Nội","Miền Bắc",6,239090587,0.3285,"Trung bình",0
"KH-00169","2026-02-13",46,5,361208822,72241764.0,4,18141094.0,0,"CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT","Ninh Bình","Miền Bắc",5,361208822,0.2802,"Nguy cơ cao",1
"KH-00170","2025-02-26",398,1,41700000,41700000.0,2,0.0,0,"CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH","Ninh Bình","Miền Bắc",1,41700000,0.2865,"Nguy cơ cao",1
"KH-00171","2025-02-27",397,1,24259259,24259259.0,1,0.0,0,"CÔNG TY CỔ PHẦN QUANG VINH","Hà Nội","Miền Bắc",1,24259259,0.2562,"Nguy cơ cao",1
"KH-00172","2026-02-28",31,3,352444443,117481481.0,1,-27111111.0,0,"CỬA HÀNG XE ĐẠP XÂY DỰNG","Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.","Miền Bắc",3,352444443,0.3778,"Trung bình",0
"KH-00173","2025-03-25",371,21,1582007777,75333704.0,5,0.0,0,"DOANH NGHIỆP TW PHÚ THỊNH","Hà Nội","Miền Bắc",21,1582007777,0.9579,"Tích cực",0
"KH-00174","2025-03-06",390,1,23300000,23300000.0,1,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH","Đà Nẵng","Miền Trung",1,23300000,0.25,"Nguy cơ cao",1
"KH-00175","2025-03-06",390,1,7490741,7490741.0,1,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN","Hà Nội","Miền Bắc",1,7490741,0.2114,"Nguy cơ cao",1
"KH-00176","2025-03-07",389,1,1472222,1472222.0,1,0.0,0,"CÔNG TY TNHH THUỶ TIÊN","Hà Nội","Miền Bắc",1,1472222,0.1974,"Nguy cơ cao",1
"KH-00177","2025-03-10",386,1,7388889,7388889.0,1,0.0,0,"CÔNG TY CỔ PHẦN TRƯỜNG THỊNH","Hưng Yên","Miền Bắc",1,7388889,0.2093,"Nguy cơ cao",1
"KH-00178","2025-03-10",386,1,2212963,2212963.0,1,0.0,0,"CÔNG TY CỔ PHẦN QUANG VINH","Hà Nội","Miền Bắc",1,2212963,0.1977,"Nguy cơ cao",1
"KH-00179","2025-03-10",386,1,4240741,4240741.0,2,0.0,0,"CÔNG TY CỔ PHẦN TÂN TIẾN","Hà Nội","Miền Bắc",1,4240741,0.1881,"Nguy cơ cao",1
"KH-00180","2026-03-14",17,5,213111625,42622325.0,1,-11327945.3,1,"CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI","Thanh Hoá","Miền Trung",5,213111625,0.3683,"Trung bình",0
"KH-00181","2026-03-10",21,4,431652757,107913189.0,3,-11437411.3,1,"CÔNG TY TNHH LONG PHÚ","Thừa Thiên Huế","Miền Trung",4,431652757,0.3098,"Trung bình",0
"KH-00182","2025-03-14",382,1,13140000,13140000.0,3,0.0,0,"CÔNG TY CỔ PHẦN PHÚ THỊNH","Sơn La","Miền Bắc",1,13140000,0.1915,"Nguy cơ cao",1
"KH-00183","2025-03-14",382,1,20000000,20000000.0,2,0.0,0,"DOANH NGHIỆP TW LONG PHÚ","Bắc Giang","Miền Bắc",1,20000000,0.2217,"Nguy cơ cao",1
"KH-00184","2025-03-31",365,2,24742962,12371481.0,5,0.0,0,"DOANH NGHIỆP TW ĐẠI LỢI","Hoà Bình","Miền Bắc",2,24742962,0.2206,"Nguy cơ cao",1
"KH-00185","2025-03-17",379,1,2546296,2546296.0,1,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT","Tỉnh Hòa Bình.","Miền Bắc",1,2546296,0.1954,"Nguy cơ cao",1
"KH-00186","2025-03-31",365,4,67567129,16891782.0,1,0.0,0,"HỘ KINH DOANH XÂY DỰNG","Vĩnh Phúc","Miền Bắc",4,67567129,0.4861,"Trung bình",0
"KH-00187","2025-03-18",378,1,2768519,2768519.0,1,0.0,0,"HỘ KINH DOANH NGỌC ANH","Hà Nội","Miền Bắc",1,2768519,0.1954,"Nguy cơ cao",1
"KH-00188","2025-03-18",378,2,75574075,37787038.0,5,0.0,0,"DOANH NGHIỆP TW XÂY DỰNG","Thanh Hóa","Miền Trung",2,75574075,0.2761,"Nguy cơ cao",1
"KH-00189","2025-03-20",376,2,68267826,34133913.0,4,0.0,0,"CÔNG TY CỔ PHẦN MẶT TRỜI","Hà Nội","Miền Bắc",2,68267826,0.2855,"Nguy cơ cao",1
"KH-00190","2025-03-20",376,3,54567000,18189000.0,4,0.0,0,"HỘ KINH DOANH XÂY DỰNG","Hà Nội","Miền Bắc",3,54567000,0.3349,"Trung bình",0
"KH-00191","2025-03-19",377,1,2768519,2768519.0,1,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI","Hưng Yên","Miền Bắc",1,2768519,0.195,"Nguy cơ cao",1
"KH-00192","2025-03-31",365,3,47910000,15970000.0,4,0.0,0,"HỘ KINH DOANH KHẢI HOÀN","Hà Nội","Miền Bắc",3,47910000,0.3248,"Trung bình",0
"KH-00193","2025-03-31",365,4,244765884,61191471.0,4,0.0,0,"CÔNG TY TNHH TÚ ANH","Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá","Miền Bắc",4,244765884,0.4556,"Trung bình",0
"KH-00194","2026-03-30",1,6,379667219,63277870.0,6,-1293019.0,1,"CỬA HÀNG XE ĐẠP SÁN LẠP","Hà Nội","Miền Bắc",6,379667219,0.2953,"Nguy cơ cao",1
"KH-00195","2025-03-25",371,2,38790000,19395000.0,4,0.0,0,"CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc",2,38790000,0.2529,"Nguy cơ cao",1
"KH-00196","2025-03-27",369,3,51900000,17300000.0,2,0.0,0,"CÔNG TY CỔ PHẦN NAM TIẾN","Bắc Ninh","Miền Bắc",3,51900000,0.3701,"Trung bình",0
"KH-00197","2025-03-21",375,2,143952962,71976481.0,4,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG","Hà Nội","Miền Bắc",2,143952962,0.3705,"Trung bình",0
"KH-00198","2025-03-25",371,4,161705220,40426305.0,5,0.0,0,"CÔNG TY TNHH TRÍ ĐỨC","Hà Nội","Miền Bắc",4,161705220,0.4206,"Trung bình",0
"KH-00199","2025-03-24",372,2,64070000,32035000.0,3,0.0,0,"CỬA HÀNG XE ĐẠP TÚ ANH","Thanh Hoá","Miền Trung",2,64070000,0.2973,"Nguy cơ cao",1
"KH-00200","2025-03-27",369,2,56517000,28258500.0,3,0.0,0,"CÔNG TY CỔ PHẦN TOÀN THẮNG","Hà Nội","Miền Bắc",2,56517000,0.2875,"Nguy cơ cao",1
"KH-00201","2025-03-19",377,1,54234212,54234212.0,5,0.0,0,"HỘ KINH DOANH XUÂN MAI","Hải Dương","Miền Bắc",1,54234212,0.256,"Nguy cơ cao",1
"KH-00202","2025-03-21",375,2,57790000,28895000.0,3,0.0,0,"CÔNG TY CỔ PHẦN XUÂN MAI","Hà Nội","Miền Bắc",2,57790000,0.2923,"Nguy cơ cao",1
"KH-00203","2025-03-19",377,1,2305556,2305556.0,1,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH","Phú Thọ","Miền Bắc",1,2305556,0.194,"Nguy cơ cao",1
"KH-00204","2025-03-20",376,1,24907407,24907407.0,1,0.0,0,"CÔNG TY CỔ PHẦN ĐẠI DƯƠNG","Nam Định","Miền Bắc",1,24907407,0.247,"Nguy cơ cao",1
"KH-00205","2025-03-20",376,1,58740000,58740000.0,4,0.0,0,"CỬA HÀNG XE ĐẠP QUANG VINH","Hạ Long","Miền Bắc",1,58740000,0.2855,"Nguy cơ cao",1
"KH-00206","2025-03-20",376,2,30030000,15015000.0,2,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI","Hà Nội","Miền Bắc",2,30030000,0.282,"Nguy cơ cao",1
"KH-00207","2025-03-29",367,3,101357296,33785765.0,4,0.0,0,"CỬA HÀNG XE ĐẠP VẠN LỢI","Bắc Giang","Miền Bắc",3,101357296,0.3533,"Trung bình",0
"KH-00208","2025-03-25",371,5,121615286,24323057.0,4,0.0,0,"CỬA HÀNG XE ĐẠP TÂY BẮC","Hà Nội","Miền Bắc",5,121615286,0.5225,"Trung bình",0
"KH-00209","2025-03-28",368,2,52103683,26051842.0,4,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH","TP Hải Phòng","Miền Bắc",2,52103683,0.2645,"Nguy cơ cao",1
"KH-00210","2026-03-05",26,2,140878797,70439398.0,4,77523329.0,1,"DOANH NGHIỆP TW SÁN LẠP","Uông Bí","Miền Bắc",2,140878797,0.1132,"Nguy cơ cao",1
"KH-00211","2025-03-20",376,1,31530000,31530000.0,2,0.0,0,"CỬA HÀNG XE ĐẠP NAM TIẾN","Hà Tĩnh","Miền Trung",1,31530000,0.2472,"Nguy cơ cao",1
"KH-00212","2025-03-22",374,4,99322643,24830661.0,5,0.0,0,"CỬA HÀNG XE ĐẠP TÂY BẮC","Hà Nội","Miền Bắc",4,99322643,0.41,"Trung bình",0
"KH-00213","2025-03-20",376,1,2305556,2305556.0,1,0.0,0,"CÔNG TY CỔ PHẦN HOÀ BÌNH","Hà Nội","Miền Bắc",1,2305556,0.1936,"Nguy cơ cao",1
"KH-00214","2025-03-25",371,2,81983500,40991750.0,3,0.0,0,"DOANH NGHIỆP TW QUANG VINH","Hải Dương","Miền Bắc",2,81983500,0.3164,"Trung bình",0
"KH-00215","2025-03-31",365,2,37160000,18580000.0,5,0.0,0,"DOANH NGHIỆP TW LÊ ANH","Hà Tĩnh","Miền Trung",2,37160000,0.2318,"Nguy cơ cao",1
"KH-00216","2025-03-20",376,1,61070000,61070000.0,3,0.0,0,"HỘ KINH DOANH NGỌC ANH","Hà Nam","Miền Bắc",1,61070000,0.311,"Trung bình",0
"KH-00217","2026-03-01",30,9,562011596,62445733.0,3,-4782399.6,1,"DOANH NGHIỆP TW ĐẠI DƯƠNG","Thái Bình","Miền Bắc",9,562011596,0.5573,"Trung bình",0
"KH-00218","2026-03-20",11,5,183270442,36654088.0,3,36462262.5,1,"CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH","Hải Dương","Miền Bắc",5,183270442,0.2546,"Nguy cơ cao",1
"KH-00219","2026-03-27",4,10,499788138,49978814.0,6,46468676.4,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH","Ninh Bình","Miền Bắc",10,499788138,0.4965,"Trung bình",0
"KH-00220","2025-03-24",372,2,74017929,37008964.0,5,0.0,0,"CỬA HÀNG XE ĐẠP VIỆT ANH","Nam Định","Miền Bắc",2,74017929,0.2712,"Nguy cơ cao",1
"KH-00221","2025-03-27",369,2,59460000,29730000.0,2,0.0,0,"CÔNG TY CỔ PHẦN VĨNH PHÁT","Hưng Yên","Miền Bắc",2,59460000,0.3095,"Trung bình",0
"KH-00222","2025-03-31",365,2,42161481,21080740.0,4,0.0,0,"CÔNG TY CỔ PHẦN TÂN TIẾN","Hà Nội","Miền Bắc",2,42161481,0.2531,"Nguy cơ cao",1
"KH-00223","2025-03-21",375,1,33720000,33720000.0,3,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT","Hà Nội","Miền Bắc",1,33720000,0.2358,"Nguy cơ cao",1
"KH-00224","2025-03-21",375,1,36150000,36150000.0,2,0.0,0,"DOANH NGHIỆP TW ĐÔNG NAM","Ninh Bình","Miền Bắc",1,36150000,0.2588,"Nguy cơ cao",1
"KH-00225","2025-03-28",368,2,84160000,42080000.0,3,0.0,0,"CÔNG TY TNHH TÂY BẮC","Hà Nam","Miền Bắc",2,84160000,0.317,"Trung bình",0
"KH-00226","2025-03-21",375,1,26040000,26040000.0,1,0.0,0,"CÔNG TY CỔ PHẦN VĨNH PHÁT","Hà Nội","Miền Bắc",1,26040000,0.2494,"Nguy cơ cao",1
"KH-00227","2025-03-21",375,1,40920000,40920000.0,2,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC","Bắc Ninh","Miền Bắc",1,40920000,0.2716,"Nguy cơ cao",1
"KH-00228","2025-03-21",375,1,18000000,18000000.0,2,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI","Hà Nội","Miền Bắc",1,18000000,0.2137,"Nguy cơ cao",1
"KH-00229","2025-03-21",375,1,33980000,33980000.0,2,0.0,0,"DOANH NGHIỆP TW TRÍ ĐỨC","Bắc Giang","Miền Bắc",1,33980000,0.2531,"Nguy cơ cao",1
"KH-00230","2025-03-21",375,1,20440000,20440000.0,2,0.0,0,"DOANH NGHIỆP TW ĐẠI LỢI","Hà Nội","Miền Bắc",1,20440000,0.2194,"Nguy cơ cao",1
"KH-00231","2025-03-27",369,3,107772500,35924167.0,5,0.0,0,"CÔNG TY CỔ PHẦN THANH BÌNH","Hưng Yên","Miền Bắc",3,107772500,0.3375,"Trung bình",0
"KH-00232","2026-03-06",25,2,26361112,13180556.0,1,-11638888.0,1,"HỘ KINH DOANH HOÀ BÌNH","Hội An","Miền Bắc",2,26361112,0.1481,"Nguy cơ cao",1
"KH-00233","2025-03-21",375,1,22840000,22840000.0,1,0.0,0,"DOANH NGHIỆP TW CHI THÀNH","Thái Bình","Miền Bắc",1,22840000,0.2412,"Nguy cơ cao",1
"KH-00234","2025-03-21",375,1,24220000,24220000.0,2,0.0,0,"CÔNG TY TNHH KHẢI HOÀN","Thái Bình","Miền Bắc",1,24220000,0.2285,"Nguy cơ cao",1
"KH-00235","2025-03-21",375,2,87420000,43710000.0,2,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH","Nam Định","Miền Bắc",2,87420000,0.3449,"Trung bình",0
"KH-00236","2025-03-22",374,2,35880000,17940000.0,1,0.0,0,"CỬA HÀNG XE ĐẠP ĐÔNG NAM","Hà Nội","Miền Bắc",2,35880000,0.3057,"Trung bình",0
"KH-00237","2025-03-22",374,2,59932962,29966481.0,5,0.0,0,"DOANH NGHIỆP TW LÊ ANH","Tuyên Quang","Miền Bắc",2,59932962,0.2581,"Nguy cơ cao",1
"KH-00238","2025-03-21",375,1,33546143,33546143.0,4,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH","Phú Thọ","Miền Bắc",1,33546143,0.2196,"Nguy cơ cao",1
"KH-00239","2025-03-21",375,1,34357000,34357000.0,2,0.0,0,"HỘ KINH DOANH THANH BÌNH","Hội An","Miền Bắc",1,34357000,0.2541,"Nguy cơ cao",1
"KH-00240","2025-03-21",375,1,39050000,39050000.0,1,0.0,0,"CÔNG TY CỔ PHẦN TRÍ ĐỨC","Sơn La","Miền Bắc",1,39050000,0.2845,"Nguy cơ cao",1
"KH-00241","2025-03-25",371,2,88600000,44300000.0,1,0.0,0,"HỘ KINH DOANH PHÚ THỊNH","Thái Nguyên","Miền Bắc",2,88600000,0.3643,"Trung bình",0
"KH-00242","2025-03-25",371,2,36320000,18160000.0,3,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG","Bắc Kạn","Miền Bắc",2,36320000,0.2678,"Nguy cơ cao",1
"KH-00243","2025-03-21",375,1,35150000,35150000.0,3,0.0,0,"HỘ KINH DOANH VĨNH PHÁT","Hà Nam","Miền Bắc",1,35150000,0.2394,"Nguy cơ cao",1
"KH-00244","2025-03-21",375,1,33400000,33400000.0,3,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT","Phú Thọ","Miền Bắc",1,33400000,0.235,"Nguy cơ cao",1
"KH-00245","2026-03-10",21,3,20111109,6703703.0,1,15870369.0,1,"CỬA HÀNG XE ĐẠP TÂN TIẾN","Hà Nội","Miền Bắc",3,20111109,0.1699,"Nguy cơ cao",1
"KH-00246","2025-03-25",371,2,38184000,19092000.0,4,0.0,0,"CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH","Hà Nội","Miền Bắc",2,38184000,0.2523,"Nguy cơ cao",1
"KH-00247","2025-03-22",374,1,126890000,126890000.0,3,0.0,0,"HỘ KINH DOANH NGỌC ANH","Hưng Yên","Miền Bắc",1,126890000,0.5269,"Trung bình",0
"KH-00248","2025-03-28",368,2,100482859,50241430.0,4,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG","Nghệ An","Miền Trung",2,100482859,0.3158,"Trung bình",0
"KH-00249","2025-03-22",374,1,37560000,37560000.0,2,0.0,0,"HỘ KINH DOANH PHÚC AN","Thanh Hóa","Miền Trung",1,37560000,0.262,"Nguy cơ cao",1
"KH-00250","2025-03-31",365,4,95971481,23992870.0,5,0.0,0,"DOANH NGHIỆP TW XUÂN MAI","Hà Nội","Miền Bắc",4,95971481,0.4034,"Trung bình",0
"KH-00251","2025-03-28",368,3,119020000,39673333.0,3,0.0,0,"HỘ KINH DOANH KHẢI HOÀN","Hưng Yên","Miền Bắc",3,119020000,0.3842,"Trung bình",0
"KH-00252","2025-03-22",374,1,59107574,59107574.0,4,0.0,0,"CÔNG TY TNHH TÂY BẮC","Hà Nội","Miền Bắc",1,59107574,0.2854,"Nguy cơ cao",1
"KH-00253","2025-03-24",372,1,7490741,7490741.0,1,0.0,0,"CÔNG TY TNHH YÊN BÌNH","Hà Nội","Miền Bắc",1,7490741,0.2032,"Nguy cơ cao",1
"KH-00254","2025-03-25",371,2,43942860,21971430.0,3,0.0,0,"CỬA HÀNG XE ĐẠP ĐÔNG NAM","Hà Nam","Miền Bắc",2,43942860,0.2756,"Nguy cơ cao",1
"KH-00255","2025-03-27",369,2,58060000,29030000.0,4,0.0,0,"CÔNG TY TNHH PHÚ THỊNH","Hải Dương","Miền Bắc",2,58060000,0.2711,"Nguy cơ cao",1
"KH-00256","2025-03-31",365,6,151660000,25276667.0,5,0.0,0,"CÔNG TY TNHH XUÂN MAI","Hà Nội","Miền Bắc",6,151660000,0.5877,"Trung bình",0
"KH-00257","2025-03-28",368,2,39541481,19770740.0,3,0.0,0,"HỘ KINH DOANH PHÚC AN","Hà Nội","Miền Bắc",2,39541481,0.2694,"Nguy cơ cao",1
"KH-00258","2025-03-28",368,2,39361481,19680740.0,3,0.0,0,"CỬA HÀNG XE ĐẠP HOÀ BÌNH","Hà Nội","Miền Bắc",2,39361481,0.2692,"Nguy cơ cao",1
"KH-00259","2025-03-24",372,1,35050000,35050000.0,4,0.0,0,"DOANH NGHIỆP TW MINH PHƯƠNG","Hà Nội","Miền Bắc",1,35050000,0.2217,"Nguy cơ cao",1
"KH-00260","2025-03-24",372,2,66020000,33010000.0,3,0.0,0,"CỬA HÀNG XE ĐẠP XUÂN MAI","Hà Nội","Miền Bắc",2,66020000,0.2994,"Nguy cơ cao",1
"KH-00261","2025-03-24",372,1,49160000,49160000.0,2,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI","Hà Nội","Miền Bắc",1,49160000,0.293,"Nguy cơ cao",1
"KH-00262","2025-03-27",369,2,64270000,32135000.0,1,0.0,0,"CÔNG TY TNHH VIỆT ANH","Hà Nội","Miền Bắc",2,64270000,0.3346,"Trung bình",0
"KH-00263","2025-03-24",372,1,35790000,35790000.0,2,0.0,0,"DOANH NGHIỆP TW TRƯỜNG THỊNH","Thanh Hoá","Miền Trung",1,35790000,0.2562,"Nguy cơ cao",1
"KH-00264","2025-03-25",371,3,131871676,43957225.0,4,0.0,0,"DOANH NGHIỆP TW NGỌC ANH","Thanh Hoá","Miền Trung",3,131871676,0.3718,"Trung bình",0
"KH-00265","2025-03-25",371,2,115376430,57688215.0,4,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI PHÚC AN","phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.","Miền Bắc",2,115376430,0.3344,"Trung bình",0
"KH-00266","2025-03-24",372,1,83590000,83590000.0,2,0.0,0,"CỬA HÀNG XE ĐẠP TÂN TIẾN","Nam Định","Miền Bắc",1,83590000,0.3999,"Trung bình",0
"KH-00267","2025-03-25",371,2,85460000,42730000.0,2,0.0,0,"CÔNG TY CỔ PHẦN HÙNG CƯỜNG","Nam Định","Miền Bắc",2,85460000,0.3401,"Trung bình",0
